Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Levo,var-19F-Levo,sd-19F-Levo,se-19F-Levo,Total-19F-Levo,Blank-19F-Levo,Not Blank-19F-Levo,Blank Removed-19F-Levo,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
1347,SPT_0563,,,,,,,,,,,SPT_0563,,,,,,,,M,,,,,,Spn1 transposase,FALSE
156,SPT_0564,0.987,0.005,0.072,0.012,,39,0,39,0,,SPT_0564,1.004,0.004,0.065,0.014,21,0,21,0,-0.017,58,0.91,0.36676,,bacteriocin-type signal sequence domain protein,FALSE
1362,SPT_0565,0.992,0.005,0.069,0.005,,189,0,189,0,,SPT_0565,0.996,0.007,0.085,0.009,98,0,98,0,-0.005,285,0.459,0.64667,,BlpC ABC transporter,FALSE
1640,SPT_0566,1.003,0.006,0.076,0.006,,159,0,159,0,,SPT_0566,0.999,0.005,0.069,0.007,91,0,91,0,0.004,248,0.409,0.68257,,pseudo,FALSE
249,SPT_0568,1.013,0.005,0.067,0.019,,12,0,12,0,,SPT_0568,1.012,0.002,0.043,0.019,5,0,5,0,0.001,15,0.052,0.95893,,bacteriocin BlpO,FALSE
210,SPT_0569,0.983,0.004,0.064,0.01,,41,0,41,0,,SPT_0569,0.984,0.004,0.065,0.012,28,0,28,0,-0.002,67,0.117,0.90753,,bacteriocin-type signal sequence domain protein,FALSE
576,SPT_0570,0.993,0.006,0.079,0.009,,84,0,84,0,,SPT_0570,1,0.005,0.072,0.011,44,0,44,0,-0.008,126,0.563,0.57435,,ABC transporter ATP binding protein - unknown substrate,FALSE
189,SPT_0571,0.988,0.005,0.071,0.011,,43,0,43,0,,SPT_0571,1.006,0.007,0.084,0.018,21,0,21,0,-0.018,62,0.845,0.40143,,hypothetical protein,FALSE
339,SPT_0572,1.001,0.009,0.094,0.011,,71,0,71,0,,SPT_0572,1.008,0.009,0.094,0.015,37,0,37,0,-0.007,106,0.382,0.70353,,immunity protein BlpL,FALSE
1040,SPT_0574,1.029,0.007,0.084,0.015,,32,0,32,0,,SPT_0574,1.008,0.012,0.111,0.027,17,0,17,0,0.022,47,0.705,0.48435,,pseudo,FALSE
234,SPT_0576,0.989,0.004,0.062,0.008,,56,0,56,0,,SPT_0576,0.999,0.006,0.079,0.016,24,0,24,0,-0.011,78,0.577,0.56559,,bacteriocin BlpM,FALSE
690,SPT_0577,1.003,0.008,0.09,0.008,,128,0,128,0,,SPT_0577,0.997,0.007,0.083,0.01,72,0,72,0,0.005,198,0.427,0.67006,,immunity protein BlpY,FALSE
304,SPT_0578,0.99,0.018,0.135,0.016,,71,1,70,0,,SPT_0578,1.012,0.01,0.099,0.017,34,0,34,0,-0.022,103,0.921,0.35896,,pseudo,FALSE
612,SPT_0579,0.988,0.006,0.076,0.01,,54,0,54,0,,SPT_0579,0.971,0.006,0.075,0.013,32,0,32,0,0.016,84,0.973,0.33348,,ABC transporter ATP binding protein - unknown substrate,FALSE
795,SPT_0580,,,,,,,,,,,SPT_0580,,,,,,,,,,,,,,phosphotransferase enzyme family,FALSE
636,SPT_0581,0.978,0.005,0.069,0.009,trmB,60,0,60,0,,SPT_0581,0.92,0.007,0.087,0.016,31,0,31,0,0.058,89,3.222,0.00178,,tRNA (guanine-N(7)-)-methyltransferase,FALSE
480,SPT_0582,1.022,0.005,0.068,0.01,,47,0,47,0,,SPT_0582,1.021,0.008,0.092,0.019,23,0,23,0,0.001,68,0.04,0.9682,,hypothetical protein,FALSE
1137,SPT_0583,,,,,nusA,,,,,,SPT_0583,,,,,,,,,,,,,,transcription elongation factor NusA,FALSE
294,SPT_0584,,,,,,,,,,,SPT_0584,,,,,,,,,,,,,,"putative chain a, hypothetical cytosolic protein coded by gene from nusainfb, ylxr homologue",FALSE
300,SPT_0585,0.917,0,0,0,,1,0,1,0,,SPT_0585,0.688,0,0,0,1,0,1,0,,,,,,ribosomal protein HS6-type,FALSE
2793,SPT_0586,,,,,infB,,,,,,SPT_0586,,,,,,,,,,,,,,translation initiation factor IF-2,FALSE
351,SPT_0587,0.959,0.009,0.095,0.03,rbfA,10,0,10,0,,SPT_0587,0.912,0.001,0.028,0.014,4,0,4,0,0.048,12,1.43,0.17814,,ribosome-binding factor A,FALSE
780,SPT_0588,0.989,0.006,0.079,0.007,,143,0,143,0,,SPT_0588,0.997,0.009,0.093,0.011,71,0,71,0,-0.008,212,0.638,0.52399,,hypothetical protein,FALSE
183,SPT_0589,0.975,0.008,0.091,0.022,,17,0,17,0,,SPT_0589,1.021,0.008,0.092,0.031,9,0,9,0,-0.046,24,1.209,0.23848,,hypothetical protein,FALSE
153,SPT_0590,0.971,0.007,0.086,0.029,,9,0,9,0,,SPT_0590,1.031,0.012,0.11,0.078,2,0,2,0,-0.06,9,0.717,0.49156,,hypothetical protein,FALSE
153,SPT_0591,1.009,0.008,0.089,0.032,,8,0,8,0,,SPT_0591,1.026,0.008,0.089,0.04,5,0,5,0,-0.017,11,0.335,0.74362,,chlorohydrolase,FALSE
234,SPT_0592,0.995,0.005,0.072,0.014,,27,0,27,0,,SPT_0592,0.985,0.005,0.067,0.017,15,0,15,0,0.01,40,0.442,0.66114,,hypothetical protein,FALSE
1335,SPT_0593,0.983,0.005,0.072,0.007,,111,0,111,0,,SPT_0593,0.995,0.003,0.055,0.007,61,0,61,0,-0.011,170,1.165,0.24553,,"hemerythrin HHE cation binding domain subfamily, putative",FALSE
255,SPT_0594,0.891,0.008,0.092,0.032,,8,0,8,0,,SPT_0594,0.942,0.001,0.03,0.014,5,0,5,0,-0.052,11,1.466,0.17056,,hypothetical protein,FALSE
396,SPT_0595,0.989,0.004,0.063,0.011,,30,0,30,0,,SPT_0595,0.987,0.001,0.039,0.01,16,0,16,0,0.002,44,0.113,0.91049,,superfamily II helicase,FALSE
450,SPT_0596,1.008,0.005,0.073,0.01,,56,0,56,0,,SPT_0596,0.984,0.008,0.091,0.018,25,0,25,0,0.025,79,1.194,0.23594,,hypothetical protein,FALSE
561,SPT_0597,0.99,0.003,0.059,0.008,,56,0,56,0,,SPT_0597,0.964,0.007,0.081,0.016,27,0,27,0,0.026,81,1.474,0.14426,,"acetyltransferase, gnat family",FALSE
579,SPT_0598,0.991,0.005,0.069,0.008,,73,0,73,0,,SPT_0598,0.99,0.008,0.089,0.014,38,0,38,0,0.002,109,0.095,0.92475,,shikimate kinase,FALSE
2652,SPT_0599,,,,,valS,,,,,,SPT_0599,,,,,,,,,,,,,,valyl-tRNA synthetase,FALSE
165,SPT_0600,0.948,0.011,0.105,0.017,,36,0,36,0,,SPT_0600,0.969,0.015,0.122,0.027,20,0,20,0,-0.021,54,0.639,0.52583,,hypothetical protein,FALSE
1790,SPT_0601,0.967,0.008,0.087,0.005,,321,1,320,0,,SPT_0601,0.987,0.006,0.076,0.006,167,0,167,0,-0.02,486,2.653,0.00825,,pseudo,FALSE
804,SPT_0602,1.003,0.007,0.084,0.008,,126,0,126,0,,SPT_0602,0.987,0.01,0.099,0.013,59,0,59,0,0.015,183,1.02,0.30904,,Fic protein family,FALSE
834,SPT_0603,,,,,,,,,,,SPT_0603,,,,,,,,,,,,,,integrase core domain protein,FALSE
,SPT_0604,,,,,,,,,,,SPT_0604,,,,,,,,,,,,,,,FALSE
183,SPT_0605,1.014,0.003,0.058,0.009,,46,0,46,0,,SPT_0605,1.02,0.004,0.065,0.013,25,0,25,0,-0.006,69,0.392,0.69628,,"helicase, putative",FALSE
840,SPT_0606,0.993,0.009,0.095,0.008,,137,0,137,0,,SPT_0606,1.03,0.006,0.076,0.009,76,0,76,0,-0.037,211,3.114,0.0021,,transcription antiterminator LicT,FALSE
1839,SPT_0607,1.005,0.007,0.083,0.004,,444,0,444,0,,SPT_0607,1.022,0.008,0.092,0.006,221,0,221,0,-0.017,663,2.323,0.02048,,pts system beta-glucoside-specific eiibca component (eiibca-bgl) (eii-bgl),FALSE
1416,SPT_0608,0.993,0.006,0.076,0.004,,345,0,345,0,,SPT_0608,1.018,0.007,0.085,0.006,183,0,183,0,-0.025,526,3.309,0.001,,beta-glucosidase (Gentiobiase) (Cellobiase) (Beta-D-glucoside glucohydrolase) (Amygdalase),FALSE
1089,SPT_0609,0.953,0.016,0.127,0.063,pheS,4,0,4,0,,SPT_0609,1.022,0,0.002,0.001,2,0,2,0,-0.069,4,1.095,0.33496,,"phenylalanyl-tRNA synthetase, alpha subunit",FALSE
510,SPT_0610,0.959,0.009,0.095,0.012,,62,0,62,0,,SPT_0610,0.95,0.015,0.122,0.021,33,0,33,0,0.009,93,0.373,0.71034,,"acetyltransferase, gnat family",FALSE
2406,SPT_0611,,,,,pheT,,,,,,SPT_0611,,,,,,,,,,,,,,phenylalanyl-tRNA synthetase subunit beta,FALSE
1002,SPT_0612,1.01,0.005,0.073,0.005,,193,0,193,0,,SPT_0612,1.009,0.006,0.076,0.008,99,0,99,0,0.001,290,0.126,0.89996,,endonuclease/exonuclease/phosphatase family,FALSE
,SPT_0613,,,,,,,,,,,SPT_0613,0.936,0,0,0,1,0,1,0,,,,,,,FALSE
267,SPT_0614,1.008,0.004,0.062,0.011,,33,0,33,0,,SPT_0614,0.979,0.002,0.049,0.013,15,0,15,0,0.029,46,1.725,0.09133,,helix-turn-helix domain protein,FALSE
2250,SPT_0615,1.015,0.007,0.081,0.006,metE,205,0,205,0,,SPT_0615,1.007,0.006,0.075,0.007,109,0,109,0,0.008,312,0.883,0.37807,,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,FALSE
867,SPT_0616,1.01,0.004,0.065,0.006,metF,106,0,106,0,,SPT_0616,1.008,0.005,0.071,0.01,50,0,50,0,0.002,154,0.204,0.83841,,"5,10-methylenetetrahydrofolate reductase",FALSE
2214,SPT_0617,1.025,0.007,0.084,0.008,,118,0,118,0,,SPT_0617,0.983,0.01,0.099,0.012,65,0,65,0,0.042,181,2.887,0.00436,,polyribonucleotide nucleotidyltransferase (Polynucleotidephosphorylase) (PNPase) (Vegetative protein 15) (VEG15),FALSE
618,SPT_0618,1.003,0.005,0.073,0.019,cysE,15,0,15,0,,SPT_0618,0.945,0.011,0.105,0.033,10,0,10,0,0.058,23,1.515,0.14342,,serine acetyltransferase,FALSE
885,SPT_0619,0.999,0.005,0.071,0.008,,80,0,80,0,,SPT_0619,0.985,0.008,0.092,0.014,44,0,44,0,0.013,122,0.834,0.40612,,"acetyltransferase, gnat family",FALSE
1344,SPT_0620,,,,,cysS,,,,,,SPT_0620,,,,,,,,,,,,,,cysteinyl-tRNA synthetase,FALSE
387,SPT_0621,0.975,0.006,0.076,0.013,,33,0,33,0,,SPT_0621,0.975,0.005,0.069,0.017,17,0,17,0,0.001,48,0.032,0.97426,,ribonuclease III family protein,FALSE
885,SPT_0622,1.003,0.004,0.066,0.01,,40,0,40,0,,SPT_0622,0.986,0.007,0.086,0.017,25,0,25,0,0.017,63,0.827,0.41119,,leucine-rich protein,FALSE
117,SPT_0623,0.995,0.008,0.089,0.024,,14,0,14,0,,SPT_0623,1.007,0.005,0.072,0.024,9,0,9,0,-0.012,21,0.346,0.73244,,hypothetical protein,FALSE
600,SPT_0624,0.988,0.006,0.077,0.009,,72,0,72,0,,SPT_0624,1.017,0.005,0.067,0.011,41,0,41,0,-0.029,111,2.114,0.0368,,hypothetical protein,FALSE
174,SPT_0625,0.997,0.005,0.067,0.016,,18,0,18,0,,SPT_0625,0.955,0.004,0.067,0.022,9,0,9,0,0.042,25,1.519,0.14127,,hypothetical protein,FALSE
1278,SPT_0626,0.993,0.004,0.066,0.006,,124,0,124,0,,SPT_0626,0.991,0.005,0.069,0.009,62,0,62,0,0.002,184,0.168,0.86658,,ABC transporter membrane-spanning permease - Pep export,FALSE
648,SPT_0627,1.009,0.005,0.074,0.007,,109,0,109,0,,SPT_0627,1.022,0.006,0.075,0.01,54,0,54,0,-0.014,161,1.09,0.2772,,"ABC transporter, ATP-binding protein Vexp2",FALSE
1380,SPT_0628,1.006,0.006,0.076,0.006,,178,0,178,0,,SPT_0628,0.989,0.007,0.085,0.009,90,0,90,0,0.017,266,1.607,0.1093,,transmembrane protein Vexp3,FALSE
657,SPT_0629,1.007,0.007,0.083,0.01,,69,0,69,0,,SPT_0629,1.021,0.008,0.091,0.016,32,0,32,0,-0.014,99,0.72,0.47344,,DNA-binding response regulator VncR,FALSE
1329,SPT_0630,1.007,0.004,0.065,0.005,,167,0,167,0,,SPT_0630,1.008,0.005,0.071,0.008,89,0,89,0,0,254,0.041,0.96694,,sensor histidine kinase VncS,FALSE
882,SPT_0631,,,,,,,,,,,SPT_0631,,,,,,,,,,,,,,fructose-bisphosphate aldolase,FALSE
1191,SPT_0632,0.993,0.005,0.073,0.005,,250,0,250,0,,SPT_0632,1.007,0.005,0.07,0.006,127,0,127,0,-0.015,375,1.912,0.05661,,"oxidoreductase, NAD-binding",FALSE
660,SPT_0633,1.004,0.004,0.064,0.007,,90,0,90,0,,SPT_0633,0.997,0.004,0.066,0.01,46,0,46,0,0.007,134,0.629,0.53045,,ABC transporter membrane-spanning permease - glutamine transport,FALSE
678,SPT_0634,1.005,0.004,0.065,0.007,,98,0,98,0,,SPT_0634,1.011,0.003,0.059,0.009,45,0,45,0,-0.007,141,0.599,0.55009,,ABC transporter membrane-spanning permease - glutamine transport,FALSE
795,SPT_0635,1.012,0.006,0.076,0.008,,101,0,101,0,,SPT_0635,1.005,0.015,0.121,0.017,53,0,53,0,0.007,152,0.366,0.71516,,"amino acid ABC transporter, amino acid-binding protein",FALSE
759,SPT_0636,1.006,0.006,0.077,0.009,,73,0,73,0,,SPT_0636,1.002,0.007,0.086,0.014,36,0,36,0,0.004,107,0.223,0.82377,,ATP-binding protein,FALSE
1662,SPT_0638,,,,,,,,,,,SPT_0638,,,,,,,,,,,,,,metallo-beta-lactamase family protein,FALSE
780,SPT_0639,0.947,0.013,0.112,0.011,,99,0,99,0,,SPT_0639,0.941,0.013,0.116,0.016,54,0,54,0,0.006,151,0.305,0.76069,,tributyrin esterase,FALSE
1221,SPT_0640,0.699,0.081,0.284,0.127,,5,1,4,0,,SPT_0640,0.807,0,0,0,1,0,1,0,-0.108,4,0.85,0.44327,,serine/alanine-adding enzyme MurM,FALSE
1233,SPT_0641,0.818,0.031,0.175,0.023,,58,3,55,0,,SPT_0641,0.784,0.038,0.194,0.034,33,3,30,0,0.034,89,0.832,0.40787,,beta-lactam resistance factor,FALSE
702,SPT_0642,0.99,0.008,0.087,0.01,,71,0,71,0,,SPT_0642,0.965,0.011,0.104,0.017,37,0,37,0,0.025,106,1.254,0.21242,,matrixin family,FALSE
1845,SPT_0643,0.967,0.007,0.081,0.007,uvrC,152,0,152,0,,SPT_0643,0.956,0.007,0.083,0.01,73,0,73,0,0.011,223,0.898,0.37006,,excinuclease ABC subunit C,FALSE
792,SPT_0644,0.988,0.007,0.081,0.009,,85,0,85,0,,SPT_0644,0.97,0.011,0.104,0.017,38,0,38,0,0.018,121,0.929,0.35472,,hypothetical protein,FALSE
801,SPT_0645,1.001,0.007,0.081,0.009,,84,0,84,0,,SPT_0645,1,0.007,0.086,0.013,42,0,42,0,0.001,124,0.054,0.95691,,"amino acid ABC transporter, amino acid-binding protein, putative",FALSE
606,SPT_0646,0.985,0.005,0.07,0.009,,58,0,58,0,,SPT_0646,0.982,0.005,0.07,0.013,30,0,30,0,0.003,86,0.194,0.84693,,oxidoreductase,FALSE
1401,SPT_0647,0.983,0.004,0.066,0.006,pepV,115,0,115,0,,SPT_0647,0.985,0.007,0.086,0.012,54,0,54,0,-0.002,167,0.178,0.85878,,dipeptidase PepV,FALSE
579,SPT_0648,0.988,0.005,0.068,0.008,,69,0,69,0,,SPT_0648,0.98,0.007,0.083,0.014,36,0,36,0,0.008,103,0.52,0.604,,uracil DNA glycosylase family protein,FALSE
153,SPT_0649,1.018,0.005,0.074,0.026,,8,0,8,0,,SPT_0649,1.026,0.009,0.097,0.037,7,0,7,0,-0.008,13,0.176,0.86278,,hypothetical protein,FALSE
120,SPT_0650,0.965,0.008,0.09,0.016,,31,0,31,0,,SPT_0650,1.023,0.009,0.097,0.025,15,0,15,0,-0.058,44,1.95,0.05752,,hypothetical protein,FALSE
1326,SPT_0651,0.996,0.005,0.071,0.006,,166,0,166,0,,SPT_0651,0.997,0.007,0.081,0.009,81,0,81,0,-0.001,245,0.052,0.95836,,branched-chain amino acid transport system II carrier protein,FALSE
1038,SPT_0652,0.99,0.004,0.061,0.006,,107,0,107,0,,SPT_0652,0.974,0.006,0.078,0.01,58,0,58,0,0.017,163,1.434,0.1534,,"peptidase, M42",FALSE
462,SPT_0653,0.999,0.004,0.061,0.009,,42,0,42,0,,SPT_0653,0.989,0.006,0.075,0.017,20,0,20,0,0.01,60,0.523,0.60259,,HIT family protein,FALSE
138,SPT_0655,0.991,0,0.019,0.008,,5,0,5,0,,SPT_0655,0.979,0,0.019,0.011,3,0,3,0,0.012,6,0.872,0.41687,,chlorohydrolase,FALSE
426,SPT_0656,,,,,rplK,,,,,,SPT_0656,,,,,,,,,,,,,,ribosomal protein L11,FALSE
690,SPT_0657,,,,,rplA,,,,,,SPT_0657,,,,,,,,,,,,,,ribosomal protein L1,FALSE
147,SPT_0658,1.022,0.003,0.055,0.024,,5,0,5,0,,SPT_0658,0.96,0.004,0.061,0.035,3,0,3,0,0.062,6,1.451,0.19692,,chlorohydrolase,FALSE
219,SPT_0659,0.98,0.009,0.096,0.012,,65,0,65,0,,SPT_0659,1.006,0.007,0.081,0.014,33,0,33,0,-0.026,96,1.388,0.16843,,hypothetical protein,FALSE
237,SPT_0660,0.96,0.041,0.202,0.034,,36,1,35,0,,SPT_0660,0.993,0.008,0.092,0.022,18,0,18,0,-0.033,52,0.817,0.41771,,hypothetical protein,FALSE
993,SPT_0661,1.001,0.004,0.065,0.008,,68,0,68,0,,SPT_0661,0.994,0.004,0.063,0.011,34,0,34,0,0.007,100,0.557,0.57876,,"ABC transporter, ATP-binding protein",FALSE
819,SPT_0662,0.994,0.006,0.078,0.009,,79,0,79,0,,SPT_0662,0.985,0.008,0.092,0.015,39,0,39,0,0.009,116,0.526,0.60016,,membrane protein,FALSE
786,SPT_0663,0.994,0.007,0.081,0.008,,105,0,105,0,,SPT_0663,0.997,0.004,0.063,0.009,50,0,50,0,-0.003,153,0.248,0.80434,,ABC transporter permease protein,FALSE
151,SPT_0664,1.01,0.004,0.067,0.017,,16,0,16,0,,SPT_0664,0.98,0.003,0.056,0.02,8,0,8,0,0.03,22,1.151,0.26225,,pseudo,FALSE
258,SPT_0665,1.004,0.007,0.082,0.023,,13,0,13,0,,SPT_0665,0.999,0.004,0.059,0.024,6,0,6,0,0.005,17,0.161,0.87386,,pseudo,FALSE
6432,SPT_0666,1.001,0.007,0.082,0.002,,1178,0,1178,0,,SPT_0666,1.013,0.006,0.08,0.003,596,0,596,0,-0.012,1772,2.895,0.00384,,serine protease,FALSE
477,SPT_0667,0.993,0.011,0.104,0.02,,27,0,27,0,,SPT_0667,0.988,0.009,0.093,0.026,13,0,13,0,0.005,38,0.161,0.87278,,phosphotransferase system sugar-specific EII component,FALSE
306,SPT_0668,0.995,0.014,0.118,0.045,,7,0,7,0,,SPT_0668,0.993,0.005,0.07,0.049,2,0,2,0,0.002,7,0.026,0.9799,,"PTS system, galactose-specific IIB component",FALSE
1476,SPT_0669,1.021,0.005,0.072,0.006,,148,0,148,0,,SPT_0669,1.001,0.007,0.084,0.009,82,0,82,0,0.02,228,1.786,0.07541,,phosphotransferase system sugar-specific EII component,FALSE
6702,SPT_0670,1.01,0.005,0.07,0.002,,811,0,811,0,,SPT_0670,0.997,0.005,0.07,0.003,418,0,418,0,0.013,1227,3.163,0.0016,,beta-galactosidase,FALSE
231,SPT_0671,0.993,0.005,0.071,0.014,,26,0,26,0,,SPT_0671,0.969,0.006,0.08,0.021,15,0,15,0,0.025,39,0.983,0.33144,,hypothetical protein,FALSE
414,SPT_0672,1.007,0.005,0.073,0.008,,82,0,82,0,,SPT_0672,1.01,0.004,0.062,0.009,44,0,44,0,-0.003,124,0.208,0.83561,,hypothetical protein,FALSE
246,SPT_0673,1.025,0.007,0.084,0.014,,37,0,37,0,,SPT_0673,1.015,0.009,0.097,0.022,20,0,20,0,0.01,55,0.372,0.71148,,hypothetical protein,FALSE
360,SPT_0674,0.874,0.009,0.094,0.012,,61,0,61,0,,SPT_0674,0.905,0.01,0.1,0.019,28,0,28,0,-0.031,87,1.392,0.1676,,integral membrane protein,FALSE
1240,SPT_0676,1.004,0.006,0.075,0.007,,108,0,108,0,,SPT_0676,0.999,0.004,0.063,0.009,53,0,53,0,0.005,159,0.399,0.69032,,pseudo,FALSE
558,SPT_0677,0.986,0.007,0.083,0.013,,43,0,43,0,,SPT_0677,1.004,0.005,0.072,0.015,24,0,24,0,-0.018,65,0.951,0.34491,,SAM-dependent methyltransferase,FALSE
255,SPT_0678,0.965,0.008,0.091,0.02,,20,0,20,0,,SPT_0678,0.973,0.001,0.037,0.011,11,0,11,0,-0.008,29,0.345,0.73253,,hypothetical protein,FALSE
2055,SPT_0679,0.974,0.004,0.066,0.004,,255,0,255,0,,SPT_0679,0.964,0.006,0.08,0.007,132,0,132,0,0.01,385,1.267,0.20576,,sodium/hydrogen exchanger family protein,FALSE
861,SPT_0680,0.993,0.005,0.069,0.006,,119,0,119,0,,SPT_0680,0.977,0.007,0.086,0.011,60,0,60,0,0.016,177,1.229,0.22059,,ribonuclease BN,FALSE
711,SPT_0682,1.007,0.007,0.082,0.008,,120,0,120,0,,SPT_0682,0.996,0.005,0.07,0.009,62,0,62,0,0.011,180,0.916,0.36068,,cytochrome c-type biogenesis protein CcdA,FALSE
567,SPT_0683,1.002,0.006,0.077,0.01,,64,0,64,0,,SPT_0683,1.023,0.009,0.093,0.016,32,0,32,0,-0.02,94,1.07,0.28744,,thioredoxin family protein,FALSE
1113,SPT_0684,1.001,0.005,0.074,0.007,,118,0,118,0,,SPT_0684,0.991,0.008,0.09,0.012,59,0,59,0,0.011,175,0.805,0.42194,,bifunctional methionine sulfoxide reductase A/B protein,FALSE
738,SPT_0685,1.005,0.006,0.075,0.008,,83,0,83,0,,SPT_0685,1.01,0.008,0.092,0.014,46,0,46,0,-0.005,127,0.335,0.73841,,DNA-binding response regulator,FALSE
1692,SPT_0686,1.005,0.006,0.08,0.007,,140,0,140,0,,SPT_0686,0.988,0.006,0.078,0.009,72,0,72,0,0.017,210,1.482,0.13991,,histidine kinase,FALSE
564,SPT_0687,1.019,0.004,0.065,0.009,,56,0,56,0,,SPT_0687,0.993,0.004,0.061,0.012,25,0,25,0,0.026,79,1.73,0.0875,,hypothetical protein,FALSE
5709,SPT_0688,1.015,0.005,0.071,0.002,zmpB,954,1,953,0,,SPT_0688,1.013,0.005,0.074,0.003,492,0,492,0,0.001,1444,0.319,0.74996,,"zinc metalloprotease ZmpB, putative",FALSE
1722,SPT_0689,1.011,0.005,0.071,0.006,,135,0,135,0,,SPT_0689,0.996,0.005,0.068,0.008,71,0,71,0,0.015,204,1.45,0.14849,,chorismate binding enzyme,FALSE
618,SPT_0690,1.006,0.005,0.069,0.007,,93,0,93,0,,SPT_0690,1.004,0.005,0.069,0.011,43,0,43,0,0.001,134,0.114,0.90976,,hypothetical protein,FALSE
999,SPT_0691,1.005,0.007,0.086,0.01,,74,0,74,0,,SPT_0691,1.017,0.008,0.091,0.015,36,0,36,0,-0.012,108,0.677,0.49955,,"pneumococcal surface protein, putative",FALSE
960,SPT_0692,0.99,0.007,0.081,0.011,,52,0,52,0,,SPT_0692,0.981,0.006,0.079,0.017,22,0,22,0,0.009,72,0.431,0.66787,,glucokinase (Glucose kinase),FALSE
840,SPT_0693,,,,,thyA,,,,,,SPT_0693,,,,,,,,,,,,,,thymidylate synthase,FALSE
171,SPT_0694,0.979,0.02,0.142,0.034,,17,0,17,0,,SPT_0694,0.992,0.004,0.064,0.022,8,0,8,0,-0.012,23,0.298,0.76857,,hypothetical protein,FALSE
885,SPT_0695,0.954,0.006,0.08,0.008,miaA,100,0,100,0,,SPT_0695,0.954,0.011,0.103,0.015,47,0,47,0,0.001,145,0.042,0.96632,,tRNA delta(2)-isopentenylpyrophosphate transferase,FALSE
1239,SPT_0696,0.99,0.008,0.09,0.01,hflX,82,1,81,0,,SPT_0696,0.977,0.006,0.075,0.012,40,0,40,0,0.013,120,0.84,0.40278,,GTP-binding proten HflX,FALSE
624,SPT_0697,0.999,0.009,0.094,0.016,,36,0,36,0,,SPT_0697,1.001,0.005,0.073,0.015,23,0,23,0,-0.002,57,0.098,0.92252,,cystathionine beta-lyase,FALSE
930,SPT_0698,,,,,rnz,,,,,,SPT_0698,,,,,,,,,,,,,,ribonuclease Z,FALSE
756,SPT_0699,0.987,0.004,0.061,0.01,,41,0,41,0,,SPT_0699,0.98,0.006,0.074,0.015,26,0,26,0,0.007,65,0.413,0.68062,,short chain dehydrogenase/reductase family oxidoreductase,FALSE
969,SPT_0700,1.009,0.005,0.071,0.007,,92,0,92,0,,SPT_0700,1.012,0.009,0.097,0.015,40,0,40,0,-0.003,130,0.183,0.85519,,"transcriptional regulator, putative",FALSE
270,SPT_0701,0.99,0.007,0.086,0.011,,58,0,58,0,,SPT_0701,1.02,0.004,0.065,0.012,30,0,30,0,-0.03,86,1.849,0.0679,,hypothetical protein,FALSE
381,SPT_0702,0.998,0.006,0.078,0.011,,51,0,51,0,,SPT_0702,0.999,0.004,0.064,0.012,26,0,26,0,-0.001,75,0.051,0.95943,,rhodanese family protein,FALSE
228,SPT_0703,0.988,0.004,0.063,0.009,,55,0,55,0,,SPT_0703,0.975,0.003,0.051,0.01,26,0,26,0,0.014,79,1.044,0.29971,,hypothetical protein,FALSE
726,SPT_0704,1.007,0.005,0.07,0.008,,75,0,75,0,,SPT_0704,1.001,0.009,0.094,0.014,43,0,43,0,0.006,116,0.363,0.71716,,ribosomal small subunit pseudouridine synthase A,FALSE
1842,SPT_0705,0.96,0.005,0.071,0.006,typA,139,0,139,0,,SPT_0705,0.945,0.007,0.085,0.011,65,0,65,0,0.016,202,1.305,0.19353,,GTP-binding protein TypA/BipA,FALSE
255,SPT_0706,0.928,0.003,0.056,0.008,,47,0,47,0,,SPT_0706,0.901,0.014,0.119,0.025,23,0,23,0,0.027,68,1.047,0.29896,,hypothetical protein,FALSE
300,SPT_0707,1.001,0.004,0.066,0.01,,46,0,46,0,,SPT_0707,0.994,0.007,0.086,0.018,24,0,24,0,0.007,68,0.334,0.73958,,"bacteriocin, lactococcin 972 family",FALSE
2022,SPT_0708,0.999,0.006,0.079,0.004,,388,1,387,0,,SPT_0708,1.002,0.008,0.087,0.006,203,0,203,0,-0.003,589,0.381,0.70326,,bacteriocin-associated integral membrane protein,FALSE
642,SPT_0709,0.995,0.005,0.071,0.008,,77,0,77,0,,SPT_0709,0.991,0.005,0.071,0.01,48,0,48,0,0.004,123,0.308,0.75852,,ABC transporter ATP-binding protein - sodium transport,FALSE
1353,SPT_0710,,,,,murD,,,,,,SPT_0710,,,,,,,,,,,,,,UDP-N-acetylmuramoylalanine--D-glutamate ligase,FALSE
1059,SPT_0711,,,,,murG,,,,,,SPT_0711,,,,,,,,,,,,,,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,FALSE
1221,SPT_0712,0.974,0,0,0,,1,0,1,0,,SPT_0712,1.044,0.005,0.073,0.052,2,0,2,0,-0.07,1,1.357,0.40432,,cell division protein DivIB,FALSE
