Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Kan,var-2394-Kan,sd-2394-Kan,se-2394-Kan,gene,Total-2394-Kan,Blank-2394-Kan,Not Blank-2394-Kan,Blank Removed-2394-Kan,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
1022,SP_0391,1.015,0.007,0.084,0.011,,57,0,57,0,,SP_0391,1.011,0.012,0.111,0.015,,56,0,56,0,,0.004,111,0.19,0.84961,,choline binding protein F,VARIOUS,PHENOTYPED,FALSE
831,SP_0392,0.969,0.006,0.074,0.028,,7,0,7,0,M,SP_0392,0.988,0.001,0.032,0.012,,7,0,7,0,M,-0.019,12,0.614,0.55079,,"IS3-Spn1, transposase, degenerate",,REMOVE,FALSE
509,SP_0393,0.1,0.1,X,X,,,,,,,SP_0393,0.1,0.1,X,X,,,,,,,,,,,,"IS3-Spn1, hypothetical protein, authentic point mutation",,REMOVE,FALSE
1769,SP_0394,1.002,0.006,0.079,0.008,,111,0,111,0,,SP_0394,1.02,0.016,0.128,0.012,,107,1,106,0,,-0.019,216,1.28,0.20206,,"PTS system, mannitol-specific IIBC components",TRANSPORT,PHENOTYPED,FALSE
1955,SP_0395,1.004,0.005,0.07,0.005,,203,0,203,0,,SP_0395,1.034,0.009,0.097,0.007,,202,0,202,0,,-0.031,403,3.646,0.0003,,putative transcriptional regulator,REGULATOR,PHENOTYPED,FALSE
437,SP_0396,1.048,0.007,0.083,0.016,,28,0,28,0,,SP_0396,1.044,0.008,0.091,0.018,,25,0,25,0,,0.003,51,0.142,0.88782,,"PTS system, mannitol-specific IIA component",TRANSPORT,NO-PHENOTYPE,FALSE
1136,SP_0397,1.002,0.003,0.058,0.006,,87,0,87,0,,SP_0397,1.032,0.007,0.083,0.009,,88,0,88,0,,-0.03,173,2.781,0.00601,,mannitol-1-phosphate 5-dehydrogenase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
158,SP_0398,0.944,0.005,0.069,0.022,,10,0,10,0,,SP_0398,1.023,0.002,0.047,0.015,,10,0,10,0,,-0.079,18,2.989,0.00787,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
158,SP_0399,1.035,0.001,0.032,0.023,,2,0,2,0,,SP_0399,1.087,0,0.013,0.009,,2,0,2,0,,-0.051,2,2.113,0.16902,,"glutamine ABC transporter, ATP-binding protein, truncation",TRANSPORT,VIVO,FALSE
1283,SP_0400,0.969,0.003,0.057,0.015,tig,14,0,14,0,,SP_0400,0.902,0.005,0.07,0.019,tig,14,0,14,0,,0.067,26,2.76,0.01046,,trigger factor,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
2366,SP_0401,0.987,0.003,0.059,0.008,,58,0,58,0,,SP_0401,0.991,0.014,0.118,0.015,,60,0,60,0,,-0.004,116,0.22,0.8263,,putative helicase,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
614,SP_0402,0.1,0.1,X,X,,,,,,,SP_0402,0.1,0.1,X,X,,,,,,,,,,,,signal peptidase I,TRANSPORT,ESSENTIAL,FALSE
881,SP_0403,0.764,0.022,0.149,0.075,,4,0,4,0,,SP_0403,0.586,0.123,0.35,0.175,,4,1,3,0,,0.178,6,0.935,0.386,,ribonuclease HIII,"DNA REPLICATION, REPAIR AND RECOMBINATION",CORE,FALSE
311,SP_0404,0.987,0.004,0.064,0.026,,6,0,6,0,,SP_0404,0.984,0.004,0.065,0.026,,6,0,6,0,,0.003,10,0.076,0.94075,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
548,SP_0405,0.988,0.007,0.084,0.018,,22,0,22,0,,SP_0405,0.974,0.009,0.093,0.02,,22,0,22,0,,0.014,42,0.535,0.59558,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
2336,SP_0406,0.995,0.01,0.098,0.013,,58,0,58,0,,SP_0406,0.989,0.014,0.119,0.016,,57,0,57,0,,0.006,113,0.299,0.7652,,MutS2 family protein,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
101,SP_0407,0.1,0.1,X,X,,,,,,,SP_0407,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1322,SP_0408,0.955,0.004,0.067,0.011,,37,0,37,0,,SP_0408,0.928,0.01,0.102,0.017,,36,0,36,0,,0.027,71,1.34,0.18459,,sodium:alanine symporter family protein,TRANSPORT,PHENOTYPED,FALSE
548,SP_0409,1.037,0.005,0.071,0.018,,15,0,15,0,,SP_0409,1.035,0.005,0.069,0.018,,15,0,15,0,,0.003,28,0.106,0.91632,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
899,SP_0410,1.002,0.005,0.07,0.019,,13,0,13,0,,SP_0410,1.055,0.009,0.094,0.026,,13,0,13,0,,-0.053,24,1.618,0.11883,,putative exfoliative toxin,TRANSPORT,VIVO,FALSE
1274,SP_0411,0.1,0.1,X,X,,,,,,,SP_0411,0.1,0.1,X,X,,,,,,,,,,,,seryl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1364,SP_0413,0.907,0.003,0.053,0.009,,34,0,34,0,,SP_0413,0.762,0.039,0.197,0.034,,34,0,34,0,,0.145,66,4.146,0.0001,,aspartate kinase,AMINO ACID METABOLSIM,PHENOTYPED,FALSE
104,SP_0414,0.1,0.1,X,X,,,,,,,SP_0414,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
785,SP_0415,0.1,0.1,X,X,,,,,,,SP_0415,0.1,0.1,X,X,,,,,,,,,,,,enoyl-CoA hydratase/isomerase family protein,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
434,SP_0416,0.799,0,0,0,,1,0,1,0,,SP_0416,0.776,0,0,0,,1,0,1,0,,,,,,,"transcriptional regulator, MarR family",REGULATOR,CORE,FALSE
974,SP_0417,0.1,0.1,X,X,,,,,,,SP_0417,0.1,0.1,X,X,,,,,,,,,,,,3-oxoacyl-(acyl-carrier-protein) synthase III,CELL WALL METABOLISM,ESSENTIAL,FALSE
224,SP_0418,0.1,0.1,X,X,acpP,,,,,,SP_0418,0.1,0.1,X,X,acpP,,,,,,,,,,,acyl carrier protein,CELL WALL METABOLISM,ESSENTIAL,FALSE
974,SP_0419,0.1,0.1,X,X,,,,,,,SP_0419,0.1,0.1,X,X,,,,,,,,,,,,enoyl-(acyl-carrier-protein) reductase,CELL WALL METABOLISM,ESSENTIAL,FALSE
920,SP_0420,0.1,0.1,X,X,,,,,,,SP_0420,0.1,0.1,X,X,,,,,,,,,,,,malonyl CoA-acyl carrier protein transacylase,CELL WALL METABOLISM,ESSENTIAL,FALSE
731,SP_0421,0.1,0.1,X,X,fabG,,,,,,SP_0421,0.1,0.1,X,X,fabG,,,,,,,,,,,3-oxoacyl-[acyl-carrier protein] reductase,CELL WALL METABOLISM,ESSENTIAL,FALSE
1235,SP_0422,0.1,0.1,X,X,,,,,,,SP_0422,0.1,0.1,X,X,,,,,,,,,,,,3-oxoacyl-(acyl-carrier-protein) synthase II,CELL WALL METABOLISM,ESSENTIAL,FALSE
485,SP_0423,0.1,0.1,X,X,,,,,,,SP_0423,0.1,0.1,X,X,,,,,,,,,,,,"acetyl-CoA carboxylase, bitoin carboxyl carrier protein",CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
422,SP_0424,0.1,0.1,X,X,fabZ,,,,,,SP_0424,0.1,0.1,X,X,fabZ,,,,,,,,,,,(3R)-hydroxymyristoyl-(acyl-carrier-protein) dehydratase,CELL WALL METABOLISM,ESSENTIAL,FALSE
1367,SP_0425,0.1,0.1,X,X,,,,,,,SP_0425,0.1,0.1,X,X,,,,,,,,,,,,"acetyl-CoA carboxylase, biotin carboxylase",CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
866,SP_0426,0.1,0.1,X,X,,,,,,,SP_0426,0.1,0.1,X,X,,,,,,,,,,,,"acetyl-CoA carboxylase, carboxyl transferase, beta subunit",CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
767,SP_0427,0.1,0.1,X,X,,,,,,,SP_0427,0.1,0.1,X,X,,,,,,,,,,,,"acetyl-CoA carboxylase, carboxyl transferase, alpha subunit",CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
107,SP_0428,0.1,0.1,X,X,,,,,,,SP_0428,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,VIVO,FALSE
185,SP_0429,0.965,0.006,0.075,0.025,,9,0,9,0,,SP_0429,1.005,0.005,0.069,0.023,,9,0,9,0,,-0.039,16,1.153,0.26589,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
518,SP_0430,0.96,0.006,0.074,0.021,,12,0,12,0,,SP_0430,0.973,0.006,0.078,0.023,,12,0,12,0,,-0.013,22,0.421,0.67795,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
236,SP_0431,0.939,0.003,0.054,0.022,,6,0,6,0,,SP_0431,1.053,0.01,0.102,0.041,,6,0,6,0,,-0.114,10,2.42,0.03606,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
1306,SP_0432,0.1,0.1,X,X,,,,,M,,SP_0432,0.1,0.1,X,X,,,,,M,,,,,,,"IS1167, transposase, interruption",,REMOVE,FALSE
422,SP_0433,0.1,0.1,X,X,nusB,,,,,,SP_0433,0.1,0.1,X,X,nusB,,,,,,,,,,,N utilization substance protein B,"DNA REPLICATION, REPAIR AND RECOMBINATION",LIKELYESSENTIAL,FALSE
389,SP_0434,0.771,0.019,0.137,0.097,,2,0,2,0,,SP_0434,0.705,0.006,0.076,0.054,,2,0,2,0,,0.066,2,0.596,0.61144,,conserved hypothetical protein,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
560,SP_0435,0.822,0,0.021,0.012,,3,0,3,0,,SP_0435,0.973,0.001,0.029,0.017,,3,0,3,0,,-0.151,4,7.186,0.00199,,translation elongation factor P,TRANSCRIPTION AND TRANSLATION,CORE,FALSE
1442,SP_0436,0.1,0.1,X,X,gatB,,,,,,SP_0436,0.1,0.1,X,X,gatB,,,,,,,,,,,"glutamyl-tRNA(Gln) amidotransferase, B subunit",AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1466,SP_0437,0.1,0.1,X,X,gatA,,,,,,SP_0437,0.1,0.1,X,X,gatA,,,,,,,,,,,"glutamyl-tRNA(Gln) amidotransferase, A subunit",AMINO ACID METABOLSIM,ESSENTIAL,FALSE
302,SP_0438,0.1,0.1,X,X,gatC,,,,,,SP_0438,0.1,0.1,X,X,gatC,,,,,,,,,,,"glutamyl-tRNA(Gln) amidotransferase, C subunit",AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1544,SP_0439,0.949,0.004,0.061,0.01,prfC,38,0,38,0,,SP_0439,1.006,0.008,0.091,0.014,prfC,40,0,40,0,,-0.057,76,3.252,0.00171,,peptide chain release factor 3,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
484,SP_0440,1.002,0.004,0.066,0.012,,30,0,30,0,,SP_0440,1.021,0.008,0.091,0.017,,30,0,30,0,,-0.02,58,0.951,0.34544,,"glycosyl transferase, degenerate",,Blanc Out,FALSE
188,SP_0441,0.96,0.014,0.119,0.059,rpmB,4,0,4,0,,SP_0441,1.075,0.006,0.079,0.039,rpmB,4,0,4,0,,-0.115,6,1.618,0.1568,,ribosomal protein L28,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
1667,SP_0443,0.1,0.1,X,X,,,,,,,SP_0443,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,ESSENTIAL,FALSE
101,SP_0444,0.983,0.006,0.076,0.054,,2,0,2,0,,SP_0444,0.938,0.008,0.091,0.064,,2,0,2,0,,0.045,2,0.536,0.64574,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1700,SP_0445,0.996,0.015,0.121,0.016,,59,1,58,0,,SP_0445,1.02,0.006,0.079,0.01,,59,0,59,0,,-0.024,116,1.278,0.20367,,"acetolactate synthase, large subunit, biosynthetic type",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
476,SP_0446,1.015,0.005,0.072,0.013,ilvH,31,0,31,0,,SP_0446,1.011,0.012,0.111,0.021,ilvH,29,0,29,0,,0.004,58,0.145,0.88558,,"acetolactate synthase, small subunit",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1010,SP_0447,1.008,0.005,0.07,0.01,,48,0,48,0,,SP_0447,1.005,0.009,0.097,0.014,,49,0,49,0,,0.003,95,0.178,0.85896,,ketol-acid reductoisomerase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
266,SP_0448,0.991,0.009,0.096,0.016,,36,0,36,0,,SP_0448,1.048,0.01,0.1,0.017,,36,0,36,0,,-0.057,70,2.453,0.01666,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
356,SP_0449,0.971,0.007,0.082,0.016,,28,0,28,0,,SP_0449,1.012,0.005,0.067,0.013,,27,0,27,0,,-0.041,53,1.998,0.05084,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1250,SP_0450,0.998,0.005,0.073,0.009,,74,0,74,0,,SP_0450,1.039,0.009,0.093,0.011,,75,0,75,0,,-0.041,147,2.987,0.0033,,threonine dehydratase,AMINO ACID METABOLSIM,NO-PHENOTYPE,FALSE
215,SP_0451,0.814,0.007,0.086,0.05,,3,0,3,0,,SP_0451,0.775,0.003,0.053,0.031,,3,0,3,0,,0.039,4,0.66,0.54556,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
740,SP_0452,0.975,0.004,0.064,0.026,,6,0,6,0,,SP_0452,0.987,0.02,0.141,0.058,,6,0,6,0,,-0.012,10,0.191,0.85204,,"amino acid ABC transporter, ATP-binding protein",TRANSPORT,VIVO,FALSE
1565,SP_0453,0.972,0.009,0.097,0.015,,43,1,42,0,,SP_0453,0.978,0.011,0.102,0.016,,43,0,43,0,,-0.006,84,0.284,0.77714,,"amino acid ABC transporter, amino acid-binding protein/permease protein",TRANSPORT,VIVO,FALSE
1892,SP_0454,1.003,0.004,0.064,0.007,,91,0,91,0,,SP_0454,1.036,0.008,0.087,0.009,,91,0,91,0,,-0.033,180,2.886,0.00437,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
170,SP_0455,0.937,0.003,0.052,0.021,,6,0,6,0,,SP_0455,1,0.002,0.048,0.02,,6,0,6,0,,-0.063,10,2.177,0.05451,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1124,SP_0456,0.953,0.013,0.115,0.044,,7,0,7,0,M,SP_0456,1.216,0.038,0.194,0.073,,7,0,7,0,M,-0.263,12,3.079,0.00956,,"transposase, IS116/IS110/IS902 family, degenerate",,REMOVE,FALSE
845,SP_0457,0.849,0.007,0.082,0.02,uppP,17,0,17,0,,SP_0457,0.863,0.013,0.114,0.028,uppP,17,0,17,0,,-0.014,32,0.426,0.67327,,bacitracin resistance protein,CELL WALL METABOLISM,CORE,FALSE
1034,SP_0458,1.016,0.012,0.11,0.022,,26,0,26,0,,SP_0458,1.03,0.016,0.125,0.024,,26,0,26,0,,-0.015,50,0.452,0.65347,,DNA polymerase IV,"DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
2324,SP_0459,1.029,0.004,0.066,0.01,,47,0,47,0,,SP_0459,1.004,0.01,0.098,0.014,,47,0,47,0,,0.025,92,1.446,0.15151,,formate acetyltransferase,CARBOHYDRATE METABOLISM,PHENOTYPED,FALSE
1268,SP_0460,1.008,0.005,0.073,0.01,,58,0,58,0,,SP_0460,1.036,0.009,0.096,0.012,,59,0,59,0,,-0.028,115,1.748,0.08319,,"IS1167, transposase",,REMOVE,FALSE
1529,SP_0461,1.004,0.003,0.059,0.006,,95,0,95,0,,SP_0461,1.048,0.008,0.089,0.009,,94,0,94,0,,-0.045,187,4.075,0.00007,,putative transcriptional regulator,REGULATOR,NO-PHENOTYPE,FALSE
2681,SP_0462,1.006,0.005,0.07,0.005,,162,0,162,0,,SP_0462,1.047,0.01,0.1,0.008,,162,0,162,0,,-0.041,322,4.312,0.00002,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,FALSE
1997,SP_0463,1.014,0.004,0.066,0.006,,123,0,123,0,,SP_0463,1.039,0.01,0.101,0.009,,123,1,122,0,,-0.024,244,2.239,0.02608,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,FALSE
1181,SP_0464,0.991,0.005,0.07,0.009,,55,0,55,0,,SP_0464,1.015,0.006,0.079,0.01,,56,0,56,0,,-0.025,109,1.741,0.08446,,cell wall surface anchor family protein,VARIOUS,NO-PHENOTYPE,FALSE
131,SP_0465,0.1,0.1,X,X,,,,,,,SP_0465,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
839,SP_0466,1.004,0.005,0.07,0.011,,38,0,38,0,,SP_0466,1.014,0.006,0.074,0.012,,38,0,38,0,,-0.011,74,0.644,0.52153,,putative sortase,VARIOUS,NO-PHENOTYPE,FALSE
785,SP_0467,1.015,0.004,0.061,0.017,,13,0,13,0,,SP_0467,1.012,0.013,0.113,0.031,,13,0,13,0,,0.003,24,0.082,0.93513,,putative sortase,VARIOUS,NO-PHENOTYPE,FALSE
851,SP_0468,0.983,0.008,0.091,0.021,,18,0,18,0,,SP_0468,0.974,0.018,0.133,0.031,,18,0,18,0,,0.008,34,0.217,0.82985,,putative sortase,VARIOUS,NO-PHENOTYPE,FALSE
1276,SP_0469,0.1,0.1,X,X,,,,,M,,SP_0469,0.1,0.1,X,X,,,,,M,,,,,,,"IS1167, transposase, interruption",,REMOVE,FALSE
149,SP_0470,0.986,0.005,0.072,0.042,,3,0,3,0,,SP_0470,0.939,0,0.015,0.009,,3,0,3,0,,0.047,4,1.092,0.33606,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
284,SP_0471,0.997,0.012,0.108,0.027,,16,0,16,0,,SP_0471,1.027,0.023,0.151,0.038,,16,0,16,0,,-0.03,30,0.646,0.52339,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
173,SP_0472,0.969,0.003,0.052,0.014,,13,0,13,0,,SP_0472,1.051,0.004,0.06,0.017,,13,0,13,0,,-0.082,24,3.719,0.00107,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1223,SP_0473,0.963,0.005,0.067,0.006,,123,0,123,0,,SP_0473,0.901,0.012,0.108,0.01,,121,0,121,0,,0.061,242,5.299,0,,putative regulator,REGULATOR,PHENOTYPED,FALSE
1322,SP_0474,1.016,0.006,0.075,0.007,,130,0,130,0,,SP_0474,1.048,0.009,0.096,0.008,,132,0,132,0,,-0.032,260,3.061,0.00244,,"PTS system, cellobiose-specific IIC component",TRANSPORT,NO-PHENOTYPE,FALSE
1940,SP_0475,1.01,0.005,0.072,0.005,,186,0,186,0,,SP_0475,1.039,0.009,0.093,0.007,,187,0,187,0,,-0.029,371,3.336,0.00093,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
344,SP_0476,1.016,0.002,0.047,0.011,,17,0,17,0,,SP_0476,1.052,0.007,0.084,0.02,,17,0,17,0,,-0.036,32,1.56,0.12862,,"PTS system, lactose-specific IIA component",TRANSPORT,NO-PHENOTYPE,FALSE
1412,SP_0477,1.01,0.005,0.073,0.006,,163,0,163,0,,SP_0477,1.046,0.008,0.092,0.007,,163,0,163,0,,-0.036,324,3.958,0.00009,,6-phospho-beta-galactosidase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1679,SP_0478,1.002,0.006,0.075,0.006,,166,0,166,0,,SP_0478,1.052,0.007,0.085,0.007,,167,0,167,0,,-0.051,331,5.781,0,,"PTS system, lactose-specific IIBC components",TRANSPORT,VIVO,FALSE
1439,SP_0479,1.009,0.004,0.064,0.007,,76,0,76,0,,SP_0479,0.986,0.006,0.078,0.009,,76,0,76,0,,0.023,150,1.987,0.04872,,"potassium uptake protein, Trk family",TRANSPORT,PHENOTYPED,FALSE
1349,SP_0480,0.988,0.005,0.072,0.008,trkA,74,0,74,0,,SP_0480,0.946,0.023,0.152,0.018,trkA,74,1,73,0,,0.043,146,2.184,0.03057,,"potassium uptake protein, Trk family",TRANSPORT,PHENOTYPED,FALSE
875,SP_0481,1.013,0.008,0.088,0.01,,81,0,81,0,,SP_0481,1.073,0.012,0.108,0.012,,82,0,82,0,,-0.06,161,3.861,0.00016,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
548,SP_0482,1.006,0.005,0.072,0.019,,15,0,15,0,,SP_0482,1.042,0.013,0.115,0.03,,15,0,15,0,,-0.035,28,1.006,0.32291,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1682,SP_0483,1,0.004,0.06,0.006,,86,0,86,0,,SP_0483,1.053,0.005,0.072,0.008,,86,0,86,0,,-0.053,170,5.243,0,,"ABC transporter, ATP-binding protein",TRANSPORT,VIVO,FALSE
830,SP_0484,1.006,0.004,0.061,0.007,,71,0,71,0,,SP_0484,1.048,0.006,0.078,0.009,,71,0,71,0,,-0.041,140,3.506,0.00061,,cobalt transport protein,TRANSPORT,NO-PHENOTYPE,FALSE
503,SP_0486,1.024,0.005,0.071,0.014,,24,0,24,0,,SP_0486,1.039,0.008,0.091,0.019,,24,0,24,0,,-0.016,46,0.677,0.50206,,"RNA methyltransferase, TrmH family",TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
218,SP_0487,1.026,0.008,0.09,0.024,,14,0,14,0,,SP_0487,1.094,0.006,0.075,0.021,,13,0,13,0,,-0.068,25,2.134,0.04287,,hypothetical protein,UNKNOWN,VIVO,FALSE
563,SP_0488,1.014,0.01,0.098,0.019,,28,0,28,0,,SP_0488,1.02,0.019,0.138,0.027,,26,0,26,0,,-0.006,52,0.177,0.86005,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
650,SP_0489,1.02,0.006,0.077,0.013,,33,0,33,0,,SP_0489,1.006,0.006,0.079,0.014,,32,0,32,0,,0.013,63,0.69,0.493,,PAP2 family protein,UNKNOWN,NO-PHENOTYPE,FALSE
389,SP_0490,0.995,0.004,0.06,0.012,,24,0,24,0,,SP_0490,1.019,0.006,0.079,0.016,,24,0,24,0,,-0.024,46,1.2,0.23641,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
155,SP_0491,1.003,0.003,0.053,0.012,,20,0,20,0,,SP_0491,1.039,0.008,0.088,0.02,,20,0,20,0,,-0.036,38,1.57,0.12465,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
323,SP_0492,1.03,0.001,0.039,0.014,,8,0,8,0,,SP_0492,1.088,0.003,0.052,0.018,,8,0,8,0,,-0.058,14,2.559,0.0227,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
602,SP_0493,0.759,0,0,0,,1,0,1,0,,SP_0493,0,0,0,0,,1,1,0,0,,0.759,0,,,,"putative DNA-directed RNA polymerase, delta subunit",NUCLEOTIDE METABOLSIM,ESSENTIAL,FALSE
1607,SP_0494,0.998,0.007,0.086,0.013,,45,0,45,0,,SP_0494,0.974,0.014,0.119,0.018,,43,0,43,0,,0.024,86,1.074,0.28562,,CTP synthase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
1346,SP_0495,0.1,0.1,X,X,,,,,,,SP_0495,0.1,0.1,X,X,,,,,,,,,,,,"IS1380-Spn1, transposase",,REMOVE,FALSE
1631,SP_0496,1.004,0.006,0.074,0.011,,46,0,46,0,,SP_0496,1.044,0.011,0.107,0.015,,48,0,48,0,,-0.04,92,2.113,0.03733,,Na/Pi cotransporter II-related protein,TRANSPORT,PHENOTYPED,FALSE
110,SP_0497,0.941,0.01,0.101,0.03,,11,0,11,0,,SP_0497,1.016,0.003,0.055,0.017,,11,0,11,0,,-0.075,20,2.166,0.04256,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
4979,SP_0498,1.008,0.005,0.067,0.004,,232,0,232,0,,SP_0498,1.032,0.019,0.137,0.009,,234,3,231,0,,-0.025,464,2.453,0.01454,,endo-beta-N-acetylglucosaminidase,VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1196,SP_0499,0.1,0.1,X,X,pgk,,,,,,SP_0499,0.1,0.1,X,X,pgk,,,,,,,,,,,phosphoglycerate kinase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
527,SP_0500,0.968,0.003,0.053,0.013,,18,0,18,0,,SP_0500,0.976,0.005,0.071,0.017,,18,0,18,0,,-0.009,34,0.408,0.68588,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
356,SP_0501,0.915,0.006,0.075,0.053,,2,0,2,0,,SP_0501,0.908,0,0.012,0.008,,2,0,2,0,,0.007,2,0.137,0.90388,,"transcriptional regulator, MerR family",REGULATOR,PHENOTYPED,FALSE
1346,SP_0502,0.293,0.099,0.315,0.072,,19,11,8,0,,SP_0502,0.167,0.083,0.288,0.063,,21,15,6,0,,0.126,38,1.314,0.19684,,"glutamine synthetase, type I",AMINO ACID METABOLSIM,CORE,FALSE
119,SP_0503,0.982,0.018,0.135,0.055,,6,0,6,0,,SP_0503,1.068,0.015,0.124,0.047,,7,0,7,0,,-0.085,11,1.181,0.26235,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
137,SP_0504,1.038,0.002,0.043,0.021,,4,0,4,0,,SP_0504,1.078,0.001,0.029,0.015,,4,0,4,0,,-0.04,6,1.56,0.16979,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1280,SP_0505,1.006,0.004,0.066,0.008,,73,0,73,0,,SP_0505,1.055,0.009,0.096,0.011,,74,0,74,0,,-0.049,145,3.587,0.00046,,"putative type I restriction-modification system, S subunit",VARIOUS,NO-PHENOTYPE,FALSE
797,SP_0506,1.035,0.004,0.06,0.014,,19,0,19,0,,SP_0506,1.076,0.007,0.081,0.019,,19,0,19,0,,-0.041,36,1.775,0.08443,,"integrase/recombinase, phage integrase family",,REMOVE,FALSE
539,SP_0507,0.98,0.004,0.063,0.011,,34,0,34,0,,SP_0507,1.038,0.009,0.095,0.016,,35,0,35,0,,-0.058,67,2.999,0.0038,,"putative type I restriction-modification system, S subunit",VARIOUS,PHENOTYPED,FALSE
1568,SP_0508,0.981,0.005,0.071,0.008,,70,0,70,0,,SP_0508,1.025,0.009,0.092,0.011,,72,0,72,0,,-0.045,140,3.233,0.00153,,"type I restriction-modification system, S subunit",VARIOUS,NO-PHENOTYPE,FALSE
1463,SP_0509,0.99,0.007,0.084,0.011,,64,0,64,0,,SP_0509,1.02,0.01,0.099,0.012,,64,0,64,0,,-0.031,126,1.886,0.06164,,"type I restriction-modification system, M subunit",VARIOUS,NO-PHENOTYPE,FALSE
2333,SP_0510,0.996,0.008,0.089,0.007,,152,0,152,0,,SP_0510,1.037,0.01,0.098,0.008,,149,0,149,0,,-0.041,299,3.821,0.00016,,"type I restriction-modification system, R subunit",VARIOUS,NO-PHENOTYPE,FALSE
128,SP_0511,1,0.001,0.037,0.026,,2,0,2,0,,SP_0511,1.035,0,0.014,0.01,,2,0,2,0,,,,,,,hypothetical protein,UNKNOWN,VIVO,FALSE
