Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Vanc,var-19F-Vanc,sd-19F-Vanc,se-19F-Vanc,Total-19F-Vanc,Blank-19F-Vanc,Not Blank-19F-Vanc,Blank Removed-19F-Vanc,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
726,SPT_0704,1.013,0.011,0.106,0.012,,78,0,78,0,,SPT_0704,0.968175861,0.029524393,0.171826637,0.024546662,49,0,49,0,0.045,125,1.632,0.10518,,ribosomal small subunit pseudouridine synthase A,FALSE
1842,SPT_0705,0.946,0.006,0.076,0.006,typA,138,0,138,0,,SPT_0705,0.874326479,0.036106209,0.190016338,0.019598689,94,0,94,0,0.072,230,3.49,0.00058,,GTP-binding protein TypA/BipA,FALSE
255,SPT_0706,0.899,0.014,0.118,0.017,,48,1,47,0,,SPT_0706,0.480005772,0.021734832,0.14742738,0.028372412,27,1,26,0,0.419,73,12.682,0,,hypothetical protein,FALSE
300,SPT_0707,1.016,0.007,0.083,0.012,,50,0,50,0,,SPT_0707,1.008708783,0.024103913,0.155254348,0.027445351,32,0,32,0,0.007,80,0.238,0.8122,,"bacteriocin, lactococcin 972 family",FALSE
2022,SPT_0708,1.001,0.007,0.082,0.004,,380,0,380,0,,SPT_0708,0.976571111,0.01054493,0.10268851,0.006642368,239,0,239,0,0.025,617,3.163,0.00164,,bacteriocin-associated integral membrane protein,FALSE
642,SPT_0709,1.001,0.007,0.082,0.009,,79,0,79,0,,SPT_0709,0.940613077,0.014167937,0.119029142,0.01754989,46,0,46,0,0.06,123,3.028,0.003,,ABC transporter ATP-binding protein - sodium transport,FALSE
1353,SPT_0710,,,,,murD,,,,,,SPT_0710,,,,,,,,,,,,,,UDP-N-acetylmuramoylalanine--D-glutamate ligase,FALSE
1059,SPT_0711,,,,,murG,,,,,,SPT_0711,,,,,,,,,,,,,,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,FALSE
1221,SPT_0712,1.023,0,0,0,,1,0,1,0,,SPT_0712,,,,,,,,,1.023,-1,#DIV/0!,#DIV/0!,,cell division protein DivIB,FALSE
702,SPT_0713,0.748,0.007,0.083,0.016,pyrF,27,0,27,0,,SPT_0713,0.67822043,0.02779703,0.166724414,0.038249204,19,0,19,0,0.069,44,1.671,0.10178,,orotidine 5'-phosphate decarboxylase,FALSE
633,SPT_0714,0.717,0.008,0.088,0.019,pyrE,21,0,21,0,,SPT_0714,0.778128361,0.008025929,0.089587551,0.023131406,15,0,15,0,-0.062,34,2.045,0.04863,,orotate phosphoribosyltransferase,FALSE
123,SPT_0715,0.979,0.008,0.087,0.013,,46,0,46,0,,SPT_0715,0.901865391,0.031878964,0.178546811,0.032067954,31,0,31,0,0.077,75,2.226,0.02905,,hypothetical protein,FALSE
765,SPT_0716,1.007,0.009,0.095,0.007,,173,0,173,0,,SPT_0716,0.958773895,0.020341126,0.14262232,0.013598505,110,1,109,0,0.048,281,3.099,0.00214,,hypothetical protein,FALSE
534,SPT_0717,1.004,0.008,0.09,0.007,,147,0,147,0,,SPT_0717,0.96425492,0.017086499,0.130715335,0.013554549,93,0,93,0,0.039,238,2.554,0.01127,,hypothetical protein,FALSE
705,SPT_0718,1.009,0.008,0.091,0.008,,145,0,145,0,,SPT_0718,0.96193991,0.015061796,0.122726508,0.012397249,98,0,98,0,0.047,241,3.257,0.00129,,hypothetical protein,FALSE
648,SPT_0719,1.027,0.007,0.083,0.008,,104,0,104,0,,SPT_0719,0.983992248,0.013459151,0.116013583,0.014616338,63,0,63,0,0.043,165,2.6,0.01016,,"ABC transporter, ATP-binding protein",FALSE
1130,SPT_0721,1.013,0.009,0.097,0.01,,87,0,87,0,,SPT_0721,0.984226567,0.010657429,0.103234825,0.013006365,63,0,63,0,0.029,148,1.72,0.08754,,pseudo,FALSE
986,SPT_0722,0.987,0.006,0.075,0.01,,58,0,58,0,,SPT_0722,1.001939573,0.015969137,0.126369051,0.020774944,37,0,37,0,-0.015,93,0.67,0.50454,,pseudo,FALSE
192,SPT_0723,1.03,0.004,0.066,0.015,,19,0,19,0,,SPT_0723,1.06179098,0.003099927,0.055676988,0.018558996,9,0,9,0,-0.031,26,1.303,0.20398,,ABC transporter membrane-spanning permease - glutamine transport,FALSE
1750,SPT_0724,0.994,0.001,0.03,0.017,,3,0,3,0,,SPT_0724,0.994222234,0.000809595,0.028453376,0.020119575,2,0,2,0,0,3,0.01,0.99281,,pseudo,FALSE
624,SPT_0726,1.014,0.01,0.099,0.019,,26,0,26,0,,SPT_0726,0.996322917,0.01608787,0.126837968,0.030762726,17,0,17,0,0.018,41,0.492,0.62508,,ABC transporter membrane-spanning permease - glutamine transport,FALSE
681,SPT_0727,1.008,0.01,0.1,0.013,,55,0,55,0,,SPT_0727,0.981877156,0.025665361,0.160204122,0.02747478,34,0,34,0,0.026,87,0.855,0.39497,,ABC transporter membrane-spanning permease - glutamine transport,FALSE
147,SPT_0728,1.244,0,0,0,,1,0,1,0,,SPT_0728,0.838011596,0,0,0,1,0,1,0,0.406,0,#DIV/0!,#DIV/0!,,hypothetical protein,FALSE
1491,SPT_0729,,,,,lysS,,,,,,SPT_0729,,,,,,,,,,,,,,lysyl-tRNA synthetase,FALSE
1347,SPT_0730,,,,,,,,,M,,SPT_0730,,,,,,,,M,,,,,,Spn1 transposase,FALSE
1137,SPT_0731,1.008,0.005,0.067,0.008,lctO,74,0,74,0,,SPT_0731,1.008895368,0.015624366,0.124997466,0.018429871,46,1,45,0,0,118,0.02,0.98388,,lactate oxidase,FALSE
669,SPT_0732,1.007,0.005,0.068,0.009,,56,0,56,0,,SPT_0732,0.995681176,0.00528912,0.072726337,0.012856321,32,0,32,0,0.012,86,0.747,0.45699,,"transcriptional regulator, putative",FALSE
783,SPT_0733,0.999,0.006,0.079,0.006,thiM,152,0,152,0,,SPT_0733,1.002965636,0.012848778,0.113352452,0.011629716,95,0,95,0,-0.004,245,0.293,0.76965,,hydroxyethylthiazole kinase,FALSE
630,SPT_0734,1.031,0.006,0.076,0.007,thiE1,135,0,135,0,,SPT_0734,1.014191763,0.014454013,0.120224843,0.012889456,87,0,87,0,0.016,220,1.13,0.25959,,thiamine-phosphate pyrophosphorylase,FALSE
561,SPT_0735,1.003,0.007,0.086,0.009,,96,0,96,0,,SPT_0735,0.990625878,0.034039249,0.184497288,0.022884072,65,0,65,0,0.012,159,0.488,0.62624,,"ABC-type cobalt transport system, permease component",FALSE
1386,SPT_0736,1.029,0.005,0.074,0.007,,124,0,124,0,,SPT_0736,1.011591545,0.014194104,0.119139013,0.014447727,68,0,68,0,0.018,190,1.106,0.26994,,ABC transporter ATP-binding protein - cobalt or other cation transport,FALSE
651,SPT_0737,1.019,0.006,0.08,0.009,,75,0,75,0,,SPT_0737,1.006634611,0.012564631,0.112092064,0.016898514,44,0,44,0,0.012,117,0.646,0.51923,,hypothetical protein,FALSE
693,SPT_0738,1.013,0.008,0.089,0.008,,112,0,112,0,,SPT_0738,1.010636048,0.013598069,0.11661076,0.013937652,70,1,69,0,0.002,180,0.137,0.89135,,tena/thi-4 family,FALSE
525,SPT_0739,1.012,0.006,0.079,0.008,thiW,94,0,94,0,,SPT_0739,1.0103178,0.013601379,0.116624951,0.015056216,60,0,60,0,0.002,152,0.099,0.92151,,ThiW protein,FALSE
804,SPT_0740,0.999,0.009,0.092,0.009,,96,0,96,0,,SPT_0740,1.005716442,0.010766372,0.103761127,0.012970141,64,0,64,0,-0.006,158,0.392,0.69544,,"hydroxyethylthiazole kinase, putative",FALSE
633,SPT_0741,1.016,0.008,0.091,0.011,thiE,66,0,66,0,,SPT_0741,1.010864975,0.006776138,0.082317299,0.012007212,47,0,47,0,0.005,111,0.334,0.73932,,thiamine-phosphate pyrophosphorylase,FALSE
792,SPT_0742,1.017,0.006,0.077,0.009,thiD,75,0,75,0,,SPT_0742,1.01182004,0.006009578,0.077521468,0.010963191,50,0,50,0,0.005,123,0.383,0.7023,,phosphomethylpyrimidine kinase,FALSE
396,SPT_0743,1.02,0.008,0.089,0.016,,30,0,30,0,,SPT_0743,1.011568331,0.005996127,0.07743466,0.019993543,15,0,15,0,0.008,43,0.312,0.7564,,"transcriptional repressor, putative",FALSE
372,SPT_0744,0.968,0.006,0.078,0.012,,43,0,43,0,,SPT_0744,0.933576356,0.008397452,0.091637611,0.017971614,26,0,26,0,0.034,67,1.596,0.11512,,hypothetical protein,FALSE
2244,SPT_0745,0.987,0.004,0.066,0.004,,225,0,225,0,,SPT_0745,0.960568146,0.00905473,0.095156345,0.007957373,143,0,143,0,0.026,366,2.854,0.00457,,cation-transporting ATPase PacS,FALSE
1776,SPT_0746,1.023,0.01,0.098,0.007,spxB,174,0,174,0,,SPT_0746,1.148362303,0.042521268,0.206206857,0.019063831,117,1,116,0,-0.125,289,6.104,0,,pyruvate oxidase,FALSE
348,SPT_0747,1.02,0.011,0.103,0.015,,47,1,46,0,,SPT_0747,1.098015179,0.01485269,0.121871612,0.023454203,27,0,27,0,-0.078,72,2.819,0.00622,,glyoxalase family protein,FALSE
654,SPT_0748,1.047,0.01,0.102,0.028,,13,0,13,0,M,SPT_0748,1.056091201,0.035034501,0.187175055,0.054032784,12,0,12,0,-0.009,23,0.141,0.88874,,transposase family protein,FALSE
267,SPT_0749,,,,,,,,,M,,SPT_0749,,,,,,,,M,,,,,,transposase,FALSE
243,SPT_0750,1.077,0,0,0,,1,0,1,0,,SPT_0750,,,,,,,,,,,,,,hypothetical protein,FALSE
297,SPT_0751,1.023,0.006,0.075,0.01,,54,0,54,0,,SPT_0751,1.119166167,0.011741472,0.108358075,0.01886272,33,0,33,0,-0.096,85,4.47,0.00002,,6-phospho-beta-glucosidase AscB,FALSE
945,SPT_0752,1.002,0.01,0.1,0.011,manA,90,0,90,0,,SPT_0752,1.021443237,0.01301651,0.114089922,0.015383882,55,0,55,0,-0.019,143,1.015,0.31174,,"mannose-6-phosphate isomerase, class I",FALSE
1332,SPT_0753,1.014,0.01,0.1,0.008,,139,0,139,0,,SPT_0753,1.017900031,0.015441455,0.124263652,0.013478285,85,0,85,0,-0.004,222,0.267,0.79009,,sodium-dependent transporter,FALSE
981,SPT_0754,1.025,0.006,0.079,0.008,,105,0,105,0,,SPT_0754,1.021582295,0.0089152,0.094420337,0.012089285,61,0,61,0,0.003,164,0.232,0.81673,,pseudo,FALSE
590,SPT_0755,1.001,0.003,0.059,0.008,,51,0,51,0,,SPT_0755,0.997200602,0.010417648,0.102066878,0.018634777,30,0,30,0,0.004,79,0.193,0.84738,,pseudo,FALSE
1176,SPT_0756,1.034,0.009,0.094,0.009,,108,0,108,0,,SPT_0756,1.045619295,0.017198863,0.131144437,0.015787935,69,0,69,0,-0.012,175,0.633,0.5277,,hypothetical protein,FALSE
846,SPT_0757,1.005,0.01,0.1,0.013,,55,0,55,0,,SPT_0757,0.928481669,0.018723385,0.13683342,0.02498225,30,0,30,0,0.076,83,2.684,0.00878,,hypothetical protein,FALSE
558,SPT_0758,0.967,0.017,0.129,0.023,,31,0,31,0,,SPT_0758,0.892030192,0.04514416,0.21247155,0.05153192,17,1,16,0,0.075,46,1.335,0.1884,,TetR family transcriptional regulator,FALSE
468,SPT_0759,0.987,0.005,0.069,0.009,,66,0,66,0,,SPT_0759,0.958725628,0.01427264,0.119468153,0.017809261,45,0,45,0,0.028,109,1.437,0.15365,,ComE operon protein 2,FALSE
651,SPT_0760,1.016,0.007,0.086,0.011,upp,58,0,58,0,,SPT_0760,1.06234591,0.010987115,0.104819439,0.017003958,38,0,38,0,-0.047,94,2.295,0.02395,,uracil phosphoribosyltransferase,FALSE
591,SPT_0761,0.135,0.027,0.164,0.095,clpP,3,2,1,0,,SPT_0761,0.572435044,0.003123124,0.055884918,0.027942459,4,0,4,0,-0.437,5,4.437,0.00678,,Clp protease,FALSE
249,SPT_0762,1.035,0.006,0.076,0.01,,55,0,55,0,,SPT_0762,1.016586863,0.014335818,0.119732278,0.01995538,36,0,36,0,0.018,89,0.813,0.4182,,hypothetical protein,FALSE
1161,SPT_0763,1.046,0.011,0.103,0.009,,132,0,132,0,,SPT_0763,1.056864381,0.015073984,0.122776156,0.013239293,86,0,86,0,-0.011,216,0.664,0.50769,,ABC transporter substrate-binding protein - branched chain amino acid transport,FALSE
870,SPT_0764,1.03,0.006,0.076,0.007,,120,0,120,0,,SPT_0764,1.028400456,0.008772183,0.09365993,0.01067354,77,0,77,0,0.001,195,0.103,0.91846,,"branched-chain amino acid ABC transporter, permease protein",FALSE
957,SPT_0765,1.028,0.006,0.077,0.006,,159,0,159,0,,SPT_0765,1.000135029,0.012197175,0.110440823,0.011271819,96,0,96,0,0.028,253,2.187,0.02965,,"branched-chain amino acid ABC transporter, permease protein",FALSE
765,SPT_0766,1.029,0.007,0.087,0.01,,78,0,78,0,,SPT_0766,0.982102992,0.015661863,0.125147364,0.01769851,50,0,50,0,0.047,126,2.309,0.02258,,high-affinity branched-chain amino acid transport ATP-binding proteinlivG (LIV-I protein G),FALSE
711,SPT_0767,1.032,0.007,0.081,0.011,,52,0,52,0,,SPT_0767,1.023884543,0.015304586,0.123711704,0.022219278,31,0,31,0,0.008,81,0.333,0.74026,,high-affinity branched-chain amino acid transport ATP-binding proteinlivF (LIV-I protein F),FALSE
657,SPT_0768,1.017,0.009,0.097,0.009,,105,0,105,0,,SPT_0768,0.972826381,0.014457944,0.120241189,0.014581386,68,0,68,0,0.044,171,2.528,0.01237,,AcuB family protein,FALSE
990,SPT_0769,,,,,prfB,,,,,,SPT_0769,,,,,,,,,,,,,,peptide chain release factor 2,FALSE
693,SPT_0770,,,,,ftsE,,,,,,SPT_0770,,,,,,,,,,,,,,cell division ATP-binding protein FtsE,FALSE
927,SPT_0771,0.878,0,0,0,,1,0,1,0,,SPT_0771,1.299263933,0,0,0,1,0,1,0,,,,,,"cell division ABC transporter, permease protein FtsX",FALSE
2181,SPT_0772,1.009,0.008,0.087,0.005,,290,0,290,0,,SPT_0772,0.960996671,0.01562329,0.124993158,0.009164943,186,0,186,0,0.048,474,4.616,0.00001,,"PTS system, IIABC components",FALSE
816,SPT_0773,1.04,0.007,0.085,0.008,,111,0,111,0,,SPT_0773,1.023982397,0.012415578,0.111425214,0.013041335,73,0,73,0,0.016,182,1.058,0.29162,,metal-dependent hydrolase,FALSE
1344,SPT_0774,,,,,,,,,,,SPT_0774,,,,,,,,,,,,,,DEAD-box ATP dependent DNA helicase,FALSE
1191,SPT_0775,,,,,metK,,,,,,SPT_0775,,,,,,,,,,,,,,S-adenosylmethionine synthetase,FALSE
165,SPT_0776,0.995,0.007,0.085,0.017,,26,0,26,0,,SPT_0776,0.919299618,0.03380906,0.183872402,0.045968101,16,0,16,0,0.076,40,1.547,0.12964,,hypothetical protein,FALSE
936,SPT_0777,1.009,0.005,0.074,0.008,,95,0,95,0,,SPT_0777,1.004650138,0.013177495,0.114793271,0.014944811,59,0,59,0,0.004,152,0.241,0.80964,,dihydroorotate dehydrogenase (dihydroorotate oxidase)(dhodehase) (dhodase) (dhod),FALSE
1038,SPT_0778,,,,,holA,,,,,,SPT_0778,,,,,,,,,,,,,,"DNA polymerase III, delta subunit",FALSE
606,SPT_0779,0.964,0.008,0.088,0.014,,39,0,39,0,,SPT_0779,0.904014964,0.016260068,0.127514971,0.025007743,26,0,26,0,0.06,63,2.08,0.04161,,"superoxide dismutase, manganese-dependent",FALSE
531,SPT_0780,1.02,0.005,0.069,0.009,,54,0,54,0,,SPT_0780,0.878626947,0.037015472,0.192394055,0.032520531,35,1,34,0,0.141,87,4.163,0.00007,,transcriptional regulator,FALSE
903,SPT_0781,1.004,0.008,0.089,0.008,,116,0,116,0,,SPT_0781,0.883463115,0.036103693,0.190009719,0.022550005,71,0,71,0,0.121,185,5.031,0,,"radical SAM enzyme, Cfr family",FALSE
483,SPT_0782,0.956,0.006,0.081,0.013,,36,0,36,0,,SPT_0782,0.750596039,0.008835013,0.093994751,0.020039748,22,0,22,0,0.205,56,8.5,0,,VanZF-related protein,FALSE
1542,SPT_0783,1,0.007,0.082,0.007,,144,0,144,0,,SPT_0783,0.871116885,0.026462286,0.162672326,0.017855608,83,1,82,0,0.129,225,6.744,0,,"ABC transporter, ATP-binding protein",FALSE
804,SPT_0784,0.947,0.009,0.093,0.01,,94,1,93,0,,SPT_0784,0.602816112,0.054846066,0.234192371,0.032168796,53,5,48,0,0.344,145,10.261,0,,"peptidyl-prolyl cis-trans isomerase, cyclophilin-type",FALSE
213,SPT_0785,1.008,0.007,0.083,0.013,,40,0,40,0,,SPT_0785,1.000912289,0.008164069,0.090355239,0.017075535,28,0,28,0,0.007,66,0.343,0.73259,,hypothetical protein,FALSE
201,SPT_0786,0.981,0.003,0.055,0.013,,17,0,17,0,,SPT_0786,0.987861441,0.003990644,0.063171547,0.019046938,11,0,11,0,-0.007,26,0.285,0.77785,,hypothetical protein,FALSE
273,SPT_0787,,,,,rpsP,,,,,,SPT_0787,,,,,,,,,,,,,,ribosomal protein S16,FALSE
240,SPT_0788,0.896,0.008,0.09,0.029,,10,0,10,0,,SPT_0788,0.894320574,0.012825551,0.113249949,0.042804457,7,0,7,0,0.001,15,0.026,0.97968,,KH domain-containing protein,FALSE
1347,SPT_0789,,,,,,,,,M,,SPT_0789,,,,,,,,M,,,,,,Spn1 transposase,FALSE
351,SPT_0792,,,,,,,,,M,,SPT_0792,,,,,,,,M,,,,,,transposase family protein,FALSE
1410,SPT_0794,1.008,0.007,0.082,0.008,,110,0,110,0,,SPT_0794,1.000222941,0.011118284,0.105443273,0.012341202,73,0,73,0,0.007,181,0.504,0.61514,,pseudo,FALSE
978,SPT_0795,1.006,0.011,0.103,0.011,,95,0,95,0,,SPT_0795,0.936542447,0.019186407,0.138515006,0.017591423,62,0,62,0,0.07,155,3.407,0.00084,,Gfo/Idh/MocA family oxidoreductase,FALSE
378,SPT_0796,1.005,0.01,0.1,0.013,,59,0,59,0,,SPT_0796,1.003573042,0.020088547,0.141734073,0.022695615,39,0,39,0,0.002,96,0.06,0.952,,hypothetical protein,FALSE
843,SPT_0798,1.019,0.009,0.094,0.011,,70,0,70,0,,SPT_0798,0.887542733,0.015592182,0.124868657,0.018410879,46,0,46,0,0.132,114,6.09,0,,"2,5-diketo-d-gluconic acid reductase a (2,5-dkgreductase a) (2,5-dkgr a) (25dkgr-a) (akr5c)",FALSE
762,SPT_0799,0.982,0.01,0.098,0.009,,112,0,112,0,,SPT_0799,0.949189897,0.01439099,0.119962451,0.014655746,67,0,67,0,0.032,177,1.866,0.06374,,hypothetical protein,FALSE
918,SPT_0800,,,,,glyQ,,,,,,SPT_0800,,,,,,,,,,,,,,glycyl-tRNA synthetase alpha chain (Glycine--tRNA ligasealpha chain) (GlyRS),FALSE
2037,SPT_0801,,,,,glyS,,,,,,SPT_0801,,,,,,,,,,,,,,glycyl-tRNA synthetase subunit beta,FALSE
258,SPT_0802,0.927,0.015,0.121,0.031,,15,0,15,0,,SPT_0802,0.905687401,0.021966001,0.148209316,0.046867901,10,0,10,0,0.021,23,0.373,0.71233,,hypothetical protein,FALSE
1245,SPT_0803,1.014,0.009,0.094,0.007,,167,0,167,0,,SPT_0803,1.008510968,0.014334525,0.119726878,0.01179704,103,0,103,0,0.006,268,0.408,0.68339,,"oxidoreductase, putative",FALSE
606,SPT_0804,1.001,0.008,0.088,0.012,,58,0,58,0,,SPT_0804,0.987812209,0.010893774,0.104373243,0.016713095,39,0,39,0,0.013,95,0.661,0.51024,,"oxidoreductase, putative",FALSE
924,SPT_0805,1.019,0.003,0.058,0.007,,73,0,73,0,,SPT_0805,1.001543511,0.006212831,0.078821511,0.012162423,42,0,42,0,0.018,113,1.259,0.21063,,"thiamine biosynthesis protein ApbE, putative",FALSE
1380,SPT_0806,1.012,0.008,0.087,0.008,,123,0,123,0,,SPT_0806,1.030581248,0.01354066,0.116364344,0.012850292,82,0,82,0,-0.018,203,1.227,0.22125,,NADH oxidase,FALSE
876,SPT_0807,1.027,0.004,0.067,0.008,,72,0,72,0,,SPT_0807,1.004310166,0.007013733,0.083748032,0.012625491,44,0,44,0,0.023,114,1.533,0.12805,,pyridoxine biosynthesis protein,FALSE
582,SPT_0808,1.028,0.006,0.075,0.01,,55,0,55,0,,SPT_0808,1.037147887,0.005740924,0.075768883,0.01318967,33,0,33,0,-0.009,86,0.545,0.58719,,SNO glutamine amidotransferase family superfamily,FALSE
648,SPT_0809,0.781,0.013,0.113,0.014,,70,0,70,0,,SPT_0809,0.541498124,0.0373491,0.193259152,0.027894556,48,3,45,0,0.24,116,7.724,0,,hemolysin,FALSE
447,SPT_0810,0.989,0.008,0.087,0.01,,74,0,74,0,,SPT_0810,0.836274683,0.022275999,0.149251462,0.021770563,47,0,47,0,0.153,119,6.35,0,,hypothetical protein,FALSE
495,SPT_0811,1.02,0.012,0.111,0.014,,65,0,65,0,,SPT_0811,0.914510292,0.027710352,0.166464266,0.025997351,41,0,41,0,0.106,104,3.588,0.00051,,"acetyltransferase, gnat family",FALSE
531,SPT_0812,1.013,0.008,0.088,0.011,,66,0,66,0,,SPT_0812,0.946056624,0.011771964,0.108498683,0.016174029,45,0,45,0,0.067,109,3.44,0.00083,,O6-methylguanine-DNA methyltransferase,FALSE
357,SPT_0813,1.021,0.005,0.072,0.012,,35,0,35,0,,SPT_0813,0.962102746,0.012949302,0.113794999,0.026106363,19,0,19,0,0.059,52,2.037,0.04672,,arsenate reductase,FALSE
801,SPT_0814,1.021,0,0,0,,1,0,1,0,,SPT_0814,,,,,,,,,,,,,,ABC transporter membrane-spanning permease - aspartate/glutamate transport,FALSE
744,SPT_0815,,,,,,,,,,,SPT_0815,,,,,,,,,,,,,,L-cystine import ATP-binding protein TcyN,FALSE
225,SPT_0816,0.547,0.119,0.345,0.154,,5,1,4,0,,SPT_0816,0,0,0,0,5,5,0,0,0.547,8,3.543,0.00759,,hypothetical protein,FALSE
912,SPT_0817,,,,,trxB,,,,,,SPT_0817,,,,,,,,,,,,,,thioredoxin-disulfide reductase,FALSE
729,SPT_0818,0.974,0.009,0.093,0.01,,84,0,84,0,,SPT_0818,1.028967218,0.010728862,0.103580218,0.013841489,56,0,56,0,-0.055,138,3.186,0.00179,,"RNA methyltransferase, TrmH family, group 3",FALSE
612,SPT_0819,1.03,0.002,0.046,0.019,def,6,0,6,0,,SPT_0819,1.037856214,0.001988271,0.044590035,0.01994127,5,0,5,0,-0.007,9,0.27,0.79331,,peptide deformylase,FALSE
114,SPT_0820,1.008,0.004,0.066,0.018,,14,0,14,0,,SPT_0820,1.039035531,0.032933869,0.181476909,0.060492303,9,0,9,0,-0.031,21,0.493,0.6271,,hypothetical protein,FALSE
1370,SPT_0822,1.016,0.006,0.075,0.006,,149,0,149,0,,SPT_0822,1.005702937,0.010292787,0.101453376,0.010635204,91,0,91,0,0.011,238,0.863,0.38874,,pseudo,FALSE
828,SPT_0823,1.011,0.005,0.069,0.01,,46,0,46,0,,SPT_0823,1.008458223,0.00801203,0.089509946,0.015823272,32,0,32,0,0.002,76,0.121,0.90436,,Cof family protein,FALSE
636,SPT_0824,1.016,0.009,0.095,0.01,,88,0,88,0,,SPT_0824,1.008231724,0.014066995,0.118604362,0.015849175,56,0,56,0,0.007,142,0.388,0.69879,,"platelet activating factor, putative",FALSE
726,SPT_0825,1.027,0.008,0.09,0.009,,97,0,97,0,,SPT_0825,1.063169117,0.015267409,0.123561356,0.016086318,59,0,59,0,-0.036,154,1.943,0.05385,,C3-degrading proteinase,FALSE
936,SPT_0826,1.001,0.009,0.095,0.009,,118,1,117,0,,SPT_0826,0.971998458,0.013875052,0.11779241,0.013601496,75,1,74,0,0.029,191,1.799,0.07366,,beta-lactamase,FALSE
897,SPT_0827,1.011,0.007,0.085,0.009,,95,0,95,0,,SPT_0827,0.971479152,0.012893679,0.113550337,0.01490989,58,0,58,0,0.039,151,2.288,0.02351,,membrane protein,FALSE
1563,SPT_0829,0.558,0.041,0.202,0.029,guaA,50,5,45,0,,SPT_0829,0.663034309,0.035914862,0.189512169,0.029596828,41,2,39,0,-0.105,89,2.556,0.01229,,GMP synthase,FALSE
,SPT_0832,,,,,,,,,,,SPT_0832,,,,,,,,,,,,,,,FALSE
147,SPT_0833,1.06,0.008,0.088,0.02,,20,0,20,0,,SPT_0833,1.022301645,0.013843817,0.117659751,0.031445891,14,0,14,0,0.038,32,1.017,0.31673,,hypothetical protein,FALSE
993,SPT_0834,0.993,0.009,0.092,0.007,,173,0,173,0,,SPT_0834,0.974315398,0.013740794,0.117221134,0.011126138,111,0,111,0,0.019,282,1.448,0.14864,,"transcriptional regulator, AraC family",FALSE
1755,SPT_0835,0.999,0.01,0.099,0.005,,344,0,344,0,,SPT_0835,1.00238878,0.014143703,0.1189273,0.008129703,214,0,214,0,-0.003,556,0.298,0.76552,,"ABC transporter, ATP-binding/permease protein",FALSE
1722,SPT_0836,1.003,0.009,0.097,0.006,,277,0,277,0,,SPT_0836,0.986007613,0.014780425,0.12157477,0.009379697,168,0,168,0,0.017,443,1.511,0.13146,,"ABC transporter, ATP-binding protein",FALSE
585,SPT_0837,1,0.007,0.084,0.007,,156,0,156,0,,SPT_0837,0.985260658,0.010526517,0.102598818,0.010311569,99,0,99,0,0.015,253,1.19,0.23521,,hypothetical protein,FALSE
696,SPT_0838,1.004,0.005,0.069,0.005,,165,0,165,0,,SPT_0838,1.002974859,0.006250119,0.079057692,0.007905769,100,0,100,0,0.001,263,0.144,0.88542,,hypothetical protein,FALSE
1365,SPT_0839,1.014,0.01,0.099,0.007,,217,0,217,0,,SPT_0839,0.986218181,0.015676013,0.125203887,0.010736145,136,0,136,0,0.028,351,2.208,0.0279,,"ABC transporter, ATP-binding protein",FALSE
882,SPT_0842,1.016,0.007,0.084,0.012,,48,0,48,0,,SPT_0842,0.998401736,0.008008,0.089487427,0.016072416,31,0,31,0,0.018,77,0.891,0.37568,,pseudo,FALSE
1191,SPT_0843,1.01,0.009,0.096,0.006,,231,0,231,0,,SPT_0843,0.986479759,0.01205392,0.109790348,0.009117592,145,0,145,0,0.023,374,2.109,0.03557,,"type II DNA modification methyltransferase, putative",FALSE
726,SPT_0845,1.005,0.006,0.078,0.007,,120,0,120,0,,SPT_0845,0.979846722,0.019373104,0.139187299,0.016518493,71,0,71,0,0.025,189,1.376,0.17038,,pseudo,FALSE
1287,SPT_0846,1.007,0.012,0.111,0.011,,102,0,102,0,,SPT_0846,1.018351849,0.012557618,0.112060776,0.013793728,66,0,66,0,-0.011,166,0.617,0.53804,,"peptidase, U32 family protein",FALSE
150,SPT_0847,1.005,0.013,0.115,0.03,,15,0,15,0,,SPT_0847,0.932372211,0.006720842,0.081980743,0.036662903,5,0,5,0,0.072,18,1.533,0.14271,,hypothetical protein,FALSE
726,SPT_0848,1.008,0.022,0.148,0.032,,21,0,21,0,,SPT_0848,0.981485723,0.01803165,0.13428198,0.033570495,16,0,16,0,0.027,35,0.572,0.57116,,"peptidase, U32 family",FALSE
723,SPT_0849,1.018,0.006,0.079,0.008,,105,0,105,0,,SPT_0849,1.000863798,0.012663973,0.112534321,0.013646791,68,0,68,0,0.018,171,1.117,0.26535,,"ABC transporter, ATP-binding protein",FALSE
729,SPT_0850,1.013,0.007,0.082,0.006,,196,0,196,0,,SPT_0850,1.011860963,0.009398564,0.09694619,0.008406301,133,0,133,0,0.001,327,0.115,0.90849,,hypothetical protein,FALSE
210,SPT_0851,1.037,0.007,0.081,0.023,,12,0,12,0,,SPT_0851,1.011575796,0.045337253,0.212925464,0.07528052,8,1,7,0,0.025,18,0.321,0.75185,,"transcriptional repressor, putative",FALSE
