Pos size,Gene,mean-2394-Gluc,var-2394-Gluc,sd-2394-Gluc,se-2394-Gluc,gene,Total-2394-Gluc,Blank-2394-Gluc,Not Blank-2394-Gluc,Blank Removed-2394-Gluc,M,locus-2394,mean.2394.Levo,var-2394-Levo,sd-2394-Levo,se-2394-Levo,gene,Total-2394-Levo,Blank-2394-Levo,Not Blank-2394-Levo,Blank Removed-2394-Levo,M,Value,Df,TDIST,p-value,Significance,Common Name,TIMS-CATEGORY,What to do/What they are,Sig
164,SP_0535,1.013,0.002,0.044,0.011,,15,0,15,0,,SP_0535,1.07,0.029,0.169,0.041,,17,0,17,0,,-0.057,30,1.335,0.1918,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
404,SP_0536,0.991,0.007,0.083,0.017,,25,0,25,0,,SP_0536,0.994,0.003,0.051,0.01,,25,0,25,0,,-0.004,48,0.2,0.84235,,immunity protein BlpL,VARIOUS,NO-PHENOTYPE,FALSE
389,SP_0537,0.1,0.1,X,X,,,,,,,SP_0537,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfA",,REMOVE,FALSE
389,SP_0538,0.1,0.1,X,X,,,,,,,SP_0538,0.1,0.1,X,X,,,,,,,,,,,,"IS1381, transposase OrfB",,REMOVE,FALSE
254,SP_0539,1.02,0.005,0.073,0.019,,15,0,15,0,,SP_0539,1.002,0.002,0.048,0.012,,15,0,15,0,,0.019,28,0.831,0.4132,,bacteriocin BlpM,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
203,SP_0540,0.967,0.007,0.084,0.02,,18,0,18,0,,SP_0540,0.986,0.005,0.069,0.016,,18,0,18,0,,-0.019,34,0.739,0.4647,,BlpN protein,CELL WALL METABOLISM,NO-PHENOTYPE,FALSE
149,SP_0541,1.003,0.004,0.066,0.029,,5,0,5,0,,SP_0541,1.066,0.001,0.035,0.015,,5,0,5,0,,-0.063,8,1.904,0.09332,,bacteriocin BlpO,CELL WALL METABOLISM,VIVO,FALSE
119,SP_0542,0.982,0.003,0.056,0.018,,10,0,10,0,,SP_0542,0.956,0.003,0.054,0.017,,10,0,10,0,,0.027,18,1.079,0.29498,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
167,SP_0543,1,0.005,0.072,0.016,,21,0,21,0,,SP_0543,0.995,0.015,0.123,0.027,,21,0,21,0,,0.006,40,0.181,0.85704,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
398,SP_0544,0.998,0.005,0.073,0.016,,20,0,20,0,,SP_0544,0.966,0.005,0.072,0.016,,20,0,20,0,,0.032,38,1.388,0.17316,,immunity protein BlpX,VARIOUS,NO-PHENOTYPE,FALSE
689,SP_0545,0.992,0.003,0.057,0.008,,56,0,56,0,,SP_0545,1.031,0.013,0.112,0.015,,56,0,56,0,,-0.039,110,2.31,0.02275,,immunity protein BlpY,VARIOUS,VIVO,FALSE
233,SP_0546,1.011,0.009,0.092,0.015,,36,0,36,0,,SP_0546,1.009,0.006,0.08,0.014,,32,0,32,0,,0.001,66,0.06,0.95256,,"BlpZ protein, fusion",UNKNOWN,NO-PHENOTYPE,FALSE
611,SP_0547,0.991,0.006,0.077,0.012,,41,0,41,0,,SP_0547,1.016,0.008,0.091,0.014,,40,0,40,0,,-0.025,79,1.313,0.19303,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
122,SP_0548,0.803,0.083,0.289,0.167,,3,1,2,0,,SP_0548,0.43,0.029,0.171,0.099,,3,1,2,0,,0.373,4,1.927,0.12626,,hypothetical protein,UNKNOWN,VIVO,FALSE
731,SP_0549,0.43,0.064,0.254,0.104,,6,2,4,0,,SP_0549,0.06,0.011,0.106,0.038,,8,6,2,0,,0.37,12,3.361,0.00567,,conserved hypothetical protein,UNKNOWN,CORE,FALSE
479,SP_0552,0.882,0.004,0.063,0.028,,5,0,5,0,,SP_0552,1.088,0.006,0.074,0.033,,5,0,5,0,,-0.206,8,4.725,0.00149,,SP14.3 protein,UNKNOWN,CORE,FALSE
1136,SP_0553,0.1,0.1,X,X,nusA,,,,,,SP_0553,0.1,0.1,X,X,nusA,,,,,,,,,,,N utilization substance protein A,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
293,SP_0554,0.1,0.1,X,X,,,,,,,SP_0554,0.1,0.1,X,X,,,,,,,,,,,,conserved hypothetical protein,UNKNOWN,ESSENTIAL,FALSE
299,SP_0555,0.1,0.1,X,X,,,,,,,SP_0555,0.1,0.1,X,X,,,,,,,,,,,,ribosomal protein L7A family,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
2876,SP_0556,0.1,0.1,X,X,infB,,,,,,SP_0556,0.1,0.1,X,X,infB,,,,,,,,,,,translation initiation factor IF-2,TRANSCRIPTION AND TRANSLATION,ESSENTIAL,FALSE
350,SP_0557,0.475,0.076,0.275,0.138,rbfA,4,1,3,0,,SP_0557,0.691,0.002,0.048,0.024,rbfA,4,0,4,0,,-0.216,6,1.542,0.17404,,ribosome-binding factor A,TRANSCRIPTION AND TRANSLATION,CORE,FALSE
815,SP_0558,0.998,0.003,0.059,0.009,,44,0,44,0,,SP_0558,0.949,0.017,0.132,0.02,,44,0,44,0,,0.049,86,2.261,0.0263,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
182,SP_0559,0.887,0.004,0.061,0.043,,2,0,2,0,,SP_0559,0.888,0.001,0.033,0.024,,2,0,2,0,,-0.001,2,0.029,0.97925,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
233,SP_0560,0.966,0.011,0.107,0.044,,6,0,6,0,,SP_0560,1.051,0.031,0.177,0.072,,6,0,6,0,,-0.085,10,1.011,0.33595,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
245,SP_0561,1.014,0.004,0.063,0.021,,9,0,9,0,,SP_0561,1.06,0.03,0.173,0.055,,10,0,10,0,,-0.046,17,0.791,0.43978,,conserved domain protein,UNKNOWN,VIVO,FALSE
1334,SP_0562,0.911,0.007,0.081,0.016,,27,0,27,0,,SP_0562,1.024,0.009,0.092,0.017,,29,0,29,0,,-0.113,54,4.884,0.00001,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
395,SP_0564,0.983,0.003,0.052,0.017,,9,0,9,0,,SP_0564,1.074,0.033,0.182,0.055,,11,0,11,0,,-0.09,18,1.57,0.13372,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
449,SP_0565,0.969,0.005,0.067,0.022,,9,0,9,0,,SP_0565,0.958,0.006,0.076,0.025,,9,0,9,0,,0.011,16,0.321,0.75218,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
560,SP_0566,0.958,0.003,0.054,0.014,,16,0,16,0,,SP_0566,0.94,0.003,0.058,0.015,,16,0,16,0,,0.018,30,0.896,0.37751,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
593,SP_0567,0.943,0.01,0.099,0.019,,27,0,27,0,,SP_0567,0.955,0.006,0.076,0.015,,26,0,26,0,,-0.012,51,0.507,0.61446,,conserved domain protein,UNKNOWN,NO-PHENOTYPE,FALSE
2651,SP_0568,0.1,0.1,X,X,valS,,,,,,SP_0568,0.1,0.1,X,X,valS,,,,,,,,,,,valyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
164,SP_0569,0.928,0.001,0.027,0.019,,2,0,2,0,,SP_0569,0.979,0,0.007,0.005,,2,0,2,0,,-0.051,2,2.552,0.12532,,"type II DNA modification methyltransferase, truncation",,VIVO,FALSE
1604,SP_0570,0.962,0.021,0.146,0.018,,69,3,66,0,,SP_0570,1.026,0.035,0.186,0.022,,72,3,69,0,,-0.063,139,2.257,0.02554,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
803,SP_0571,0.996,0.003,0.052,0.018,,8,0,8,0,,SP_0571,0.967,0.004,0.062,0.022,,8,0,8,0,,0.028,14,0.996,0.33596,,cell filamentation protein Fic-related protein,CELL DIVISION,NO-PHENOTYPE,FALSE
1200,SP_0572,0.992,0,0,0,,1,0,1,0,M,SP_0572,1.446,0.006,0.081,0.057,,2,0,2,0,M,,,,,,"IS1167, transposase, degenerate",,REMOVE,FALSE
161,SP_0573,0.997,0.004,0.066,0.025,,7,0,7,0,,SP_0573,0.9,0.015,0.121,0.046,,7,0,7,0,,0.097,12,1.854,0.08848,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
830,SP_0574,0.977,0.006,0.077,0.016,,23,0,23,0,,SP_0574,0.942,0.006,0.075,0.016,,23,0,23,0,,0.035,44,1.562,0.12552,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1646,SP_0575,1.027,0.006,0.077,0.007,,125,0,125,0,,SP_0575,1.001,0.009,0.092,0.008,,124,0,124,0,,0.026,247,2.457,0.01471,,putative helicase,"DNA REPLICATION, REPAIR AND RECOMBINATION",NO-PHENOTYPE,FALSE
839,SP_0576,1.012,0.008,0.088,0.008,,136,0,136,0,,SP_0576,1.05,0.012,0.108,0.009,,136,0,136,0,,-0.038,270,3.169,0.0017,,transcription antiterminator Lict,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
1838,SP_0577,1.003,0.005,0.068,0.005,,198,0,198,0,,SP_0577,1.032,0.011,0.103,0.007,,200,0,200,0,,-0.029,396,3.277,0.00114,,"PTS system, beta-glucosides-specific IIABC components",TRANSPORT,NO-PHENOTYPE,FALSE
1415,SP_0578,0.996,0.008,0.088,0.007,,173,0,173,0,,SP_0578,1.028,0.008,0.09,0.007,,170,0,170,0,,-0.033,341,3.41,0.00073,,6-phospho-beta-glucosidase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
1046,SP_0579,0.1,0.1,X,X,pheS,,,,,,SP_0579,0.1,0.1,X,X,pheS,,,,,,,,,,,"phenylalanyl-tRNA synthetase, alpha subunit",AMINO ACID METABOLSIM,PHENOTYPED,FALSE
509,SP_0580,0.891,0.011,0.103,0.022,,21,0,21,0,,SP_0580,0.982,0.007,0.082,0.018,,21,0,21,0,,-0.091,40,3.175,0.00288,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,CORE,FALSE
2405,SP_0581,0.1,0.1,X,X,pheT,,,,,,SP_0581,0.1,0.1,X,X,pheT,,,,,,,,,,,"phenylalanyl-tRNA synthetase, beta subunit",AMINO ACID METABOLSIM,ESSENTIAL,FALSE
1001,SP_0582,1.011,0.004,0.062,0.008,,68,0,68,0,,SP_0582,1.027,0.012,0.11,0.013,,68,0,68,0,,-0.016,134,1.011,0.31374,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
418,SP_0583,0.98,0.02,0.143,0.043,,11,0,11,0,M,SP_0583,0.992,0.007,0.084,0.023,,13,0,13,0,M,-0.012,22,0.249,0.80576,,"putative IS1239, transposase, degenerate",,REMOVE,FALSE
212,SP_0584,1.033,0,0.02,0.009,,5,0,5,0,,SP_0584,1.037,0.058,0.241,0.108,,5,0,5,0,,-0.005,8,0.043,0.96659,,putative transcriptional regulator,REGULATOR,NO-PHENOTYPE,FALSE
2249,SP_0585,0.994,0.005,0.072,0.01,,49,0,49,0,,SP_0585,0.998,0.007,0.087,0.012,,48,0,48,0,,-0.004,95,0.218,0.82788,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,AMINO ACID METABOLSIM,VIVO,FALSE
866,SP_0586,0.998,0.004,0.062,0.012,,28,0,28,0,,SP_0586,0.977,0.002,0.043,0.008,,28,0,28,0,,0.02,54,1.423,0.16063,,"putative 5,10-methylenetetrahydrofolate reductase",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
269,SP_0587,0.968,0.011,0.105,0.032,,11,0,11,0,,SP_0587,1.016,0.011,0.107,0.031,,12,0,12,0,,-0.048,21,1.079,0.29298,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
2213,SP_0588,0.988,0.004,0.065,0.008,,59,0,59,0,,SP_0588,0.93,0.002,0.042,0.005,,57,0,57,0,,0.058,114,5.731,0,,polyribonucleotide nucleotidyltransferase,NUCLEOTIDE METABOLSIM,PHENOTYPED,FALSE
617,SP_0589,0.929,0.002,0.043,0.021,,4,0,4,0,,SP_0589,0.928,0.003,0.051,0.026,,4,0,4,0,,0.001,6,0.024,0.98132,,serine acetyltransferase,AMINO ACID METABOLSIM,VIVO,FALSE
884,SP_0590,0.998,0.008,0.087,0.025,,12,0,12,0,,SP_0590,0.955,0.003,0.056,0.016,,12,0,12,0,,0.043,22,1.43,0.16689,,"acetyltransferase, GNAT family",VARIOUS METABOLISM AND BIOSYNTHESIS,NO-PHENOTYPE,FALSE
1343,SP_0591,0.1,0.1,X,X,cysS,,,,,,SP_0591,0.1,0.1,X,X,cysS,,,,,,,,,,,cysteinyl-tRNA synthetase,AMINO ACID METABOLSIM,ESSENTIAL,FALSE
386,SP_0592,0.944,0.006,0.08,0.019,,18,0,18,0,,SP_0592,0.959,0.001,0.035,0.008,,19,0,19,0,,-0.015,35,0.712,0.48145,,conserved hypothetical protein,TRANSCRIPTION AND TRANSLATION,PHENOTYPED,FALSE
884,SP_0593,1.019,0.005,0.069,0.014,,23,0,23,0,,SP_0593,1.035,0.014,0.119,0.024,,24,0,24,0,,-0.017,45,0.587,0.56012,,leucine-rich protein,UNKNOWN,PHENOTYPED,FALSE
455,SP_0595,0.995,0.005,0.072,0.012,,33,0,33,0,,SP_0595,1.015,0.009,0.092,0.016,,34,0,34,0,,-0.02,65,0.994,0.32393,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
146,SP_0596,0.978,0,0.018,0.01,,3,0,3,0,,SP_0596,0.959,0.016,0.125,0.062,,4,0,4,0,,0.019,5,0.306,0.77187,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
386,SP_0597,1.018,0.006,0.08,0.028,,8,0,8,0,,SP_0597,1.003,0.002,0.042,0.015,,8,0,8,0,,0.014,14,0.453,0.65774,,"group II intron, maturase, degenerate",,NO-PHENOTYPE,FALSE
164,SP_0598,0.1,0.1,X,X,,,,,,,SP_0598,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1163,SP_0599,0.969,0.002,0.05,0.01,,23,0,23,0,,SP_0599,0.947,0.003,0.052,0.01,,25,0,25,0,,0.022,46,1.521,0.13514,,transmembrane protein Vexp1,TRANSPORT,NO-PHENOTYPE,FALSE
647,SP_0600,1.014,0.005,0.069,0.012,,36,0,36,0,,SP_0600,1.108,0.031,0.176,0.029,,38,0,38,0,,-0.094,72,3.056,0.00314,,"ABC transporter, ATP-binding protein Vexp2",TRANSPORT,PHENOTYPED,FALSE
1379,SP_0601,1.021,0.005,0.072,0.008,,74,0,74,0,,SP_0601,1.027,0.035,0.187,0.022,,73,0,73,0,,-0.005,145,0.228,0.8196,,transmembrane protein Vexp3,TRANSPORT,NO-PHENOTYPE,FALSE
83,SP_0602,1.02,0.002,0.042,0.017,,6,0,6,0,,SP_0602,1.055,0.008,0.087,0.035,,6,0,6,0,,-0.035,10,0.895,0.39175,,pep27 protein,UNKNOWN,NO-PHENOTYPE,FALSE
656,SP_0603,1.013,0.016,0.127,0.034,,14,0,14,0,,SP_0603,1.014,0.005,0.069,0.018,,14,0,14,0,,-0.001,26,0.017,0.98668,,DNA-binding response regulator VncR,REGULATOR,NO-PHENOTYPE,FALSE
1328,SP_0604,1.003,0.005,0.072,0.009,,62,0,62,0,,SP_0604,1.006,0.01,0.101,0.013,,64,0,64,0,,-0.003,124,0.187,0.85172,,sensor histidine kinase VncS,REGULATOR,NO-PHENOTYPE,FALSE
881,SP_0605,0.1,0.1,X,X,,,,,,,SP_0605,0.1,0.1,X,X,,,,,,,,,,,,fructose-bisphosphate aldolase,CARBOHYDRATE METABOLISM,ESSENTIAL,FALSE
1202,SP_0606,0.999,0.005,0.071,0.007,,92,0,92,0,,SP_0606,1.021,0.01,0.1,0.01,,93,0,93,0,,-0.022,183,1.691,0.09262,,putative oxidoreductase,UNKNOWN,NO-PHENOTYPE,FALSE
659,SP_0607,1.009,0.005,0.07,0.012,,36,0,36,0,,SP_0607,1.019,0.009,0.093,0.015,,38,0,38,0,,-0.01,72,0.536,0.59355,,"amino acid ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
677,SP_0608,1.012,0.004,0.067,0.01,,43,0,43,0,,SP_0608,0.983,0.003,0.057,0.009,,41,0,41,0,,0.029,82,2.126,0.0365,,"amino acid ABC transporter, permease protein",TRANSPORT,NO-PHENOTYPE,FALSE
764,SP_0609,1.021,0.003,0.058,0.009,,38,0,38,0,,SP_0609,1.023,0.015,0.123,0.02,,37,0,37,0,,-0.002,73,0.089,0.92951,,"amino acid ABC transporter, amino acid-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
758,SP_0610,1.043,0.006,0.08,0.021,,14,0,14,0,,SP_0610,1.002,0.003,0.053,0.014,,14,0,14,0,,0.041,26,1.607,0.12009,,"amino acid ABC transporter, ATP-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
2222,SP_0611,0.1,0.1,X,X,,,,,,,SP_0611,0.1,0.1,X,X,,,,,,,,,,,,single-stranded-DNA-specific exonuclease RecJ,"DNA REPLICATION, REPAIR AND RECOMBINATION",ESSENTIAL,FALSE
98,SP_0612,0.961,0.002,0.042,0.017,,6,0,6,0,,SP_0612,0.985,0.001,0.029,0.012,,6,0,6,0,,-0.024,10,1.127,0.28593,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1661,SP_0613,0,0,0,0,,1,1,0,0,,SP_0613,0.1,0.1,X,X,,5,5,0,0,,,,,,,metallo-beta-lactamase superfamily protein,TRANSCRIPTION AND TRANSLATION,LIKELYESSENTIAL,FALSE
779,SP_0614,0.971,0.012,0.108,0.022,,25,0,25,0,,SP_0614,0.983,0.017,0.131,0.026,,25,0,25,0,,-0.013,48,0.374,0.71023,,tributyrin esterase,UNKNOWN,PHENOTYPED,FALSE
1220,SP_0615,0.924,0.013,0.113,0.014,,64,0,64,0,,SP_0615,0.882,0.016,0.126,0.016,,62,0,62,0,,0.042,124,1.987,0.04916,,beta-lactam resistance factor,CELL WALL METABOLISM,PHENOTYPED,FALSE
1232,SP_0616,0.933,0.005,0.069,0.012,,34,0,34,0,,SP_0616,0.865,0.011,0.107,0.018,,35,0,35,0,,0.068,67,3.127,0.00261,,beta-lactam resistance factor,CELL WALL METABOLISM,PHENOTYPED,FALSE
722,SP_0617,0.942,0.004,0.06,0.013,,21,0,21,0,,SP_0617,0.935,0.003,0.056,0.012,,22,0,22,0,,0.007,41,0.421,0.67605,,conserved domain protein,UNKNOWN,PHENOTYPED,FALSE
1844,SP_0618,0.917,0.018,0.133,0.032,uvrC,17,1,16,0,,SP_0618,0.887,0.009,0.095,0.023,uvrC,17,0,17,0,,0.03,32,0.754,0.4564,,"excinuclease ABC, subunit C","DNA REPLICATION, REPAIR AND RECOMBINATION",PHENOTYPED,FALSE
833,SP_0619,0.961,0.003,0.055,0.013,,19,0,19,0,,SP_0619,0.946,0.003,0.052,0.012,,19,0,19,0,,0.015,36,0.848,0.4021,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
800,SP_0620,0.979,0.004,0.064,0.011,,34,0,34,0,,SP_0620,0.966,0.002,0.041,0.007,,33,0,33,0,,0.013,65,0.994,0.32371,,"putative amino acid ABC transporter, amino acid-binding protein",TRANSPORT,NO-PHENOTYPE,FALSE
110,SP_0621,0.1,0.1,X,X,,,,,,,SP_0621,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
605,SP_0622,0.989,0.005,0.074,0.015,,25,0,25,0,,SP_0622,0.992,0.012,0.109,0.023,,23,0,23,0,,-0.003,46,0.103,0.91876,,nitroreductase family protein,UNKNOWN,PHENOTYPED,FALSE
1400,SP_0623,0.961,0.007,0.084,0.013,,45,0,45,0,,SP_0623,0.978,0.002,0.049,0.007,,44,0,44,0,,-0.017,87,1.162,0.24843,,dipeptidase,VARIOUS,PHENOTYPED,FALSE
578,SP_0624,1.009,0.003,0.054,0.012,,21,0,21,0,,SP_0624,0.962,0.002,0.049,0.011,,21,0,21,0,,0.047,40,2.943,0.00539,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
287,SP_0625,0.977,0.004,0.059,0.013,,20,0,20,0,,SP_0625,0.996,0.003,0.054,0.012,,20,0,20,0,,-0.02,38,1.109,0.27446,,"conserved hypothetical protein, authentic point mutation",UNKNOWN,NO-PHENOTYPE,FALSE
1340,SP_0626,0.992,0.004,0.063,0.011,,32,0,32,0,,SP_0626,1.025,0.01,0.1,0.018,,32,0,32,0,,-0.033,62,1.588,0.11738,,branched-chain amino acid transport system II carrier protein,TRANSPORT,NO-PHENOTYPE,FALSE
1037,SP_0627,0.999,0.003,0.057,0.01,,35,0,35,0,,SP_0627,0.995,0.003,0.057,0.01,,35,0,35,0,,0.003,68,0.258,0.79752,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
503,SP_0628,0.98,0.003,0.053,0.015,,13,0,13,0,,SP_0628,1.042,0.026,0.162,0.042,,15,0,15,0,,-0.062,26,1.407,0.1713,,HIT family protein,UNKNOWN,VIVO,FALSE
716,SP_0629,0.919,0.004,0.066,0.023,,8,0,8,0,,SP_0629,0.779,0.004,0.061,0.021,,8,0,8,0,,0.14,14,4.433,0.00057,,conserved hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
425,SP_0630,0.1,0.1,X,X,rplK,,,,,,SP_0630,0.1,0.1,X,X,rplK,,,,,,,,,,,ribosomal protein L11,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
689,SP_0631,0.1,0.1,X,X,rplA,,,,,,SP_0631,0.1,0.1,X,X,rplA,,,,,,,,,,,ribosomal protein L1,TRANSCRIPTION AND TRANSLATION,REMOVE,FALSE
113,SP_0632,0.1,0.1,X,X,,,,,,,SP_0632,0.1,0.1,X,X,,,,,,,,,,,,"group II intron, maturase, truncation",,REMOVE,FALSE
362,SP_0633,0.983,0.007,0.082,0.015,,30,0,30,0,,SP_0633,0.978,0.006,0.078,0.014,,31,0,31,0,,0.004,59,0.212,0.83253,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
341,SP_0634,0.971,0.006,0.074,0.014,,28,0,28,0,,SP_0634,1.024,0.004,0.062,0.012,,28,0,28,0,,-0.053,54,2.917,0.00514,,conserved domain protein,UNKNOWN,VIVO,FALSE
167,SP_0635,0.712,0.009,0.093,0.066,,2,0,2,0,,SP_0635,0.892,0,0.019,0.014,,2,0,2,0,,-0.18,2,2.68,0.11561,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
992,SP_0636,0.985,0.005,0.067,0.013,,25,0,25,0,,SP_0636,0.978,0.003,0.052,0.011,,24,0,24,0,,0.007,47,0.415,0.67967,,"ABC transporter, ATP-binding protein",TRANSPORT,VIVO,FALSE
818,SP_0637,0.996,0.002,0.049,0.013,,15,0,15,0,,SP_0637,0.971,0.002,0.044,0.011,,15,0,15,0,,0.025,28,1.469,0.15309,,membrane protein,UNKNOWN,PHENOTYPED,FALSE
785,SP_0638,0.983,0.006,0.075,0.011,,46,0,46,0,,SP_0638,0.987,0.01,0.1,0.015,,44,0,44,0,,-0.004,88,0.212,0.83281,,conserved hypothetical protein,UNKNOWN,VIVO,FALSE
281,SP_0639,0.994,0.006,0.079,0.016,,25,0,25,0,,SP_0639,0.992,0.002,0.046,0.009,,25,0,25,0,,0.001,48,0.078,0.93815,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
245,SP_0640,0.1,0.1,X,X,,,,,,,SP_0640,0.1,0.1,X,X,,,,,,,,,,,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
6422,SP_0641,1.006,0.005,0.074,0.003,,513,0,513,0,,SP_0641,1.033,0.014,0.118,0.005,,518,0,518,0,,-0.028,1029,4.491,0.00001,,"serine protease, subtilase family",UNKNOWN,NO-PHENOTYPE,FALSE
334,SP_0642,0.1,0.1,X,X,,,,,,,SP_0642,0.1,0.1,X,X,,,,,,,,,,,,"IS1167, transposase, truncation",,REMOVE,FALSE
146,SP_0643,1.031,0.004,0.065,0.026,,6,0,6,0,,SP_0643,1.008,0.001,0.038,0.016,,6,0,6,0,,0.022,10,0.728,0.48321,,"transposase family protein, truncation",,REMOVE,FALSE
1083,SP_0644,0.969,0,0.019,0.013,,2,0,2,0,M,SP_0644,1.018,0.001,0.032,0.023,,2,0,2,0,M,-0.049,2,1.856,0.20466,,"IS66 family element, Orf3, degenerate",,REMOVE,FALSE
497,SP_0645,1.028,0.002,0.046,0.023,,4,0,4,0,,SP_0645,0.99,0.003,0.053,0.027,,4,0,4,0,,0.039,6,1.101,0.31308,,putative PTS system IIA component,TRANSPORT,NO-PHENOTYPE,FALSE
305,SP_0646,0.1,0.1,X,X,,,,,,,SP_0646,0.1,0.1,X,X,,,,,,,,,,,,"putative PTS system, IIB component",TRANSPORT,NO-PHENOTYPE,FALSE
1475,SP_0647,1.001,0.007,0.083,0.009,,82,0,82,0,,SP_0647,0.977,0.017,0.132,0.015,,82,1,81,0,,0.025,162,1.433,0.15379,,"putative PTS system, IIC component",TRANSPORT,NO-PHENOTYPE,FALSE
6701,SP_0648,1.004,0.006,0.075,0.004,,323,0,323,0,,SP_0648,1.021,0.019,0.136,0.008,,327,0,327,0,,-0.017,648,2.009,0.0449,,beta-galactosidase,CARBOHYDRATE METABOLISM,NO-PHENOTYPE,FALSE
856,SP_0649,1.009,0.006,0.079,0.012,,41,0,41,0,,SP_0649,1.013,0.009,0.096,0.016,,38,0,38,0,,-0.004,77,0.182,0.85614,,"conserved hypothetical protein, degenerate",UNKNOWN,VIVO,FALSE
320,SP_0650,1.004,0.006,0.08,0.018,,19,0,19,0,,SP_0650,1.032,0.004,0.062,0.014,,19,0,19,0,,-0.028,36,1.225,0.22848,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
1025,SP_0651,0.984,0.005,0.071,0.012,,32,0,32,0,,SP_0651,1.104,0.047,0.216,0.036,,35,0,35,0,,-0.119,65,3.089,0.00295,,"conserved hypothetical protein, authentic point mutation",,Blanc Out,FALSE
557,SP_0652,0.986,0.005,0.07,0.018,,15,0,15,0,,SP_0652,0.96,0.003,0.055,0.014,,15,0,15,0,,0.026,28,1.126,0.26992,,conserved hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
254,SP_0653,0.955,0.002,0.048,0.017,,8,0,8,0,,SP_0653,0.942,0.001,0.033,0.012,,8,0,8,0,,0.012,14,0.607,0.55382,,hypothetical protein,UNKNOWN,NO-PHENOTYPE,FALSE
101,SP_0654,1.005,0.001,0.033,0.015,,5,0,5,0,,SP_0654,1.095,0.023,0.151,0.068,,5,0,5,0,,-0.09,8,1.298,0.23033,,hypothetical protein,UNKNOWN,PHENOTYPED,FALSE
2054,SP_0655,0.974,0.005,0.072,0.007,,114,0,114,0,,SP_0655,0.971,0.012,0.109,0.01,,116,0,116,0,,0.003,228,0.276,0.78288,,"transporter, monovalent cation:proton antiporter-2 (CPA2) family",TRANSPORT,PHENOTYPED,FALSE
860,SP_0657,0.988,0.006,0.075,0.012,,41,0,41,0,,SP_0657,0.946,0.003,0.054,0.009,,39,0,39,0,,0.041,78,2.842,0.00572,,putative ribonuclease BN,TRANSCRIPTION AND TRANSLATION,NO-PHENOTYPE,FALSE
