Gene,mean.Gluc,var.Gluc,sd.Gluc,se.Gluc,gene,Ins1,Blank.Gluc,Not.Blank.Gluc,Blank.Removed.Gluc,M,locus,mean.PennG,var.PennG,sd.PennG,se.PennG,gene.1,Is2,Blank.PennG,Not.Blank.PennG,Blank.Removed.PennG,M.1,Value,Df,TDIST,p.value,locus.19F,Common.Name,Sig
SPT_0637,0.939166985,0.01490178,0.122072846,0.020634077,recJ,35,0,35,0,,SPT_0637,0.899768557,0.021592597,0.146944196,0.026828217,recJ,30,0,30,0,,0.039,63,1.164,0.24879,SPT_0637,single-stranded-DNA-specific exonuclease RecJ,FALSE
SPT_0475,0.987726555,0.001476947,0.038431069,0.022188188,gatC,3,0,3,0,,SPT_0475,1.051094453,0.005150275,0.071765415,0.041433781,gatC,3,0,3,0,,-0.063,4,1.348,0.24887,SPT_0475,aspartyl/glutamyl-tRNA amidotransferase subunit C,FALSE
SPT_1616,0.977786729,0.007604375,0.087203067,0.008203375,,113,0,113,0,,SPT_1616,0.991126247,0.007522994,0.086735196,0.008123495,,114,0,114,0,,-0.013,225,1.155,0.24914,SPT_1616,pseudo,FALSE
SPT_0442,1.044084941,0.015101541,0.122888328,0.030722082,,16,0,16,0,,SPT_0442,0.980706794,0.031509804,0.177510011,0.044377503,,16,1,15,0,,0.063,30,1.174,0.24954,SPT_0442,hypothetical protein,FALSE
SPT_0109,0.999550885,0.005948495,0.077126489,0.008221711,,88,0,88,0,,SPT_0109,0.984489523,0.008992547,0.094829043,0.010166741,,87,0,87,0,,0.015,173,1.152,0.25095,SPT_0109,"phosphorylase, Pnp/Udp family",FALSE
SPT_1463,1.015765615,0.007894013,0.088848256,0.007136464,,155,0,155,0,,SPT_1463,1.003209103,0.010659369,0.10324422,0.008319656,,154,0,154,0,,0.013,307,1.146,0.25287,SPT_1463,cystathionine gamma-synthase (CGS) (O-succinylhomoserine(thiol)-lyase),FALSE
SPT_0191,1.005017099,0.007669659,0.087576587,0.006620168,,175,0,175,0,,SPT_0191,0.992666816,0.012719987,0.112782918,0.008525587,,175,0,175,0,,0.012,348,1.144,0.25334,SPT_0191,"transporter, major facilitator family protein",FALSE
SPT_2180,0.971629748,0.006920699,0.083190737,0.004755698,,306,0,306,0,,SPT_2180,0.963533692,0.008398811,0.091645025,0.005273579,,302,0,302,0,,0.008,606,1.14,0.2547,SPT_2180,rhamnulokinase (Rhamnulose kinase),FALSE
SPT_0779,0.963778508,0.007809677,0.088372374,0.014150905,,39,0,39,0,,SPT_0779,0.986996763,0.008190647,0.090502195,0.014491949,,39,0,39,0,,-0.023,76,1.146,0.25527,SPT_0779,"superoxide dismutase, manganese-dependent",FALSE
SPT_1826,1.117187019,0.001086974,0.032969295,0.023312812,,2,0,2,0,,SPT_1826,1.015143391,0.007291323,0.085389246,0.060379315,,2,0,2,0,,0.102,2,1.577,0.2556,SPT_1826,tRNA-Gly*,FALSE
SPT_0991,1.020589255,0.008636495,0.092932742,0.009963436,,87,0,87,0,,SPT_0991,1.035978648,0.007204173,0.084877401,0.009099813,,87,0,87,0,,-0.015,172,1.14,0.25566,SPT_0991,"acetyltransferase, gnat family",FALSE
SPT_1075,1.029080472,0.011592485,0.107668402,0.014930921,,52,0,52,0,,SPT_1075,1.005014366,0.01154279,0.107437376,0.014898883,,52,0,52,0,,0.024,102,1.141,0.25656,SPT_1075,"acetyltransferase, gnat family protein",FALSE
SPT_0300,0.974574139,0.006670203,0.081671311,0.006977651,,137,0,137,0,,SPT_0300,0.986185993,0.007580939,0.08706859,0.007493671,,135,0,135,0,,-0.012,270,1.134,0.25778,SPT_0300,fructose-6-phosphate aldolase,FALSE
SPT_1481,1.011222305,0.006656883,0.081589726,0.018717967,,19,0,19,0,,SPT_1481,1.038363627,0.003519412,0.059324631,0.014388337,,17,0,17,0,,-0.027,34,1.15,0.25832,SPT_1481,"glyoxalase family protein, unverified point mutation",FALSE
SPT_0597,0.995767773,0.004296397,0.06554691,0.008606731,,58,0,58,0,,SPT_0597,1.010103872,0.004879014,0.069849942,0.009251851,,57,0,57,0,,-0.014,113,1.135,0.25897,SPT_0597,"acetyltransferase, gnat family",FALSE
SPT_1106,1.036914006,0.009198011,0.095906264,0.013563194,,50,0,50,0,,SPT_1106,1.059495248,0.011084864,0.105284682,0.014600358,,52,0,52,0,,-0.023,100,1.133,0.25987,SPT_1106,hypothetical protein,FALSE
SPT_0803,1.014175574,0.008905125,0.094366971,0.007302335,,167,0,167,0,,SPT_0803,1.026009004,0.009358042,0.096736972,0.007553888,,164,0,164,0,,-0.012,329,1.126,0.26086,SPT_0803,"oxidoreductase, putative",FALSE
SPT_1210,1.107282203,0.001070186,0.0327137,0.023132079,,2,0,2,0,,SPT_1210,1.160267333,0,0,0,,1,0,1,0,,-0.053,1,2.291,0.26206,SPT_1210,glycerophosphoryl diester phosphodiesterase family protein,FALSE
SPT_1684,0.975590858,0.009159042,0.095702884,0.010568616,,82,1,81,0,,SPT_1684,0.991730087,0.007676621,0.08761633,0.009735148,,81,0,81,0,,-0.016,161,1.123,0.26303,SPT_1684,hypothetical protein,FALSE
SPT_1595,0.897078679,0.007605881,0.087211703,0.043605851,gpmA,4,0,4,0,,SPT_1595,0.828150033,0.004947766,0.07034036,0.03517018,gpmA,4,0,4,0,,0.069,6,1.23,0.2646,SPT_1595,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (phosphoglyceromutase) (pgam) (bpg-dependent pgam) (dpgm)",FALSE
SPT_1136,0.989748787,0.007462943,0.086388325,0.015515801,,31,0,31,0,,SPT_1136,1.02180467,0.018380923,0.135576263,0.023966724,,32,1,31,0,,-0.032,61,1.123,0.26594,SPT_1136,redox-sensing transcriptional repressor Rex,FALSE
SPT_1823,0.957879415,0.010874815,0.104282382,0.030103731,,12,0,12,0,,SPT_1823,1.003838633,0.007826798,0.088469195,0.026674466,,11,0,11,0,,-0.046,21,1.143,0.26604,SPT_1823,biotin--protein ligase,FALSE
SPT_0782,0.95565349,0.006494482,0.080588348,0.013431391,,36,0,36,0,,SPT_0782,0.977620675,0.007744035,0.088000199,0.014275517,,38,0,38,0,,-0.022,72,1.121,0.26613,SPT_0782,VanZF-related protein,FALSE
SPT_2017,0.988937437,0.00640572,0.080035744,0.005522991,,210,0,210,0,,SPT_2017,0.979894327,0.007306681,0.085479125,0.005955613,,206,0,206,0,,0.009,414,1.113,0.2662,SPT_2017,glycosy hydrolase family protein,FALSE
SPT_0346,0.97350188,0.008886539,0.094268441,0.008364971,,127,0,127,0,,SPT_0346,0.986965357,0.009578918,0.097871949,0.008719126,,126,0,126,0,,-0.013,251,1.114,0.26623,SPT_0346,Ser/Thr protein phosphatase family protein,FALSE
SPT_1025,1.031992352,0.004929523,0.070210564,0.007165836,,96,0,96,0,,SPT_1025,1.044408188,0.007152174,0.08457053,0.008586836,,97,0,97,0,,-0.012,191,1.11,0.26834,SPT_1025,serine/threonine protein phosphatase,FALSE
SPT_0655,0.98175593,0.001391764,0.037306348,0.016683906,,5,0,5,0,,SPT_0655,0.923761505,0.010536189,0.102645941,0.04590466,,5,0,5,0,,0.058,8,1.187,0.26914,SPT_0655,chlorohydrolase,FALSE
SPT_1546,1.011607315,0.007012547,0.083740954,0.00813364,,106,0,106,0,,SPT_1546,0.998020178,0.008782098,0.093712848,0.009189301,,104,0,104,0,,0.014,208,1.107,0.2695,SPT_1546,bactoprenol glucosyl transferase,FALSE
SPT_2125,0.983596203,0.005552267,0.074513534,0.006888779,,117,0,117,0,,SPT_2125,0.995455867,0.007959109,0.089213838,0.0082128,,118,0,118,0,,-0.012,233,1.106,0.26971,SPT_2125,caax amino protease family,FALSE
SPT_1022,0.956714631,0.006775291,0.082312156,0.011526007,tylA,51,0,51,0,,SPT_1022,0.975490405,0.007069262,0.084078906,0.012396758,tylA,46,0,46,0,,-0.019,95,1.109,0.27014,SPT_1022,"hemolysin A, putative",FALSE
SPT_0839,1.014165451,0.009755131,0.098768064,0.006704813,,217,0,217,0,,SPT_0839,1.003967865,0.008879438,0.094230767,0.006382113,,218,0,218,0,,0.01,433,1.102,0.27123,SPT_0839,"ABC transporter, ATP-binding protein",FALSE
SPT_0824,1.015528058,0.009056135,0.095163729,0.010144488,,88,0,88,0,,SPT_0824,1.031628047,0.009821008,0.099100998,0.010504685,,89,0,89,0,,-0.016,175,1.102,0.27177,SPT_0824,"platelet activating factor, putative",FALSE
SPT_1799,0.986345401,0.007157877,0.084604236,0.016920847,,25,0,25,0,,SPT_1799,0.952459252,0.014119742,0.118826522,0.0253339,,22,0,22,0,,0.034,45,1.112,0.27192,SPT_1799,hypothetical protein,FALSE
SPT_1094,1.025191027,0.008547021,0.092450097,0.005328735,,301,0,301,0,,SPT_1094,1.03366766,0.00933574,0.096621634,0.005587773,,299,0,299,0,,-0.008,598,1.098,0.27272,SPT_1094,pseudo,FALSE
SPT_1461,0.973218023,0.007122909,0.084397331,0.006630881,,162,0,162,0,,SPT_1461,0.983690202,0.007501371,0.086610457,0.006847158,,160,0,160,0,,-0.01,320,1.099,0.27274,SPT_1461,Snf2 family protein,FALSE
SPT_0082,0.909175426,0.007147403,0.084542313,0.009224323,purC,84,0,84,0,,SPT_0082,0.924086317,0.007896754,0.088863682,0.009935262,purC,80,0,80,0,,-0.015,162,1.1,0.27303,SPT_0082,phosphoribosylaminoimidazole-succinocarboxamide synthase,FALSE
SPT_1553,1.023674823,0.004969891,0.070497456,0.010283111,,47,0,47,0,,SPT_1553,1.006811103,0.005844105,0.076446749,0.011396008,,45,0,45,0,,0.017,90,1.099,0.27486,SPT_1553,hypothetical protein,FALSE
SPT_0392,0.824404716,0.056845244,0.238422407,0.024208128,,97,9,88,0,,SPT_0392,0.861912493,0.057064164,0.238881067,0.024254698,,97,12,85,0,,-0.038,192,1.095,0.27509,SPT_0392,capsular polysaccharide biosynthesis protein Cps4A,FALSE
SPT_0919,0.988730668,0.009959878,0.099799189,0.009306322,,115,0,115,0,,SPT_0919,1.004097937,0.012622097,0.112348106,0.010522364,,114,1,113,0,,-0.015,227,1.094,0.27513,SPT_0919,Atz/Trz family protein,FALSE
SPT_1196,1.019412191,0.006973697,0.083508661,0.010521102,,63,0,63,0,,SPT_1196,1.036468454,0.008294273,0.091072897,0.011474106,,63,0,63,0,,-0.017,124,1.096,0.27536,SPT_1196,HAD superfamily (subfamily IA) hydrolase,FALSE
SPT_1863,0.982998077,0.003486827,0.059049361,0.009455465,,39,0,39,0,,SPT_1863,0.999111039,0.004920213,0.07014423,0.011232066,,39,0,39,0,,-0.016,76,1.097,0.27591,SPT_1863,choline binding protein G,FALSE
SPT_1671,0.575036499,0.070475004,0.265471287,0.042509427,,39,7,32,0,,SPT_1671,0.497618205,0.108156739,0.328871919,0.056401069,,34,10,24,0,,0.077,71,1.096,0.27671,SPT_1671,protein phosphatase PrpC,FALSE
SPT_0069,0.982603037,0.015715344,0.125360857,0.018094281,,48,1,47,0,,SPT_0069,0.952586191,0.021305039,0.145962458,0.020642209,,50,0,50,0,,0.03,96,1.094,0.27691,SPT_0069,hypothetical protein,FALSE
SPT_1888,1.008366311,0.004183827,0.064682508,0.011809356,,30,0,30,0,,SPT_1888,0.988321933,0.005671885,0.075311916,0.013985072,,29,0,29,0,,0.02,57,1.095,0.27809,SPT_1888,hypothetical protein,FALSE
SPT_2165,0.894645284,0.002185665,0.046751096,0.023375548,,4,0,4,0,M,SPT_2165,0.94903006,0.006156041,0.078460443,0.039230221,,4,0,4,0,M,-0.054,6,1.191,0.27866,SPT_2165,transposase,FALSE
SPT_1783,1.007588101,0.008962644,0.094671242,0.00937385,pepA,102,0,102,0,,SPT_1783,1.021881231,0.0086994,0.093270572,0.009235163,pepA,102,0,102,0,,-0.014,202,1.086,0.27869,SPT_1783,glutamyl-aminopeptidase,FALSE
SPT_2218,0.984736272,0.010810817,0.103975079,0.017574996,,35,0,35,0,,SPT_2218,0.956944198,0.012125208,0.110114521,0.018612751,,35,0,35,0,,0.028,68,1.086,0.28146,SPT_2218,hypothetical protein,FALSE
SPT_1672,0.962315862,0.011282608,0.106219621,0.009462796,sun,126,0,126,0,,SPT_1672,0.946485057,0.015472219,0.124387377,0.011215632,sun,123,0,123,0,,0.016,247,1.079,0.28172,SPT_1672,rRNA methyltransferase RsmB,FALSE
SPT_0091,0.898455518,0.004416695,0.066458224,0.011936249,purE,31,0,31,0,,SPT_0091,0.920019523,0.007291688,0.085391383,0.015856782,purE,29,0,29,0,,-0.022,58,1.087,0.28175,SPT_0091,"phosphoribosylaminoimidazole carboxylase, catalytic subunit",FALSE
SPT_0890,1.002025285,0.008594485,0.092706446,0.011869844,,61,0,61,0,,SPT_0890,1.021657234,0.011713632,0.108229532,0.013857372,,61,0,61,0,,-0.02,120,1.076,0.28411,SPT_0890,hypothetical protein,FALSE
SPT_1596,0.932918262,0.007524089,0.086741507,0.016693411,,27,0,27,0,,SPT_1596,0.90686629,0.008427724,0.091802637,0.017349068,,28,0,28,0,,0.026,53,1.082,0.28412,SPT_1596,hypothetical protein,FALSE
SPT_1018,1.042073296,0.004520377,0.067233749,0.009065797,udk,55,0,55,0,,SPT_1018,1.023251451,0.01169737,0.108154381,0.014998314,udk,52,0,52,0,,0.019,105,1.074,0.28529,SPT_1018,uridine kinase,FALSE
SPT_1372,1.05006151,0.004910769,0.07007688,0.011520568,,37,0,37,0,,SPT_1372,1.030504815,0.007114836,0.084349486,0.014058248,,36,0,36,0,,0.02,71,1.076,0.28558,SPT_1372,hypothetical protein,FALSE
SPT_0827,1.010946052,0.007142076,0.084510801,0.008670625,,95,0,95,0,,SPT_0827,1.025726106,0.011216632,0.105908604,0.010753389,,97,0,97,0,,-0.015,190,1.07,0.28599,SPT_0827,membrane protein,FALSE
SPT_0639,0.927848818,0.020854628,0.144411316,0.014738918,,96,1,95,0,,SPT_0639,0.903949902,0.026790291,0.163677398,0.016792947,,95,1,94,0,,0.024,189,1.07,0.28616,SPT_0639,tributyrin esterase,FALSE
SPT_0695,0.959808531,0.006764944,0.082249282,0.008065206,miaA,104,0,104,0,,SPT_0695,0.973432454,0.009930892,0.09965386,0.009867202,miaA,102,0,102,0,,-0.014,204,1.069,0.28631,SPT_0695,tRNA delta(2)-isopentenylpyrophosphate transferase,FALSE
SPT_0670,1.008671946,0.006932344,0.083260698,0.002902285,,823,0,823,0,,SPT_0670,1.013224023,0.008046047,0.089699762,0.003138197,,817,2,815,0,,-0.005,1638,1.065,0.28706,SPT_0670,beta-galactosidase,FALSE
SPT_1544,0.952584924,0.008524138,0.092326256,0.013918707,,44,0,44,0,,SPT_1544,0.926674495,0.017683533,0.132979447,0.019823406,,45,0,45,0,,0.026,87,1.07,0.28771,SPT_1544,hypothetical protein,FALSE
SPT_0601,0.981790144,0.009127701,0.095539004,0.005243384,,332,0,332,0,,SPT_0601,0.973539256,0.010826478,0.104050362,0.005727784,,330,0,330,0,,0.008,660,1.063,0.28839,SPT_0601,pseudo,FALSE
SPT_1048,0.985646596,0.012973506,0.113901298,0.032880473,,12,0,12,0,,SPT_1048,1.024815352,0.00210741,0.045906539,0.014516922,,10,0,10,0,,-0.039,20,1.09,0.28878,SPT_1048,hypothetical protein,FALSE
SPT_1686,1.039862768,0.008677264,0.093151834,0.028086335,,11,0,11,0,,SPT_1686,0.970047148,0.036481498,0.191001304,0.05758906,,11,0,11,0,,0.07,20,1.09,0.28883,SPT_1686,hypothetical protein,FALSE
SPT_0527,1.009547293,0.0030293,0.055039076,0.007226985,,58,0,58,0,,SPT_0527,1.021764288,0.004694018,0.068512906,0.008919621,,59,0,59,0,,-0.012,115,1.064,0.28947,SPT_0527,"RNA methyltransferase, TrmH family, group 2",FALSE
SPT_0989,1.023930454,0.006073414,0.077932114,0.007084738,,121,0,121,0,,SPT_0989,1.035068332,0.007127755,0.084426035,0.007739322,,119,0,119,0,,-0.011,238,1.062,0.28953,SPT_0989,caax amino protease family,FALSE
SPT_2030,0.985782749,0.006459744,0.08037253,0.008379415,ulaD,92,0,92,0,,SPT_2030,0.971290619,0.010448128,0.102216085,0.010774521,ulaD,90,0,90,0,,0.014,180,1.062,0.28977,SPT_2030,"orotidine 5'-phosphate decarboxylase / humps family, putative",FALSE
SPT_0498,1.018405949,0.006503591,0.080644847,0.004871933,pflB,274,0,274,0,,SPT_0498,1.010207173,0.009833446,0.099163736,0.006012685,pflB,272,0,272,0,,0.008,544,1.059,0.28987,SPT_0498,formate acetyltransferase,FALSE
SPT_0022,0.991846458,0.004843465,0.069595005,0.011599168,,36,0,36,0,,SPT_0022,0.971948167,0.007700054,0.087749954,0.014624992,,36,0,36,0,,0.02,70,1.066,0.29009,SPT_0022,hypothetical protein,FALSE
SPT_2027,0.994820654,0.006690506,0.081795512,0.004168685,,385,0,385,0,,SPT_2027,0.98781369,0.010242198,0.101203746,0.005164532,,384,0,384,0,,0.007,767,1.056,0.29142,SPT_2027,BglG family transcriptional regulator,FALSE
SPT_0895,0.988562378,0.010308644,0.101531495,0.009509296,,114,0,114,0,,SPT_0895,1.001841237,0.007611768,0.087245447,0.008207361,,113,0,113,0,,-0.013,225,1.057,0.29159,SPT_0895,methyltransferase,FALSE
SPT_1881,0.990845779,0.006688417,0.081782743,0.003772357,,470,0,470,0,,SPT_1881,0.984960765,0.007812149,0.08838636,0.004107663,,463,0,463,0,,0.006,931,1.055,0.2916,SPT_1881,pseudo,FALSE
SPT_0974,1.017343317,0.000488685,0.02210622,0.012763032,,3,0,3,0,,SPT_0974,1.061999021,0.003583048,0.059858569,0.034559361,,3,0,3,0,,-0.045,4,1.212,0.29216,SPT_0974,hypothetical protein,FALSE
SPT_2163,0.997740523,0.010012919,0.100064574,0.005816135,,296,0,296,0,,SPT_2163,0.989386692,0.008717833,0.093369336,0.005436173,,295,0,295,0,,0.008,589,1.049,0.29446,SPT_2163,arginine-ornithine antiporter,FALSE
SPT_2031,0.998861012,0.005603323,0.074855344,0.008883695,,71,0,71,0,,SPT_2031,0.983718346,0.009304902,0.096461922,0.011368146,,72,0,72,0,,0.015,141,1.05,0.29571,SPT_2031,ascorbate-specific phosphotransferase enzyme iia component (pts system ascorbate-specific eiia component),FALSE
SPT_1107,1.029738261,0.009501699,0.097476661,0.013025867,,56,0,56,0,,SPT_1107,1.048786684,0.008864237,0.094150075,0.012695194,,55,0,55,0,,-0.019,109,1.047,0.2973,SPT_1107,hypothetical ABC transporter ATP-binding protein,FALSE
SPT_0996,0.799048349,0.016676567,0.129137784,0.030438068,,18,0,18,0,,SPT_0996,0.726951227,0.059509049,0.243944767,0.060986192,,16,0,16,0,,0.072,32,1.058,0.29808,SPT_0996,integral membrane protein,FALSE
SPT_1176,1.065140714,0.000667655,0.025839029,0.011555565,,5,0,5,0,M,SPT_1176,1.027962086,0.004924784,0.070176808,0.031384023,,5,0,5,0,M,0.037,8,1.112,0.29857,SPT_1176,"IS630-Spn1, transposase Orf2",FALSE
SPT_1597,0.884266788,0.016617752,0.128909862,0.017074528,,57,0,57,0,,SPT_1597,0.908738409,0.014232058,0.119298188,0.016086164,,55,0,55,0,,-0.024,110,1.043,0.29915,SPT_1597,integral membrane protein,FALSE
SPT_0929,0.95962811,0.005732982,0.075716461,0.026769811,,8,0,8,0,,SPT_0929,0.917920718,0.002941963,0.054239867,0.027119934,,4,0,4,0,,0.042,10,1.094,0.2994,SPT_0929,flavodoxin,FALSE
SPT_1525,1.011055131,0.009152866,0.095670612,0.007033843,,185,0,185,0,,SPT_1525,1.001081655,0.007676721,0.087616898,0.006530578,,180,0,180,0,,0.01,363,1.039,0.29945,SPT_1525,oxalate:formate antiporter,FALSE
SPT_0984,1.027707474,0.007392995,0.085982528,0.014967637,,33,0,33,0,,SPT_0984,1.004810766,0.008934651,0.094523283,0.015977351,,35,0,35,0,,0.023,66,1.046,0.29945,SPT_0984,Cof family protein,FALSE
SPT_1529,0.98052572,0.011193972,0.105801567,0.01426628,,55,0,55,0,,SPT_1529,1.001821698,0.011758045,0.108434519,0.014621308,,55,0,55,0,,-0.021,108,1.042,0.29952,SPT_1529,proline dipeptidase,FALSE
SPT_0618,0.97623724,0.008533861,0.092378897,0.023094724,cysE,16,0,16,0,,SPT_0618,1.010991164,0.009967791,0.099838823,0.023532236,cysE,18,0,18,0,,-0.035,32,1.054,0.29975,SPT_0618,serine acetyltransferase,FALSE
SPT_1791,0.965850796,0.006793442,0.082422342,0.011321579,rluB,53,0,53,0,,SPT_1791,0.944783202,0.014592502,0.120799428,0.016751867,rluB,52,0,52,0,,0.021,103,1.042,0.29986,SPT_1791,ribosomal large subunit pseudouridine synthase B,FALSE
SPT_0037,0.989049704,0.005093216,0.071366769,0.004616333,,239,0,239,0,,SPT_0037,0.996910172,0.008485441,0.092116454,0.006009015,,235,0,235,0,,-0.008,472,1.037,0.30011,SPT_0037,integrase,FALSE
SPT_1060,1.049916672,0.00656288,0.081011606,0.007943842,srtB,104,0,104,0,,SPT_1060,1.062233298,0.008090756,0.089948629,0.008820189,srtB,104,0,104,0,,-0.012,206,1.038,0.30067,SPT_1060,"surface protein cell wall anchor, sortase_B family",FALSE
SPT_2134,1.00481964,0.008626416,0.092878502,0.007102597,,171,1,170,0,,SPT_2134,0.994436432,0.008788834,0.093748783,0.007107077,,174,0,174,0,,0.01,343,1.033,0.30215,SPT_2134,positive transcriptional regulator of glucosyltransferase and Spp phenotype,FALSE
SPT_1165,1.037380398,0.008030729,0.089614337,0.008583497,,109,0,109,0,,SPT_1165,1.023009569,0.01278119,0.113053926,0.010929336,,107,0,107,0,,0.014,214,1.034,0.30226,SPT_1165,NADP-dependent glyceraldehyde-3-phosphate dehydrogenase,FALSE
SPT_1072,0.584293892,0.007291399,0.085389692,0.049299762,prfA,3,0,3,0,,SPT_1072,0.652757562,0.002775803,0.052685886,0.030418211,prfA,3,0,3,0,,-0.068,4,1.182,0.30272,SPT_1072,peptide chain release factor 1,FALSE
SPT_1006,1.017003955,0.011778128,0.108527082,0.011019256,,97,0,97,0,,SPT_1006,1.033319377,0.012331855,0.111048884,0.011333879,,96,0,96,0,,-0.016,191,1.032,0.30332,SPT_1006,potassium/ion channel protein,FALSE
SPT_0023,0.938488918,0.002078046,0.045585587,0.026318851,,3,0,3,0,,SPT_0023,0.973720341,0.000240274,0.015500771,0.0109607,,2,0,2,0,,-0.035,3,1.236,0.30449,SPT_0023,hypothetical protein,FALSE
SPT_1674,0.934243751,0.005643296,0.075121872,0.043371633,,3,0,3,0,,SPT_1674,1.002879566,0.006880754,0.082950309,0.041475154,,4,0,4,0,,-0.069,5,1.144,0.30452,SPT_1674,primosomal protein N' (ATP-dependent helicase PriA)(Replication factor Y),FALSE
SPT_0198,1.019150346,0.006837072,0.08268659,0.0085742,,93,0,93,0,,SPT_0198,1.005774554,0.008788479,0.09374689,0.009773789,,92,0,92,0,,0.013,183,1.029,0.30494,SPT_0198,"ABC transporter, ATP-binding protein",FALSE
SPT_1477,1.058383482,0.006433636,0.080209951,0.046309237,rpsR,3,0,3,0,,SPT_1477,1.148005082,0.011229838,0.105970929,0.061182344,rpsR,3,0,3,0,,-0.09,4,1.168,0.30768,SPT_1477,30S ribosomal protein S18,FALSE
SPT_0056,1.09272097,0.002086024,0.045673009,0.018645928,,6,0,6,0,,SPT_0056,1.056438149,0.004754486,0.068952778,0.028149854,,6,0,6,0,,0.036,10,1.075,0.30781,SPT_0056,pseudo,FALSE
SPT_0231,0.987413529,0.008398647,0.091644131,0.017636921,,27,0,27,0,,SPT_0231,0.958224429,0.013381434,0.115678147,0.02226227,,27,0,27,0,,0.029,52,1.028,0.30884,SPT_0231,phage protein,FALSE
SPT_1172,1.025824514,0.008054124,0.089744773,0.009677428,,86,1,85,0,,SPT_1172,1.041080348,0.011813636,0.108690552,0.011393866,,91,1,90,0,,-0.015,175,1.021,0.30889,SPT_1172,glycerate kinase,FALSE
SPT_1290,1.018996812,0.004251473,0.065203323,0.01086722,,36,0,36,0,,SPT_1290,1.034935623,0.00445348,0.066734401,0.0111224,,36,0,36,0,,-0.016,70,1.025,0.30889,SPT_1290,hypothetical protein,FALSE
SPT_1721,1.012073159,0.00593302,0.077026097,0.006374725,,146,0,146,0,,SPT_1721,1.002479338,0.006995089,0.083636651,0.006945646,,145,0,145,0,,0.01,289,1.018,0.3097,SPT_1721,protein LplC,FALSE
SPT_1344,1.022048579,0.00567925,0.075360801,0.007319688,pcp1,106,0,106,0,,SPT_1344,1.010425495,0.008004384,0.089467223,0.008772983,pcp1,104,0,104,0,,0.012,208,1.017,0.3102,SPT_1344,pyroglutamyl-peptidase I,FALSE
SPT_1306,1.008739358,0.005270469,0.072597992,0.01147875,,40,0,40,0,,SPT_1306,1.025731915,0.005816994,0.076269218,0.012059222,,40,0,40,0,,-0.017,78,1.021,0.31058,SPT_1306,"transcriptional repressor, putative",FALSE
SPT_1320,0.995346101,0.006669089,0.081664491,0.008007862,thiI,104,0,104,0,,SPT_1320,1.008498633,0.009918247,0.099590396,0.010164402,thiI,96,0,96,0,,-0.013,198,1.016,0.31066,SPT_1320,thiamine biosynthesis/tRNA modification protein ThiI,FALSE
SPT_1904,0.99613638,0.005754054,0.075855481,0.005012671,,229,0,229,0,,SPT_1904,0.988698871,0.006405491,0.080034312,0.005347517,,224,0,224,0,,0.007,451,1.015,0.31078,SPT_1904,"transcriptional regulator PlcR, putative",FALSE
SPT_0172,1.006103984,0.01199036,0.109500502,0.019991965,,30,0,30,0,,SPT_0172,0.975434288,0.014527811,0.120531368,0.022382113,,29,0,29,0,,0.031,57,1.022,0.31112,SPT_0172,bacteriocin-type signal sequence domain protein,FALSE
SPT_0629,0.998471612,0.009727369,0.098627425,0.011873347,,69,0,69,0,,SPT_0629,1.016298568,0.011391247,0.106729784,0.012942887,,68,0,68,0,,-0.018,135,1.015,0.31194,SPT_0629,DNA-binding response regulator VncR,FALSE
SPT_0565,0.998571166,0.006751464,0.082167292,0.005961042,,190,0,190,0,,SPT_0565,1.007489556,0.007841409,0.088551733,0.006492928,,186,0,186,0,,-0.009,374,1.012,0.31228,SPT_0565,BlpC ABC transporter,FALSE
