Length,Gene,mean-19F-Gluc,var-19F-Gluc,sd-19F-Gluc,se-19F-Gluc,gene,Total-19F-Gluc,Blank-19F-Gluc,Not Blank-19F-Gluc,Blank Removed-19F-Gluc,M,locus-19F,mean.19F.Kan,var-19F-Kan,sd-19F-Kan,se-19F-Kan,Total-19F-Kan,Blank-19F-Kan,Not Blank-19F-Kan,Blank Removed-19F-Kan,Value,Df,TDIST,p-value,Significance,Common Name ,Sig
669,SPT_0732,1.002,0.004,0.061,0.008,,55,0,55,0,,SPT_0732,0.988,0.006,0.079,0.011,55,0,55,0,0.014,108,1.01,0.31466,,"transcriptional regulator, putative",FALSE
783,SPT_0733,1.005,0.005,0.072,0.006,thiM,156,0,156,0,,SPT_0733,0.996,0.006,0.076,0.006,147,0,147,0,0.009,301,1.026,0.30585,,hydroxyethylthiazole kinase,FALSE
630,SPT_0734,1.016,0.006,0.076,0.006,thiE1,140,0,140,0,,SPT_0734,1.02,0.01,0.098,0.009,132,0,132,0,-0.005,270,0.427,0.66994,,thiamine-phosphate pyrophosphorylase,FALSE
561,SPT_0735,0.996,0.005,0.074,0.008,,93,0,93,0,,SPT_0735,1.017,0.006,0.076,0.008,91,0,91,0,-0.021,182,1.893,0.05995,,"ABC-type cobalt transport system, permease component",FALSE
1386,SPT_0736,1.026,0.005,0.07,0.006,,126,0,126,0,,SPT_0736,1.017,0.01,0.098,0.009,117,1,116,0,0.009,241,0.839,0.40239,,ABC transporter ATP-binding protein - cobalt or other cation transport,FALSE
651,SPT_0737,1.016,0.007,0.082,0.009,,76,0,76,0,,SPT_0737,1.017,0.018,0.133,0.015,75,2,73,0,-0.001,149,0.058,0.95368,,hypothetical protein,FALSE
693,SPT_0738,1.004,0.005,0.07,0.007,,110,0,110,0,,SPT_0738,1.012,0.005,0.07,0.007,109,0,109,0,-0.008,217,0.822,0.41216,,tena/thi-4 family,FALSE
525,SPT_0739,1.007,0.005,0.071,0.007,thiW,93,0,93,0,,SPT_0739,1.008,0.006,0.077,0.008,89,0,89,0,-0.001,180,0.102,0.91923,,ThiW protein,FALSE
804,SPT_0740,0.994,0.006,0.074,0.008,,96,0,96,0,,SPT_0740,0.987,0.008,0.088,0.009,94,0,94,0,0.006,188,0.537,0.59158,,"hydroxyethylthiazole kinase, putative",FALSE
633,SPT_0741,1.03,0.005,0.071,0.009,thiE,68,0,68,0,,SPT_0741,1.012,0.007,0.085,0.011,64,0,64,0,0.018,130,1.316,0.19045,,thiamine-phosphate pyrophosphorylase,FALSE
792,SPT_0742,1.004,0.01,0.098,0.011,thiD,75,1,74,0,,SPT_0742,1.017,0.004,0.067,0.008,73,0,73,0,-0.013,146,0.911,0.36372,,phosphomethylpyrimidine kinase,FALSE
396,SPT_0743,1.003,0.004,0.066,0.013,,27,0,27,0,,SPT_0743,1.006,0.006,0.077,0.015,27,0,27,0,-0.003,52,0.158,0.8748,,"transcriptional repressor, putative",FALSE
372,SPT_0744,0.968,0.006,0.076,0.012,,43,0,43,0,,SPT_0744,0.936,0.021,0.146,0.022,43,1,42,0,0.032,84,1.278,0.20473,,hypothetical protein,FALSE
2244,SPT_0745,0.993,0.004,0.06,0.004,,224,0,224,0,,SPT_0745,0.971,0.006,0.077,0.005,219,0,219,0,0.022,441,3.317,0.00098,,cation-transporting ATPase PacS,FALSE
1776,SPT_0746,1.026,0.009,0.097,0.007,spxB,196,1,195,0,,SPT_0746,1.015,0.018,0.135,0.01,178,5,173,0,0.012,372,0.947,0.34448,,pyruvate oxidase,FALSE
348,SPT_0747,1.011,0.005,0.073,0.011,,44,0,44,0,,SPT_0747,1.005,0.008,0.089,0.014,42,0,42,0,0.006,84,0.338,0.73604,,glyoxalase family protein,FALSE
654,SPT_0748,0.986,0.008,0.092,0.022,,18,0,18,0,,SPT_0748,1.034,0.005,0.069,0.02,12,0,12,0,-0.049,28,1.671,0.10584,,transposase family protein,FALSE
267,SPT_0749,,,,,,,,,,,SPT_0749,,,,,,,,M,,,,,,transposase,FALSE
243,SPT_0750,1.019,0,0,0,,1,0,1,0,,SPT_0750,0.997,0,0,0,1,0,1,0,,,,,,hypothetical protein,FALSE
297,SPT_0751,1.026,0.005,0.068,0.009,,56,0,56,0,,SPT_0751,1.041,0.005,0.073,0.01,55,0,55,0,-0.014,109,1.073,0.28586,,6-phospho-beta-glucosidase AscB,FALSE
945,SPT_0752,1.015,0.007,0.086,0.009,manA,94,0,94,0,,SPT_0752,0.998,0.01,0.1,0.011,89,1,88,0,0.017,181,1.241,0.21639,,"mannose-6-phosphate isomerase, class I",FALSE
1332,SPT_0753,1.008,0.006,0.077,0.007,,136,0,136,0,,SPT_0753,1.02,0.008,0.092,0.008,134,0,134,0,-0.013,268,1.244,0.21469,,sodium-dependent transporter,FALSE
981,SPT_0754,1.016,0.005,0.072,0.007,,105,0,105,0,,SPT_0754,1.011,0.006,0.075,0.007,101,0,101,0,0.005,204,0.51,0.61079,,pseudo,FALSE
590,SPT_0755,1.012,0.002,0.049,0.007,,51,0,51,0,,SPT_0755,0.981,0.006,0.079,0.011,48,0,48,0,0.031,97,2.326,0.02212,,pseudo,FALSE
1176,SPT_0756,1.029,0.006,0.074,0.007,,108,0,108,0,,SPT_0756,1.004,0.007,0.085,0.008,100,0,100,0,0.024,206,2.177,0.03065,,hypothetical protein,FALSE
846,SPT_0757,0.974,0.006,0.077,0.01,,55,0,55,0,,SPT_0757,0.849,0.026,0.16,0.023,49,2,47,0,0.125,102,4.964,0,,hypothetical protein,FALSE
558,SPT_0758,0.916,0.036,0.19,0.033,,33,1,32,0,,SPT_0758,0.759,0.099,0.315,0.058,29,7,22,0,0.157,60,2.332,0.02307,,TetR family transcriptional regulator,FALSE
468,SPT_0759,0.97,0.005,0.071,0.009,,65,0,65,0,,SPT_0759,0.945,0.008,0.088,0.011,62,0,62,0,0.025,125,1.754,0.08184,,ComE operon protein 2,FALSE
651,SPT_0760,1.004,0.007,0.086,0.011,upp,59,0,59,0,,SPT_0760,0.978,0.008,0.089,0.012,58,0,58,0,0.026,115,1.633,0.10526,,uracil phosphoribosyltransferase,FALSE
591,SPT_0761,0.422,0.15,0.387,0.173,clpP,5,2,3,0,,SPT_0761,0.258,0.062,0.249,0.176,2,1,1,0,0.164,5,0.666,0.53481,,Clp protease,FALSE
249,SPT_0762,1.007,0.006,0.08,0.011,,54,0,54,0,,SPT_0762,0.989,0.011,0.104,0.014,52,0,52,0,0.018,104,0.989,0.32512,,hypothetical protein,FALSE
1161,SPT_0763,1.028,0.007,0.085,0.007,,133,0,133,0,,SPT_0763,1.002,0.008,0.09,0.008,121,0,121,0,0.026,252,2.39,0.01757,,ABC transporter substrate-binding protein - branched chain amino acid transport,FALSE
870,SPT_0764,1.022,0.004,0.067,0.006,,122,0,122,0,,SPT_0764,1.004,0.008,0.087,0.008,118,0,118,0,0.018,238,1.754,0.08075,,"branched-chain amino acid ABC transporter, permease protein",FALSE
957,SPT_0765,1.011,0.005,0.072,0.006,,158,0,158,0,,SPT_0765,0.995,0.006,0.078,0.006,153,0,153,0,0.016,309,1.922,0.05558,,"branched-chain amino acid ABC transporter, permease protein",FALSE
765,SPT_0766,1.009,0.007,0.081,0.009,,79,0,79,0,,SPT_0766,0.99,0.007,0.086,0.01,76,0,76,0,0.018,153,1.372,0.1722,,high-affinity branched-chain amino acid transport ATP-binding proteinlivG (LIV-I protein G),FALSE
711,SPT_0767,1.034,0.005,0.072,0.01,,51,0,51,0,,SPT_0767,1.008,0.004,0.067,0.01,47,0,47,0,0.025,96,1.793,0.07615,,high-affinity branched-chain amino acid transport ATP-binding proteinlivF (LIV-I protein F),FALSE
657,SPT_0768,1.01,0.009,0.093,0.009,,103,0,103,0,,SPT_0768,1.01,0.008,0.092,0.009,94,0,94,0,0,195,0.005,0.99633,,AcuB family protein,FALSE
990,SPT_0769,,,,,prfB,,,,,,SPT_0769,,,,,,,,,,,,,,peptide chain release factor 2,FALSE
693,SPT_0770,,,,,ftsE,,,,,,SPT_0770,,,,,,,,,,,,,,cell division ATP-binding protein FtsE,FALSE
927,SPT_0771,1.027,0,0,0,,1,0,1,0,,SPT_0771,0.972,0,0,0,1,0,1,0,,,,,,"cell division ABC transporter, permease protein FtsX",FALSE
2181,SPT_0772,1.014,0.006,0.076,0.004,,290,0,290,0,,SPT_0772,0.998,0.007,0.083,0.005,273,1,272,0,0.016,561,2.361,0.01857,,"PTS system, IIABC components",FALSE
816,SPT_0773,1.038,0.006,0.075,0.007,,113,0,113,0,,SPT_0773,1.024,0.007,0.082,0.008,103,1,102,0,0.014,214,1.274,0.20389,,metal-dependent hydrolase,FALSE
1344,SPT_0774,,,,,,,,,,,SPT_0774,,,,,,,,,,,,,,DEAD-box ATP dependent DNA helicase,FALSE
1191,SPT_0775,,,,,metK,,,,,,SPT_0775,,,,,,,,,,,,,,S-adenosylmethionine synthetase,FALSE
165,SPT_0776,0.948,0.009,0.097,0.021,,21,0,21,0,,SPT_0776,0.962,0.011,0.104,0.023,21,0,21,0,-0.014,40,0.456,0.65106,,hypothetical protein,FALSE
936,SPT_0777,1.003,0.008,0.09,0.009,,94,1,93,0,,SPT_0777,0.977,0.005,0.071,0.007,94,0,94,0,0.026,186,2.187,0.02998,,dihydroorotate dehydrogenase (dihydroorotate oxidase)(dhodehase) (dhodase) (dhod),FALSE
1038,SPT_0778,,,,,holA,,,,,,SPT_0778,,,,,,,,,,,,,,"DNA polymerase III, delta subunit",FALSE
606,SPT_0779,0.971,0.006,0.078,0.012,,39,0,39,0,,SPT_0779,0.888,0.04,0.201,0.033,37,3,34,0,0.083,74,2.356,0.02114,,"superoxide dismutase, manganese-dependent",FALSE
531,SPT_0780,1.013,0.003,0.051,0.007,,50,0,50,0,,SPT_0780,1.029,0.006,0.075,0.011,48,0,48,0,-0.015,96,1.174,0.24324,,transcriptional regulator,FALSE
903,SPT_0781,1.005,0.005,0.07,0.006,,115,0,115,0,,SPT_0781,0.983,0.007,0.082,0.008,115,0,115,0,0.022,228,2.17,0.03105,,"radical SAM enzyme, Cfr family",FALSE
483,SPT_0782,0.99,0.007,0.082,0.014,,34,0,34,0,,SPT_0782,0.987,0.008,0.089,0.015,33,0,33,0,0.002,65,0.112,0.91099,,VanZF-related protein,FALSE
1542,SPT_0783,1.006,0.006,0.076,0.006,,144,0,144,0,,SPT_0783,0.994,0.008,0.089,0.008,133,1,132,0,0.012,275,1.196,0.23268,,"ABC transporter, ATP-binding protein",FALSE
804,SPT_0784,0.942,0.004,0.067,0.007,,96,0,96,0,,SPT_0784,0.939,0.012,0.111,0.012,88,2,86,0,0.002,182,0.183,0.85526,,"peptidyl-prolyl cis-trans isomerase, cyclophilin-type",FALSE
213,SPT_0785,1.005,0.006,0.076,0.013,,36,0,36,0,,SPT_0785,1.027,0.005,0.068,0.011,36,0,36,0,-0.022,70,1.301,0.19765,,hypothetical protein,FALSE
201,SPT_0786,0.972,0.003,0.056,0.014,,16,0,16,0,,SPT_0786,0.987,0.002,0.048,0.012,15,0,15,0,-0.015,29,0.821,0.41861,,hypothetical protein,FALSE
273,SPT_0787,,,,,rpsP,,,,,,SPT_0787,,,,,,,,,,,,,,ribosomal protein S16,FALSE
240,SPT_0788,0.886,0.015,0.122,0.041,,9,0,9,0,,SPT_0788,0.863,0.01,0.098,0.035,8,0,8,0,0.023,15,0.43,0.67328,,KH domain-containing protein,FALSE
1347,SPT_0789,,,,,,,,,,,SPT_0789,,,,,,,,M,,,,,,Spn1 transposase,FALSE
351,SPT_0792,,,,,,,,,,,SPT_0792,,,,,,,,M,,,,,,transposase family protein,FALSE
1410,SPT_0794,1.004,0.004,0.067,0.006,,110,0,110,0,,SPT_0794,0.991,0.005,0.073,0.007,105,0,105,0,0.014,213,1.416,0.15817,,pseudo,FALSE
978,SPT_0795,1.008,0.006,0.079,0.008,,95,0,95,0,,SPT_0795,0.989,0.009,0.094,0.01,86,0,86,0,0.019,179,1.497,0.13625,,Gfo/Idh/MocA family oxidoreductase,FALSE
378,SPT_0796,0.986,0.008,0.088,0.011,,59,0,59,0,,SPT_0796,1.006,0.011,0.105,0.014,60,0,60,0,-0.021,117,1.16,0.2485,,hypothetical protein,FALSE
1443,SPT_0797,0.898,0.008,0.088,0.007,,142,0,142,0,,SPT_0797,0.928,0.018,0.135,0.012,132,2,130,0,-0.031,272,2.212,0.0278,,peptidoglycan GlcNAc deacetylase,FALSE
843,SPT_0798,1.019,0.008,0.088,0.01,,71,0,71,0,,SPT_0798,1.015,0.009,0.095,0.012,68,0,68,0,0.004,137,0.257,0.79762,,"2,5-diketo-d-gluconic acid reductase a (2,5-dkgreductase a) (2,5-dkgr a) (25dkgr-a) (akr5c)",FALSE
762,SPT_0799,0.991,0.008,0.087,0.008,,112,0,112,0,,SPT_0799,0.995,0.009,0.093,0.009,102,0,102,0,-0.004,212,0.353,0.72451,,hypothetical protein,FALSE
918,SPT_0800,,,,,glyQ,,,,,,SPT_0800,,,,,,,,,,,,,,glycyl-tRNA synthetase alpha chain (Glycine--tRNA ligasealpha chain) (GlyRS),FALSE
2037,SPT_0801,,,,,glyS,,,,,,SPT_0801,,,,,,,,,,,,,,glycyl-tRNA synthetase subunit beta,FALSE
258,SPT_0802,0.946,0.013,0.113,0.03,,14,0,14,0,,SPT_0802,0.892,0.039,0.199,0.06,11,1,10,0,0.054,23,0.806,0.42843,,hypothetical protein,FALSE
1245,SPT_0803,1.011,0.006,0.08,0.006,,164,0,164,0,,SPT_0803,1.01,0.01,0.101,0.008,163,1,162,0,0.001,325,0.139,0.88988,,"oxidoreductase, putative",FALSE
606,SPT_0804,0.987,0.006,0.078,0.01,,57,0,57,0,,SPT_0804,0.968,0.016,0.127,0.017,58,1,57,0,0.019,113,0.971,0.33352,,"oxidoreductase, putative",FALSE
924,SPT_0805,1,0.004,0.062,0.007,,70,0,70,0,,SPT_0805,0.991,0.007,0.086,0.01,72,0,72,0,0.009,140,0.75,0.45422,,"thiamine biosynthesis protein ApbE, putative",FALSE
1380,SPT_0806,1.002,0.005,0.071,0.006,,122,0,122,0,,SPT_0806,0.967,0.01,0.099,0.009,113,1,112,0,0.035,233,3.12,0.00204,,NADH oxidase,FALSE
876,SPT_0807,1.025,0.003,0.053,0.006,,74,0,74,0,,SPT_0807,1.006,0.002,0.047,0.006,71,0,71,0,0.02,143,2.348,0.02022,,pyridoxine biosynthesis protein,FALSE
582,SPT_0808,1.019,0.005,0.07,0.009,,55,0,55,0,,SPT_0808,1.014,0.014,0.116,0.016,54,1,53,0,0.005,107,0.283,0.77803,,SNO glutamine amidotransferase family superfamily,FALSE
648,SPT_0809,0.934,0.006,0.078,0.009,,80,0,80,0,,SPT_0809,0.839,0.037,0.193,0.024,63,3,60,0,0.095,141,3.678,0.00033,,hemolysin,FALSE
447,SPT_0810,1.009,0.006,0.079,0.009,,73,0,73,0,,SPT_0810,0.993,0.005,0.072,0.009,69,0,69,0,0.016,140,1.245,0.21538,,hypothetical protein,FALSE
495,SPT_0811,1.004,0.015,0.121,0.015,,64,0,64,0,,SPT_0811,0.976,0.006,0.077,0.01,62,0,62,0,0.028,124,1.585,0.11561,,"acetyltransferase, gnat family",FALSE
531,SPT_0812,1.004,0.006,0.08,0.01,,63,0,63,0,,SPT_0812,0.989,0.009,0.097,0.013,58,0,58,0,0.015,119,0.953,0.34261,,O6-methylguanine-DNA methyltransferase,FALSE
357,SPT_0813,1.026,0.006,0.074,0.012,,36,0,36,0,,SPT_0813,1.006,0.006,0.076,0.013,34,0,34,0,0.019,68,1.07,0.28856,,arsenate reductase,FALSE
801,SPT_0814,0.84,0,0,0,,1,0,1,0,,SPT_0814,0.797,0,0,0,1,0,1,0,,,,,,ABC transporter membrane-spanning permease - aspartate/glutamate transport,FALSE
744,SPT_0815,,,,,,,,,,,SPT_0815,,,,,,,,,,,,,,L-cystine import ATP-binding protein TcyN,FALSE
225,SPT_0816,0.616,0.02,0.142,0.054,,7,0,7,0,,SPT_0816,0.602,0.095,0.308,0.154,4,1,3,0,0.014,9,0.088,0.93169,,hypothetical protein,FALSE
912,SPT_0817,,,,,trxB,,,,,,SPT_0817,,,,,,,,,,,,,,thioredoxin-disulfide reductase,FALSE
729,SPT_0818,0.977,0.007,0.083,0.009,,81,0,81,0,,SPT_0818,0.954,0.005,0.072,0.008,79,0,79,0,0.023,158,1.883,0.06154,,"RNA methyltransferase, TrmH family, group 3",FALSE
612,SPT_0819,0.988,0.001,0.025,0.01,def,6,0,6,0,,SPT_0819,0.963,0.001,0.025,0.01,6,0,6,0,0.024,10,1.699,0.12017,,peptide deformylase,FALSE
114,SPT_0820,1.029,0.003,0.05,0.013,,14,0,14,0,,SPT_0820,0.98,0.008,0.087,0.023,14,0,14,0,0.049,26,1.841,0.07708,,hypothetical protein,FALSE
1370,SPT_0822,1.005,0.005,0.073,0.006,,152,0,152,0,,SPT_0822,0.999,0.009,0.096,0.008,144,2,142,0,0.006,294,0.645,0.51927,,pseudo,FALSE
828,SPT_0823,0.997,0.003,0.057,0.008,,47,0,47,0,,SPT_0823,0.98,0.009,0.093,0.014,46,0,46,0,0.017,91,1.036,0.30288,,Cof family protein,FALSE
636,SPT_0824,1.012,0.006,0.08,0.008,,89,0,89,0,,SPT_0824,1.01,0.012,0.109,0.012,86,1,85,0,0.002,173,0.13,0.89634,,"platelet activating factor, putative",FALSE
726,SPT_0825,1.001,0.007,0.082,0.008,,97,0,97,0,,SPT_0825,1.012,0.01,0.101,0.011,92,0,92,0,-0.011,187,0.848,0.39742,,C3-degrading proteinase,FALSE
936,SPT_0826,1.002,0.005,0.073,0.007,,115,0,115,0,,SPT_0826,0.985,0.008,0.089,0.008,112,0,112,0,0.017,225,1.562,0.11967,,beta-lactamase,FALSE
897,SPT_0827,1.006,0.006,0.076,0.008,,92,0,92,0,,SPT_0827,1.013,0.008,0.091,0.009,93,0,93,0,-0.007,183,0.609,0.54331,,membrane protein,FALSE
699,SPT_0828,0.897,0.005,0.072,0.01,,49,0,49,0,,SPT_0828,0.875,0.018,0.135,0.021,43,1,42,0,0.022,90,0.937,0.35148,,GntR family transcriptional regulator,FALSE
1563,SPT_0829,0.452,0.059,0.242,0.036,guaA,44,10,34,0,,SPT_0829,0.31,0.117,0.342,0.06,32,18,14,0,0.142,74,2.014,0.04766,,GMP synthase,FALSE
,SPT_0832,,,,,,,,,,,SPT_0832,,,,,,,,,,,,,,,FALSE
147,SPT_0833,1.049,0.008,0.091,0.02,,20,0,20,0,,SPT_0833,1.07,0.005,0.071,0.016,19,0,19,0,-0.021,37,0.817,0.419,,hypothetical protein,FALSE
993,SPT_0834,0.993,0.006,0.081,0.006,,167,0,167,0,,SPT_0834,0.991,0.006,0.076,0.006,156,0,156,0,0.002,321,0.209,0.83487,,"transcriptional regulator, AraC family",FALSE
1755,SPT_0835,1.001,0.007,0.082,0.004,,333,0,333,0,,SPT_0835,0.99,0.013,0.114,0.006,317,2,315,0,0.011,648,1.359,0.1746,,"ABC transporter, ATP-binding/permease protein",FALSE
1722,SPT_0836,0.986,0.012,0.111,0.007,,254,1,253,0,,SPT_0836,1.003,0.011,0.106,0.007,240,1,239,0,-0.017,492,1.78,0.07575,,"ABC transporter, ATP-binding protein",FALSE
585,SPT_0837,1.001,0.007,0.081,0.007,,151,0,151,0,,SPT_0837,1.002,0.008,0.091,0.007,148,1,147,0,-0.001,297,0.101,0.91939,,hypothetical protein,FALSE
696,SPT_0838,1.005,0.004,0.066,0.005,,160,0,160,0,,SPT_0838,0.979,0.01,0.101,0.008,153,2,151,0,0.026,311,2.685,0.00765,,hypothetical protein,FALSE
1365,SPT_0839,0.998,0.006,0.081,0.006,,207,0,207,0,,SPT_0839,1.004,0.011,0.104,0.007,199,1,198,0,-0.006,404,0.654,0.51336,,"ABC transporter, ATP-binding protein",FALSE
882,SPT_0842,1.007,0.006,0.081,0.012,,49,0,49,0,,SPT_0842,0.987,0.009,0.093,0.014,46,0,46,0,0.02,93,1.109,0.27021,,pseudo,FALSE
1191,SPT_0843,0.99,0.009,0.092,0.006,,230,0,230,0,,SPT_0843,1.008,0.009,0.096,0.007,217,0,217,0,-0.018,445,2.017,0.04426,,"type II DNA modification methyltransferase, putative",FALSE
726,SPT_0845,0.991,0.005,0.073,0.007,,118,0,118,0,,SPT_0845,0.978,0.009,0.094,0.009,107,0,107,0,0.013,223,1.162,0.24666,,pseudo,FALSE
1287,SPT_0846,1.013,0.011,0.106,0.011,,100,0,100,0,,SPT_0846,0.948,0.006,0.079,0.008,90,0,90,0,0.065,188,4.813,0,,"peptidase, U32 family protein",FALSE
150,SPT_0847,1.003,0.001,0.035,0.01,,13,0,13,0,,SPT_0847,1.004,0.007,0.083,0.022,14,0,14,0,-0.001,25,0.041,0.96732,,hypothetical protein,FALSE
726,SPT_0848,0.999,0.007,0.081,0.019,,19,0,19,0,,SPT_0848,0.979,0.005,0.07,0.016,19,0,19,0,0.02,36,0.827,0.41341,,"peptidase, U32 family",FALSE
723,SPT_0849,1.005,0.005,0.071,0.007,,101,0,101,0,,SPT_0849,1.005,0.013,0.115,0.012,98,1,97,0,0,197,0.025,0.97973,,"ABC transporter, ATP-binding protein",FALSE
729,SPT_0850,0.999,0.006,0.076,0.005,,190,0,190,0,,SPT_0850,1.015,0.008,0.09,0.007,183,0,183,0,-0.016,371,1.863,0.0633,,hypothetical protein,FALSE
210,SPT_0851,0.994,0.003,0.055,0.016,,12,0,12,0,,SPT_0851,0.956,0.005,0.072,0.022,11,0,11,0,0.038,21,1.411,0.17283,,"transcriptional repressor, putative",FALSE
489,SPT_0852,1.001,0.004,0.066,0.007,,94,0,94,0,,SPT_0852,1,0.005,0.071,0.008,89,0,89,0,0.001,181,0.056,0.95554,,hypothetical protein,FALSE
1461,SPT_0853,0.268,0.165,0.406,0.087,pncB,22,17,5,0,,SPT_0853,0.175,0.111,0.333,0.086,15,12,3,0,0.094,35,0.767,0.44827,,nicotinate phosphoribosyltransferase,FALSE
825,SPT_0854,,,,,nadE,,,,,,SPT_0854,,,,,,,,,,,,,,NAD synthetase,FALSE
552,SPT_0855,0.997,0.006,0.074,0.009,,67,0,67,0,,SPT_0855,0.995,0.004,0.066,0.009,59,0,59,0,0.002,124,0.135,0.89253,,"acetyltransferase, gnat family",FALSE
390,SPT_0856,1.006,0.005,0.074,0.01,,57,0,57,0,,SPT_0856,0.97,0.015,0.124,0.016,58,1,57,0,0.035,113,1.848,0.06719,,choline binding protein,FALSE
1347,SPT_0857,,,,,,,,,,,SPT_0857,,,,,,,,M,,,,,,Spn1 transposase,FALSE
1029,SPT_0858,1.01,0.004,0.059,0.008,queA,58,0,58,0,,SPT_0858,1.004,0.005,0.069,0.009,56,0,56,0,0.006,112,0.511,0.6104,,S-adenosylmethionine:tRNA ribosyltransferase-isomerase,FALSE
708,SPT_0859,1.011,0.008,0.091,0.013,,47,0,47,0,,SPT_0859,1,0.011,0.105,0.016,45,0,45,0,0.011,90,0.537,0.59272,,glucosamine-6-phosphate isomerase,FALSE
177,SPT_0860,,,,,rpsU,,,,,,SPT_0860,,,,,,,,,,,,,,ribosomal protein S21,FALSE
936,SPT_0861,,,,,hprK,,,,,,SPT_0861,,,,,,,,,,,,,,HPr kinase/phosphorylase,FALSE
384,SPT_0863,0.931,0.005,0.067,0.012,,33,0,33,0,,SPT_0863,0.79,0.031,0.176,0.031,32,1,31,0,0.141,63,4.226,0.00008,,hypothetical protein,FALSE
390,SPT_0864,1.001,0.006,0.08,0.016,,25,0,25,0,,SPT_0864,0.95,0.007,0.086,0.017,25,0,25,0,0.051,48,2.16,0.03579,,hypothetical protein,FALSE
1131,SPT_0865,1,0.006,0.077,0.007,,110,0,110,0,,SPT_0865,0.96,0.013,0.112,0.011,100,1,99,0,0.04,208,2.977,0.00326,,putative oxygen-independent coproporphyrinogen III oxidase,FALSE
738,SPT_0866,1.005,0.006,0.075,0.008,,78,0,78,0,,SPT_0866,0.995,0.008,0.088,0.01,74,0,74,0,0.009,150,0.704,0.48258,,acyl-acyl-carrier protein thioesterase,FALSE
774,SPT_0867,1.019,0.006,0.08,0.009,,77,0,77,0,,SPT_0867,0.97,0.011,0.103,0.012,68,0,68,0,0.049,143,3.186,0.00177,,HAD-superfamily subfamily IIA hydrolase,FALSE
618,SPT_0868,1.024,0.006,0.078,0.01,,56,0,56,0,,SPT_0868,0.935,0.018,0.133,0.019,51,1,50,0,0.089,105,4.169,0.00006,,integral membrane protein,FALSE
402,SPT_0869,,,,,spxA,,,,,,SPT_0869,,,,,,,,,,,,,,regulatory protein spx,FALSE
279,SPT_0870,1.025,0.009,0.096,0.018,,29,0,29,0,,SPT_0870,1.005,0.011,0.103,0.019,28,0,28,0,0.02,55,0.762,0.44939,,hypothetical protein,FALSE
774,SPT_0871,0.981,0.006,0.078,0.011,,52,0,52,0,,SPT_0871,0.924,0.016,0.126,0.018,47,1,46,0,0.056,97,2.652,0.00936,,inositol monophosphatase family protein,FALSE
114,SPT_0873,0.983,0.009,0.096,0.03,,10,0,10,0,,SPT_0873,0.932,0.006,0.078,0.032,6,0,6,0,0.051,14,1.154,0.26783,,hypothetical protein,FALSE
879,SPT_0874,1.005,0.004,0.062,0.006,,104,0,104,0,,SPT_0874,0.961,0.008,0.09,0.01,88,0,88,0,0.044,190,3.839,0.00017,,phosphate-binding protein PstS 1 (PBP 1),FALSE
918,SPT_0875,0.994,0.006,0.078,0.01,pstC1,62,0,62,0,,SPT_0875,0.982,0.008,0.091,0.012,59,0,59,0,0.013,119,0.822,0.4125,,"phosphate ABC transporter, permease protein, putative",FALSE
885,SPT_0876,1.02,0.005,0.069,0.008,pstA1,83,0,83,0,,SPT_0876,0.978,0.006,0.08,0.009,73,0,73,0,0.042,154,3.507,0.00059,,"phosphate ABC transporter, permease protein, putative",FALSE
804,SPT_0877,1.018,0.003,0.057,0.006,pstB1,99,0,99,0,,SPT_0877,0.975,0.008,0.09,0.01,86,0,86,0,0.043,183,3.827,0.00018,,"phosphate ABC transporter, ATP-binding protein, putative",FALSE
759,SPT_0878,1.036,0.007,0.081,0.009,pstB2,90,0,90,0,,SPT_0878,1.014,0.012,0.109,0.012,86,1,85,0,0.021,174,1.478,0.14132,,"phosphate ABC transporter, ATP-binding protein, putative",FALSE
654,SPT_0879,0.982,0.012,0.109,0.016,phoU1,49,0,49,0,,SPT_0879,0.906,0.027,0.165,0.024,46,2,44,0,0.076,93,2.614,0.01043,,phosphate transport system regulatory protein PhoU,FALSE
816,SPT_0880,1.037,0.01,0.098,0.01,,92,0,92,0,,SPT_0880,1.047,0.006,0.075,0.008,91,0,91,0,-0.01,181,0.791,0.42995,,"amino acid ABC transporter, amino acid-binding protein",FALSE
1272,SPT_0881,1.023,0.004,0.063,0.005,,158,0,158,0,,SPT_0881,1.019,0.005,0.068,0.005,153,0,153,0,0.005,309,0.607,0.54413,,transcriptional regulator GntR family,FALSE
732,SPT_0882,1.03,0.004,0.064,0.007,,74,0,74,0,,SPT_0882,1.02,0.006,0.077,0.009,74,0,74,0,0.01,146,0.836,0.4046,,alpha-acetolactate decarboxylase,FALSE
753,SPT_0884,1.024,0.006,0.076,0.007,,107,0,107,0,,SPT_0884,1.036,0.006,0.08,0.008,103,0,103,0,-0.011,208,1.053,0.29367,,hypothetical protein,FALSE
951,SPT_0885,,,,,murB,,,,,,SPT_0885,,,,,,,,,,,,,,UDP-N-acetylenolpyruvoylglucosamine reductase,FALSE
1158,SPT_0886,1.02,0.005,0.071,0.009,,59,0,59,0,,SPT_0886,1.006,0.008,0.088,0.012,58,0,58,0,0.014,115,0.917,0.36101,,"spermidine/putrescine ABC transporter, ATP-binding protein",FALSE
