Gene,start,end,strand,na_length,gene.name,product
Rv0975c,1087348,1088496,-,1149,fadE13,"Citronellyl-CoA dehydrogenase @ Acyl-CoA dehydrogenase (EC 1.3.8.-), Mycobacterial subgroup FadE13"
Rv0976c,1088493,1090175,-,1683,,Terpene utilization protein AtuA
Rv0977,1090373,1093144,+,2772,PE_PGRS16,PE_PGRS family protein => PE_PGRS16
Rv0978c,1093361,1094401,-,1041,PE_PGRS17,PE_PGRS family protein => PE_PGRS17
Rv0979A,1094886,1095059,+,174,rpmF,"LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-independent"
Rv0980c,1095078,1096496,-,1419,PE_PGRS18,PE_PGRS family protein => PE_PGRS18
Rv0981,1096822,1097508,+,687,mprA,Mycobacterial persistence response regulator MprA
Rv0982,1097580,1099022,+,1443,mprB,Two component system sensor histidine kinase MprB
Rv0983,1099366,1100460,+,1095,pepD,Probable secreted or membrane serine protease Rv0983
Rv0984,1100460,1101005,+,546,moaB2,Molybdopterin adenylyltransferase (EC 2.7.7.75)
Rv0985c,1101025,1101480,-,456,mscL,Large-conductance mechanosensitive channel
Rv0986,1101803,1102549,+,747,,AttE component of AttEFGH ABC transport system
Rv0987,1102542,1105109,+,2568,,AttF component of AttEFGH ABC transport system / AttG component of AttEFGH ABC transport system
Rv0988,1105116,1106276,+,1161,,AttH component of AttEFGH ABC transport system
Rv0989c,1106405,1107382,-,978,grcC2,Solanesyl diphosphate synthase (EC 2.5.1.11)
Rv0990c,1107443,1108099,-,657,,Heat shock protein 22.5 (Hsp22.5)
Rv0991c,1108172,1108504,-,333,,"Putative regulatory protein, FmdB family"
Rv0992c,1108578,1109303,-,726,,5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)
Rv0993,1109272,1110192,+,921,galU,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9)
Rv0994,1110278,1111549,+,1272,moeA1,Molybdopterin molybdenumtransferase (EC 2.10.1.1)
Rv0995,1111612,1112223,+,612,rimJ,Ribosomal-protein-S5p-alanine acetyltransferase (EC 2.3.1.128)
Rv0996,1112384,1113460,+,1077,,FIG037137: Putative conserved transmembrane protein
Rv0998,1114799,1115749,+,951,,"Protein lysine acetyltransferase Pat (EC 2.3.1.-), Mycobacterial type"
Rv0999,1115767,1116525,+,759,,hypothetical protein
Rv1000c,1116531,1117148,-,618,,Alkylated DNA repair protein AlkB
Rv1001,1117185,1118393,+,1209,arcA,Arginine deiminase (EC 3.5.3.6)
Rv1002c,1118428,1119939,-,1512,,Protein-O-mannosyltransferase
Rv1003,1120022,1120879,+,858,,16S rRNA (cytidine(1402)-2'-O)-methyltransferase (EC 2.1.1.198)
Rv1004c,1120889,1122097,-,1209,,elastin
Rv1005c,1122222,1123847,-,1626,pabB,"Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)"
Rv1006,1123831,1125417,+,1587,,hypothetical protein
Rv1007c,1125444,1127003,-,1560,metG,Methionyl-tRNA synthetase (EC 6.1.1.10)
Rv1008,1127089,1127883,+,795,tatD,Uncharacterized metal-dependent hydrolase YcfH
Rv1009,1128091,1129179,+,1089,rpfB,Resuscitation-promoting factor RpfB
Rv1010,1129152,1130105,+,954,ksgA,SSU rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase (EC 2.1.1.182)
Rv1011,1130155,1131111,+,957,ispE,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)
Rv1013,1131625,1133259,+,1635,pks16,CoA ligase
Rv1014c,1133333,1133908,-,576,pth,Peptidyl-tRNA hydrolase (EC 3.1.1.29)
Rv1015c,1133921,1134568,-,648,rplY,LSU ribosomal protein L25p
Rv1016c,1134785,1135300,-,516,lpqT,Lipoprotein LpqT
Rv1017c,1135501,1136481,-,981,prsA,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1)
Rv1018c,1136573,1138060,-,1488,glmU,N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23) / Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)
Rvnt16,1138076,1138147,-,72,,tRNA-Gln-TTG
Rv1019,1138315,1138908,+,594,,"Transcriptional regulator, AcrR family"
Rv1020,1138967,1142671,+,3705,mfd,Transcription-repair coupling factor
Rv1021,1142668,1143648,+,981,,Nucleoside triphosphate pyrophosphohydrolase MazG (EC 3.6.1.8)
Rv1022,1143736,1144467,+,732,lpqU,Lipoprotein LpqU
Rv1023,1144564,1145853,+,1290,eno,Enolase (EC 4.2.1.11)
Rv1024,1145858,1146544,+,687,,"Cell division protein DivIC (FtsB), stabilizes FtsL against RasP cleavage"
Rv1025,1146561,1147028,+,468,,FIG004853: possible toxin to DivIC
Rv1026,1147019,1147978,+,960,,Exopolyphosphatase (EC 3.6.1.11)
Rv1027c,1148427,1149107,-,681,kdpE,DNA-binding response regulator KdpE
Rv1028c,1149104,1151686,-,2583,kdpD,Osmosensitive K+ channel histidine kinase KdpD
Rv1029,1152012,1153727,+,1716,kdpA,Potassium-transporting ATPase A chain (EC 3.6.3.12) (TC 3.A.3.7.1)
Rv1030,1153739,1155853,+,2115,kdpB,Potassium-transporting ATPase B chain (EC 3.6.3.12) (TC 3.A.3.7.1)
Rv1031,1155883,1156422,+,540,kdpC,Potassium-transporting ATPase C chain (EC 3.6.3.12) (TC 3.A.3.7.1)
Rv1032c,1156426,1157886,-,1461,trcS,Two component system sensor histidine kinase TrcS
Rv1033c,1157963,1158736,-,774,trcR,Two component system response regulator TrcR
Rv1034c,1158918,1159409,-,492,,Transposase
Rv1035c,1159375,1160061,-,687,,Transposase
Rv1036c,1160095,1160418,-,324,,Transposase
Rv1037c,1160544,1160828,-,285,esxI,ESAT-6-like protein EsxI
Rv1038c,1160855,1161151,-,297,esxJ,ESAT-6-like protein EsxK
Rv1039c,1161297,1162400,-,1104,PPE15,"PPE family protein, SVP subgroup => PPE15"
Rv1040c,1162549,1163376,-,828,PE8,PE family protein => PE8
Rv1041c,1164572,1165009,-,438,,Mobile element protein
Rv1042c,1165092,1165490,-,399,,Mobile element protein
Rv1043c,1165781,1166806,-,1026,,hypothetical protein
Rv1044,1167359,1167676,+,318,,Protein co-occurring with FIG00645039: hypothetical protein with HTH-domain
Rv1045,1167673,1168554,+,882,,FIG00645039: hypothetical protein with HTH-domain
Rv1046c,1168704,1169423,-,720,,hypothetical protein
Rv1047,1169375,1170670,+,1296,,Mobile element protein
Rv1048c,1171038,1171796,-,759,,hypothetical protein
Rv1049,1172386,1172832,+,447,,"Transcriptional regulator, MarR family"
Rv1050,1172908,1173786,+,879,,Short-chain dehydrogenase/reductase SDR
Rv1051c,1173945,1174700,-,756,,FIG00645039: hypothetical protein with HTH-domain
Rv1052,1175861,1176112,+,252,,hypothetical protein
Rv1053c,1176011,1176286,-,276,,Mobile element protein
Rv1054,1177024,1177242,+,219,,Integrase
Rvnt17,1177396,1177469,+,74,,tRNA-Leu-TAA
Rv1056,1177712,1178392,+,681,,hypothetical protein
Rv1057,1179396,1180577,+,1182,,hypothetical protein
Rv1058,1180684,1182315,+,1632,fadD14,"CoA ligase @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD14"
Rv1059,1182397,1183455,+,1059,,Oxidoreductase
Rv1060,1183508,1183981,+,474,,hypothetical protein
Rv1061,1184033,1184878,+,846,,Glutamine amidotransferases class-II
Rv1062,1184883,1185740,+,858,,"Phospholipase, patatin family protein"
Rv1063c,1185741,1186823,-,1083,,FIG00613342: Bacterial patatin-like phospholipase domain containing protein
Rv1064c,1186904,1187323,-,420,lpqV,Putative lipoprotein LpqV
Rv1065,1187540,1188001,+,462,,Cysteine dioxygenase (EC 1.13.11.20)
Rv1066,1187998,1188393,+,396,,"Rhodanese-related sulfurtransferase, 1 domain"
Rv1067c,1188421,1190424,-,2004,PE_PGRS19,PE_PGRS family protein => PE_PGRS19
Rv1068c,1190757,1192157,-,1401,PE_PGRS20,PE_PGRS family protein => PE_PGRS20
Rv1069c,1192510,1194273,-,1764,,Predicted membrane protein (DUF2319)
Rv1070c,1194270,1195043,-,774,echA8,Enoyl-CoA hydratase (EC 4.2.1.17) => degradation of branched-chain amino acids and alpha-keto acids
Rv1071c,1195055,1196092,-,1038,echA9,3-hydroxyisobutyryl-CoA hydrolase (EC 3.1.2.4)
Rv1072,1196279,1197115,+,837,,FIG00543890: possible membrane protein
Rv1073,1197222,1198082,+,861,,hypothetical protein
Rv1074c,1198156,1199322,-,1167,fadA3,3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)
Rv1075c,1199426,1200376,-,951,,SGNH hydrolase family
Rv1076,1200593,1201660,+,1068,lipU,Esterase/lipase Rv1076/Rv3487c
Rv1077,1201717,1203111,+,1395,cbs,Cystathionine beta-synthase (EC 4.2.1.22)
Rv1078,1203298,1204035,+,738,pra,Proline-rich antigen homolog
Rv1079,1204067,1205233,+,1167,metB,Cystathionine gamma-lyase (EC 4.4.1.1)
Rv1080c,1205304,1205798,-,495,greA,Transcription elongation factor GreA
Rv1081c,1205984,1206325,-,342,,putative membrane protein
Rv1082,1206520,1207386,+,867,mca,Mycothiol S-conjugate amidase Mca
Rv1083,1207383,1207649,+,267,,hypothetical protein
Rv1084,1207717,1209657,+,1941,,Uncharacterized protein YyaL
Rv1085c,1209756,1210532,-,777,,"FIG01964566: Predicted membrane protein, hemolysin III homolog"
Rv1086,1210772,1211383,+,612,,"(2E,6Z)-farnesyl diphosphate synthase (EC 2.5.1.68)"
Rv1087,1211560,1213863,+,2304,PE_PGRS21,PE_PGRS family protein => PE_PGRS21
Rv1087A,1214049,1214360,+,312,,Undecaprenyl diphosphate synthase (EC 2.5.1.31)
Rv1088,1214495,1214947,+,453,PE9,PE family protein => PE9
Rv1089,1214826,1215131,+,306,PE10,PE family protein => PE10
Rv1090,1215599,1216054,+,456,celA2b,hypothetical protein
Rv1091,1216469,1219030,+,2562,PE_PGRS22,PE_PGRS family protein => PE_PGRS22
Rv1092c,1219248,1220120,-,873,coaA,Pantothenate kinase (EC 2.7.1.33)
Rv1093,1220538,1221854,+,1317,glyA,Serine hydroxymethyltransferase (EC 2.1.2.1)
Rv1094,1221935,1222786,+,852,desA2,Acyl-[acyl-carrier protein] desaturase DesA2 (EC 1.14.19.2)
Rv1095,1222997,1224298,+,1302,phoH2,Predicted ATPase related to phosphate starvation-inducible protein PhoH
Rv1096,1224385,1225260,+,876,,Possible glycosyl hydrolase (EC 3.-.-.-)
Rv1097c,1225263,1226144,-,882,,hypothetical protein
Rv1098c,1226141,1227565,-,1425,fumC,Fumarate hydratase class II (EC 4.2.1.2)
Rv1099c,1227596,1228684,-,1089,glpX,"Fructose-1,6-bisphosphatase, GlpX type (EC 3.1.3.11)"
Rv1100,1228740,1229384,+,645,,Uncharacterized protien Rv1100
Rv1101c,1229391,1230548,-,1158,,FIG00818075: possible membrane protein
Rv1102c,1230660,1230971,-,312,,"Death on curing protein, Doc toxin"
Rv1103c,1230971,1231183,-,213,,"Prevent host death protein, Phd antitoxin"
Rv1104,1231301,1231990,+,690,,Carboxylesterase (EC 3.1.1.1)
Rv1105,1232476,1232826,+,351,,Carboxylesterase (EC 3.1.1.1)
Rv1106c,1232844,1233944,-,1101,,3-beta-hydroxy-Delta(5)-steroid dehydrogenase (EC 1.1.1.145) @ Steroid Delta(5)->Delta(4)-isomerase (EC 5.3.3.1)
Rv1107c,1233966,1234121,-,156,xseB,Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
Rv1108c,1234213,1235460,-,1248,xseA,Exodeoxyribonuclease VII large subunit (EC 3.1.11.6)
Rv1109c,1235457,1236095,-,639,,Uncharacterized protein Rv1109c
Rv1110,1236158,1237192,+,1035,ispH,4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.7.4)
Rv1111c,1237209,1238192,-,984,,Rhomboid family protein
Rv1112,1238255,1239328,+,1074,,GTP-binding and nucleic acid-binding protein YchF
Rv1113,1239428,1239613,+,186,,"Antitoxin VapB32 @ Antitoxin to Toxin 1, PIN domain"
Rv1114,1239610,1239984,+,375,,"Toxin VapC32 @ Toxin 1, PIN domain"
Rv1115,1240244,1240885,+,642,,hypothetical protein Rv1115
Rv1116A,1241115,1241390,-,276,,PE family protein
Rv1117,1241633,1241956,+,324,,hypothetical protein
Rv1118c,1241971,1242681,-,711,,hypothetical protein Rv1118c
Rv1119c,1242864,1243013,-,150,,Adenylate cyclase (EC 4.6.1.1)
Rv1120c,1243010,1243504,-,495,,Adenylate cyclase (EC 4.6.1.1)
Rv1121,1243707,1245107,+,1401,zwf1,Glucose-6-phosphate 1-dehydrogenase (EC 1.1.1.49)
Rv1122,1245207,1246151,+,945,gnd2,"6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)"
Rv1123c,1246144,1246890,-,747,bpoB,"Hydrolase Rv1123c, alpha/beta fold family"
Rv1124,1247172,1248077,+,906,ephC,Epoxide hydrolase (EC 3.3.2.9)
Rv1125,1248082,1249326,+,1245,,hypothetical protein Rv1125
Rv1126c,1249330,1249935,-,606,,hypothetical protein
Rv1127c,1249932,1251404,-,1473,ppdK,"Pyruvate,phosphate dikinase (EC 2.7.9.1)"
Rv1128c,1251617,1252930,-,1314,,13E12 repeat family protein
Rv1129c,1253074,1254435,-,1362,,XRE family transcriptional regulator MSMEG_6643
Rv1130,1254609,1256135,+,1527,,2-methylcitrate dehydratase (EC 4.2.1.79)
Rv1131,1256132,1257313,+,1182,gltA1,2-methylcitrate synthase (EC 2.3.3.5)
Rv1132,1257325,1259055,+,1731,,putative membrane protein
Rv1133c,1259067,1261346,-,2280,metE,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)
Rv1134,1261922,1262158,+,237,,hypothetical protein
Rv1135c,1262272,1264128,-,1857,PPE16,"PPE family protein, MPTR subgroup => PPE16"
Rv1135A,1264338,1264556,+,219,,Acetyl-CoA acetyltransferase (EC 2.3.1.9)
Rv1136,1264606,1264947,+,342,,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv1138c,1265472,1266488,-,1017,,Putative oxidoreductase
Rv1139c,1266485,1266985,-,501,,hypothetical protein
Rv1140,1267473,1268195,+,723,,Integral membrane protein
Rv1141c,1268203,1269009,-,807,echA11,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv1142c,1269152,1269958,-,807,echA10,Enoyl-CoA hydratase (EC 4.2.1.17)
Rv1143,1269957,1271144,+,1188,mcr,Alpha-methylacyl-CoA racemase (EC 5.1.99.4)
Rv1144,1271156,1271908,+,753,,Short-chain dehydrogenase/reductase SDR
Rv1145,1272423,1273334,+,912,mmpL13a,Transmembrane transport protein MmpL13
Rv1146,1273286,1274767,+,1482,mmpL13b,Transmembrane transport protein MmpL13
Rv1147,1274900,1275550,+,651,,SAM-dependent methyltransferase
Rv1148c,1276300,1277799,-,1500,,13E12 repeat family protein
Rv1149,1277902,1278300,+,399,,Mobile element protein
Rv1151c,1278904,1279611,-,708,,NAD-dependent protein deacetylase of SIR2 family
Rv1152,1279655,1280020,+,366,,"Transcriptional regulator, GntR family"
Rv1153c,1279998,1280846,-,849,omt,Tetracenomycin polyketide synthesis O-methyltransferase TcmP
Rv1154c,1280843,1281430,-,588,,hypothetical protein
Rv1155,1281429,1281872,+,444,,"F420H2-dependent reductase, Rv1155"
Rv1156,1282306,1282893,+,588,,hypothetical protein
Rv1157c,1283056,1284171,-,1116,,hypothetical protein
Rv1158c,1284179,1284862,-,684,,Conserved alanine and proline rich protein
Rv1159,1285124,1286287,+,1164,pimE,Mannosyltransferase PimE
Rv1159A,1286284,1286562,-,279,phhB,Pterin-4-alpha-carbinolamine dehydratase (EC 4.2.1.96)
Rv1160,1286595,1287020,+,426,mutT2,"Mutator MutT protein (7,8-dihydro-8-oxoguanine-triphosphatase) (EC 3.6.1.-)"
Rv1161,1287328,1291026,+,3699,narG,Respiratory nitrate reductase alpha chain (EC 1.7.99.4)
Rv1162,1291065,1292741,+,1677,narH,Respiratory nitrate reductase beta chain (EC 1.7.99.4)
Rv1163,1292738,1293403,+,666,narJ,Respiratory nitrate reductase delta chain (EC 1.7.99.4)
Rv1164,1293406,1294146,+,741,narI,Respiratory nitrate reductase gamma chain (EC 1.7.99.4)
Rv1165,1294168,1296054,+,1887,typA,GTP-binding protein TypA/BipA
Rv1166,1296152,1298059,+,1908,lpqW,"ABC transporter, substrate-binding protein LpqW"
Rv1167c,1298087,1298692,-,606,,"Transcriptional regulator, AcrR family"
Rv1168c,1298764,1299804,-,1041,PPE17,"PPE family protein, SVP subgroup => PPE17"
Rv1169c,1299822,1300124,-,303,PE11,PE family protein => PE11
Rv1170,1300304,1301215,+,912,mshB,1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase (EC 3.5.1.103)
Rv1171,1301385,1301747,+,363,,putative membrane protein
Rv1172c,1301755,1302681,-,927,PE12,PE family protein => PE12
Rv1173,1303051,1305501,+,2451,fbiC,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 1 / 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit 2"
Rv1174c,1305669,1306001,-,333,TB8.4,"Low molecular weight T-cell antigen TB8.4, predicted hemophore (see TIGR04529)"
Rv1175c,1306202,1308226,-,2025,fadH,"2,4-dienoyl-CoA reductase [NADPH] (EC 1.3.1.34)"
Rv1176c,1308223,1308792,-,570,,"Transcriptional regulator, PadR family"
Rv1177,1309005,1309331,+,327,fdxC,"4Fe-4S ferredoxin, iron-sulfur binding"
Rv1178,1309364,1310452,+,1089,,"N-succinyl-L,L-diaminopimelate aminotransferase (EC 2.6.1.17), type 2"
Rv1179c,1310480,1313299,-,2820,,DNA or RNA helicases of superfamily II
Rv1180,1313725,1315191,+,1467,pks3,Polyketide synthase / Multifunctional mycocerosic acid synthase membrane-associated mas
Rv1181,1315234,1319982,+,4749,pks4,Polyketide synthase / Multifunctional mycocerosic acid synthase membrane-associated mas
Rv1182,1320035,1321453,+,1419,papA3,"PKS-associated protein PapA, condensation domain-containing"
Rv1183,1321520,1324528,+,3009,mmpL10,Transmembrane transport protein MmpL8/MmpL10/MmpL12
Rv1184c,1324532,1325482,-,951,,"FIG01386146: Possible exported protein, Rv1184c"
Rv1185c,1325776,1327512,-,1737,fadD21,"Polyketide synthase modules and related proteins @ Long-chain fatty-acid-AMP ligase, Mycobacterial subgroup FadD21"
Rv1186c,1327689,1329305,-,1617,,Regulator of polyketide synthase expression
Rv1187,1329378,1331021,+,1644,rocA,Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)
Rv1188,1331021,1332010,+,990,,Proline dehydrogenase (EC 1.5.5.2)
Rv1189,1332092,1332964,+,873,sigI,RNA polymerase sigma factor
Rv1190,1332986,1333858,+,873,,"Hydrolase, alpha/beta fold family"
Rv1191,1333889,1334845,+,957,,Putative hydrolase
Rv1192,1334927,1335754,+,828,,hypothetical protein
Rv1193,1335794,1337215,+,1422,fadD36,"CoA ligase @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD36"
Rv1194c,1337248,1338513,-,1266,,Possible regulatory protein Trx
Rv1195,1339003,1339302,+,300,PE13,PE family protein => PE13
Rv1196,1339349,1340524,+,1176,PPE18,"PPE family protein, SVP subgroup => PPE18"
Rv1197,1340659,1340955,+,297,esxK,ESAT-6-like protein EsxK
Rv1198,1341006,1341290,+,285,esxL,ESAT-6-like protein EsxL
Rv1199c,1341358,1342653,-,1296,,Mobile element protein
Rv1200,1342909,1344219,+,1311,,Uncharacterized MFS-type transporter
Rv1201c,1344216,1345202,-,987,,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase (EC 2.3.1.117)"
Rv1202,1345260,1346324,+,1065,dapE,"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)"
Rv1203c,1346321,1346905,-,585,,"AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain"
Rv1204c,1346936,1348606,-,1671,,"AAA-ATPase, domain of unknown function, and LuxR DNA-binding domain"
Rv1205,1348719,1349282,+,564,,"Phosphoribohydrolase involved in Mycobacterial cytokinins production, homolog of plant cytokinin-activating enzyme LOG"
Rv1206,1349332,1351125,+,1794,fadD6,"Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3) @ Long-chain fatty-acid-CoA ligase (EC 6.2.1.3), Mycobacterial subgroup FadD6"
Rv1207,1351323,1352147,+,825,folP2,Non functional Dihydropteroate synthase 2
Rv1208,1352144,1353118,+,975,,Glucosyl-3-phosphoglycerate synthase (EC 2.4.1.266)
Rv1209,1353157,1353525,+,369,,FIG00820927: hypothetical protein
Rv1210,1353522,1354136,+,615,tagA,DNA-3-methyladenine glycosylase (EC 3.2.2.20)
Rv1211,1354303,1354470,+,168,,Uncharacterized protein MSMEG_5081
Rv1212c,1354498,1355661,-,1164,,"Predicted glycogen synthase, ADP-glucose transglucosylase (EC 2.4.1.21), Actinobacterial type"
Rv1213,1355854,1357050,+,1197,glgC,Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)
Rv1214c,1357293,1357625,-,333,PE14,PE family protein => PE14
Rv1215c,1357759,1359444,-,1686,,Cocaine esterase (EC 3.1.1.-)
Rv1216c,1359472,1360146,-,675,,Integral membrane protein
Rv1217c,1360155,1361801,-,1647,,"Efflux ABC transporter, permease protein"
Rv1218c,1361798,1362733,-,936,,"Efflux ABC transporter, ATP-binding protein"
Rv1219c,1362723,1363361,-,639,,"Transcriptional regulator, AcrR family"
Rv1220c,1363503,1364246,-,744,,O-methyltransferase Rv1220c
Rv1221,1364413,1365186,+,774,sigE,Alternative RNA polymerase sigma factor SigE
Rv1222,1365344,1365808,+,465,,Anti-sigma factor RseA
Rv1223,1365887,1367461,+,1575,htrA,Serine protease HtrA (DegP protein)
Rv1224,1367463,1367858,+,396,tatB,Twin-arginine translocation protein TatB
Rv1225c,1367891,1368721,-,831,,"HAD-superfamily subfamily IIA hydrolase, hypothetical 2"
Rv1226c,1368832,1370295,-,1464,,"transmembrane protein, distant homology with ydbT"
Rv1227c,1370292,1370807,-,516,,"transmembrane protein, distant homology with ydbS"
Rv1228,1371073,1371477,+,405,lpqX,Lipoprotein
Rv1229c,1371777,1372922,-,1146,mrp,Mrp protein homolog
Rv1230c,1372962,1374107,-,1146,,putative membrane protein
Rv1231c,1374322,1374864,-,543,,FIG00816212: Putative membrane protein
Rv1232c,1374861,1376150,-,1290,,"Mg/Co/Ni transporter MgtE, CBS domain-containing"
Rv1233c,1376230,1376442,-,213,,hypothetical protein
Rv1234,1377048,1377503,+,456,,Putative transmembrane protein
Rv1235,1377524,1378930,+,1407,lpqY,"Maltodextrin ABC transporter, substrate-binding protein MdxE"
Rv1236,1378984,1379850,+,867,sugA,"Maltodextrin ABC transporter, permease protein MdxF"
Rv1237,1379855,1380679,+,825,sugB,"Maltodextrin ABC transporter, permease protein MdxG"
Rv1238,1380684,1381865,+,1182,sugC,"ABC transporter, ATP-binding protein (cluster 13, osmolytes)"
Rv1239c,1381942,1383042,-,1101,corA,Magnesium and cobalt transport protein CorA
Rv1240,1383213,1384202,+,990,mdh,Malate dehydrogenase (EC 1.1.1.37)
Rv1241,1384278,1384538,+,261,,"antitoxin VapB33 @ Antitoxin to Toxin 1, PIN domain"
Rv1242,1384535,1384966,+,432,,"toxin VapC33 @ Toxin 1, PIN domain"
Rv1243c,1384989,1386677,-,1689,PE_PGRS23,PE_PGRS family protein => PE_PGRS23
Rv1244,1386734,1387717,+,984,lpqZ,"ABC transporter, substrate-binding protein (cluster 13, osmolytes)"
