Gene,Tag1,Tag2,Tag3,Category1,Category2,Category3,No..of.Categories,SequenceDiameter,SequencePrevalence,Essential,ExpressionPlasticity,Location.Tag,Gene.Name,Gene.Description
SP_0829,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Nucleotide metabolism,NA,2,0.004765037,371,FALSE,1.049313064,Intracellular,deoB,phosphopentomutase
SP_0830,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.034153392,365,FALSE,0.56810912,NA,,hypothetical protein
SP_0832,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.320695756,370,FALSE,1.379262676,NA,,hypothetical protein
SP_0833,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.320695756,370,FALSE,0.395522237,NA,,hypothetical protein
SP_0834,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.035028565,371,FALSE,0.520736975,Extracellular,,hemolysin-related protein
SP_0835,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.011725787,370,FALSE,0.48120026,Intracellular,deoD,purine nucleoside phosphorylase
SP_0837,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.012962346,371,FALSE,1.27282654,Intracellular,flaR,Putative DNA topology modulation protein FlaR
SP_0838,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005996053,371,FALSE,1.425285168,Intracellular,rpsT,30S ribosomal protein S20
SP_0839,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.005771791,371,TRUE,0.591456282,Intracellular,coaA,pantothenate kinase
SP_0840,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.114625456,343,FALSE,0.882345408,NA,,hypothetical protein
SP_0841,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.02502394,371,FALSE,0.504600286,Intracellular,rsmC,16S rRNA G1207 methylase RsmC
SP_0842,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.008875031,371,FALSE,0.420951068,Intracellular,pyn,pyrimidine-nucleoside phosphorylase
SP_0843,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.017286325,371,FALSE,0.589111338,Intracellular,deoC,deoxyribose-phosphate aldolase
SP_0844,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.007345784,371,FALSE,0.392899326,Intracellular,cdd,cytidine deaminase
SP_0845,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.0062633,371,FALSE,0.520591017,Membrane,,Periplasmic binding domain of basic membrane lipoprotein
SP_0846,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.003755185,371,FALSE,0.616769832,Intracellular,yufO,"ABC-type uncharacterized transport system, ATPase component"
SP_0847,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.001815588,371,FALSE,0.684404667,Membrane,,"ABC-type uncharacterized transport system, permease componen"
SP_0848,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.000463842,371,FALSE,0.72408638,Membrane,yufQ,"ABC-type uncharacterized transport system, permease componen"
SP_0851,METABOLISM,NA,NA,Lipid metabolism,NA,NA,1,0.001386283,371,TRUE,0.805326751,Intracellular,plsY,putative glycerol-3-phosphate acyltransferase PlsY
SP_0854,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.033673043,368,FALSE,0.985515208,NA,,hypothetical protein
SP_0855,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.003259211,371,TRUE,0.70445725,Intracellular,parC,"DNA topoisomerase IV, A subunit, Gram-positive"
SP_0856,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.003877853,371,FALSE,1.408628182,Intracellular,ilvE,branched-chain amino acid aminotransferase
SP_0858,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,3.47E-05,371,FALSE,1.126224026,Membrane,,putative membrane protein
SP_0859,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000103772,371,FALSE,1.049085992,Membrane,,uncharacterized membrane protein
SP_0860,GENETIC INFORMATION PROCESSING,METABOLISM,NA,"Folding, sorting, degradation",Amino acid metabolism,NA,2,0.239262912,371,FALSE,0.950192755,Intracellular,pcp1,pyrrolidone-carboxylate peptidase
SP_2060,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.239262912,371,FALSE,0.502332527,Intracellular,pcp2,Pyrrolidone-carboxylate peptidase 2
SP_0861,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001644032,371,FALSE,1.026133491,NA,,hypothetical protein
SP_0862,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.0005702,371,FALSE,0.781676194,Intracellular,rpsA,30S ribosomal protein S1
SP_0864,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00533951,371,FALSE,2.070544053,NA,,"GAF domain-containing protein, putative methionine-R-sulfoxide reductase"
SP_0865,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.00416494,371,FALSE,0.367419726,Intracellular,dnaX,DNA polymerase III subunits gamma and tau
SP_0866,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.000586534,371,FALSE,0.901648912,NA,,hypothetical protein
SP_0867,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.0016961,371,TRUE,0.540796968,NA,sufC,Fe-S cluster assembly ATPase SufC
SP_0868,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.006176338,371,TRUE,0.988048534,NA,sufD,Fe-S cluster assembly scaffold protein sufD
SP_0869,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.005543544,371,TRUE,0.502992751,NA,sufS,cysteine desulfurases
SP_0870,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.008902886,371,TRUE,0.523517581,NA,sufE2,"Putative iron-sulfur cluster assembly scaffold protein for SUF system, SufE2; NifU family protein"
SP_0871,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.000701265,371,TRUE,0.740193868,NA,sufB,Iron-sulfur cluster assembly protein SufB
SP_0872,METABOLISM,METABOLISM,NA,Cell wall metabolism,Amino acid metabolism,NA,2,0.003452665,371,FALSE,0.362913632,Membrane,dacA,D-alanyl-D-alanine carboxypeptidase
SP_0873,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002919778,371,FALSE,0.469275309,Membrane,,AI-2E family transport – quorum sensing and biofilm formation
SP_0874,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,0.824074849,NA,,hypothetical protein
SP_0875,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Carbohydrate metabolism,NA,2,0.003133831,371,FALSE,2.318091488,Intracellular,,"DNA-binding transcriptional regulator of sugar metabolism, DeoR/GlpR family"
SP_0876,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.007745597,371,FALSE,2.311662185,Intracellular,fruK,1-phosphofructokinase
SP_0877,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Carbohydrate metabolism,NA,2,0.006804039,371,FALSE,1.64054248,Membrane,,PTS system fructose specific transporter subunit IIABC
SP_0878,CELLULAR PROCESSES,NA,NA,Cell division,NA,NA,1,0.002664999,371,TRUE,0.531229463,Membrane,ftsK,DNA translocase FtsK
SP_0879,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.065456409,370,FALSE,1.502996023,NA,,hypothetical protein
SP_0880,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.02033093,371,FALSE,0.386625113,Intracellular,nifS,Cysteine sulfinate desulfinase/cysteine desulfurase or related enzyme
SP_0881,METABOLISM,GENETIC INFORMATION PROCESSING,NA,Cofactor and vitamin metabolism,Translation,NA,2,0.005873477,371,FALSE,0.761383392,Intracellular,thiI,(Thiamine biosynthesis protein ThiI) (tRNA 4-thiouridine synthase)
SP_0882,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.07436341,320,FALSE,1.075631215,Intracellular,ybbA,Predicted hydrolase
SP_0883,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.028621674,239,FALSE,3.194173154,NA,,hypothetical protein
SP_0884,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.005543061,242,FALSE,0.986492399,NA,,hypothetical protein
SP_0885,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.020319888,369,FALSE,1.001062433,Intracellular,,Subunit involved in some form of carbon metabolism (biotin or carbamoyl phosphate)
SP_0886,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.005093189,370,FALSE,0.466050818,Intracellular,hsdM,"Type I restriction-modification system, DNA methylase subunit"
SP_0887,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.648041262,370,FALSE,0.614027245,Intracellular,hsdS,Restriction endonuclease S subunit
SP_0891,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.648041262,370,FALSE,0.041124402,Intracellular,hsdS,Restriction endonuclease S subunit
SP_0888,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Transcription,Cellular community,NA,2,0.033899525,293,TRUE,2.127014345,Intracellular,,"predicted AbrB family transcriptional regulator, predicted antitoxin"
SP_0889,CELLULAR PROCESSES,CELLULAR PROCESSES,NA,Cellular community,Cell growth and death,NA,2,0.012194469,293,TRUE,1.054653052,Intracellular,doc,predicted type II toxin-antitoxin system death-on-curing family toxin
SP_0892,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.05333656,370,FALSE,0.346461166,Intracellular,hsdR,"putative type I restriction-modification system, R subunit"
SP_0893,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Amino acid metabolism,NA,2,0.003552572,371,FALSE,0.518544234,Intracellular,argR,Arginine pathway regulatory protein ArgR
SP_0894,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.00497155,371,FALSE,1.013111942,Intracellular,pepX,x-prolyl-dipeptidyl aminopeptidase
SP_0895,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.014183234,371,TRUE,0.390787482,Intracellular,dnaE,DNA polymerase III DnaE
SP_0896,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.003528821,371,TRUE,0.420781495,Intracellular,pfk,6-phosphofructokinase
SP_0897,METABOLISM,METABOLISM,NA,Carbohydrate metabolism,Energy metabolism,NA,2,0.001827739,370,TRUE,0.441261552,Intracellular,pyk,pyruvate kinase
SP_0899,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.003314525,370,FALSE,0.537511448,NA,,hypothetical protein
SP_0901,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.151022082,360,FALSE,0.972341408,NA,,hypothetical protein
SP_0902,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.020545327,369,FALSE,0.958864521,NA,,unknown function; may be involved in lipid metabolism
SP_0904,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.002621974,371,FALSE,0.527269726,NA,ycgQ,hypothetical protein
SP_0905,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006838912,371,FALSE,0.254055343,NA,yraQ,hypothetical protein
SP_0907,METABOLISM,METABOLISM,NA,Capsule metabolism,Carbohydrate metabolism,NA,2,0.089386418,73,FALSE,0.737632869,NA,,putative capsular polysaccharide biosynthesis protein
SP_0908,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.005218712,371,FALSE,0.371853379,Intracellular,,putative transcriptional regulator
SP_0909,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.020089868,181,FALSE,0.70976305,NA,,unknown function; possible metallopeptidase
SP_0910,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.009244413,371,FALSE,0.948680849,NA,,may be involved in phage response
SP_0911,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.012760945,81,FALSE,0.712800888,NA,,hypothetical protein
SP_0913,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.023619911,371,FALSE,2.037574064,Membrane,,ABC transporter permease
SP_0916,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.009121945,371,FALSE,0.735509362,Intracellular,cad,Arginine/lysine/ornithine decarboxylase
SP_0918,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004824808,371,FALSE,0.784938402,Intracellular,speE,spermidine synthase
SP_0920,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.007825963,371,FALSE,1.116530506,Intracellular,nspC,carboxynorspermidine decarboxylase
SP_0921,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.004582548,370,FALSE,0.600976461,Intracellular,aguA,Agmatine deiminase
SP_0922,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.001061033,371,FALSE,0.779266981,Intracellular,,N-carbamoylputrescine amidase
SP_0923,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.013180202,370,FALSE,0.533852302,NA,,phosphatase
SP_0924,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.07454272,308,FALSE,0.694538279,NA,,hypothetical protein
SP_0925,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.017117205,371,FALSE,0.828989102,Membrane,,CAAX amino terminal protease family protein
SP_0926,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.007695044,260,FALSE,2.371068295,Intracellular,,AraC family transcriptional regulator
SP_0927,GENETIC INFORMATION PROCESSING,METABOLISM,NA,Transcription,Amino acid metabolism,NA,2,0.003962764,371,FALSE,0.309374764,Intracellular,cmbR,"Cysteine and methionine metabolism regulator CmbR, LysR family"
SP_0928,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.003327518,371,FALSE,0.355323261,Membrane,lspA,Lipoprotein signal peptidase
SP_0930,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.032419815,371,FALSE,0.430930657,Intracellular,cbpE,Teichoic acid phosphorylcholine esterase/choline binding protein E
SP_0931,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.007215227,370,FALSE,2.359000026,Intracellular,proB,glutamate 5-kinase
SP_0932,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.012847779,371,FALSE,0.753587438,Intracellular,proA,gamma-glutamyl phosphate reductase
SP_0933,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.025385356,371,FALSE,0.757807601,Intracellular,proC,pyrroline-5-carboxylate reductase
SP_0934,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0,1,FALSE,1.109102641,NA,,hypothetical protein
SP_0935,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.009984124,371,TRUE,0.688107647,Intracellular,tmk,thymidylate kinase
SP_0936,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0.00584868,371,FALSE,0.48789214,Intracellular,holB,DNA polymerase III delta prime subunit
SP_0937,GENETIC INFORMATION PROCESSING,NA,NA,Replication,NA,NA,1,0,371,TRUE,0.501489807,Intracellular,yabA,DNA replication intiation control protein YabA
SP_0938,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.020584386,371,FALSE,2.170280827,Intracellular,rsmI,16S rRNA C1402 (ribose-2'-O) methylase RsmI
SP_0939,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.010234631,333,FALSE,1.373009066,NA,dinB,hypothetical protein
SP_0943,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005794401,371,FALSE,0.485126593,Intracellular,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO
SP_0944,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.002384314,371,TRUE,0.534153295,Intracellular,pyrH,Uridine monophosphate kinase
SP_0945,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.005044654,371,TRUE,0.499024076,Intracellular,frr,ribosome recycling factor
SP_0946,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.00293586,371,FALSE,0.407788197,NA,,unknown function; binds RNA
SP_0947,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.007605934,371,FALSE,0.847951081,NA,,unknown function
SP_0948,METABOLISM,NA,NA,Energy metabolism,NA,NA,1,0.007202118,371,FALSE,0.336170332,Intracellular,,Phosphate starvation-inducible protein PhoH
SP_0950,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.01708263,339,FALSE,0.471691627,Intracellular,,Acetyltransferase
SP_0951,GENETIC INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Transcription,Cellular community,NA,2,0.00402925,337,FALSE,0.464636978,Intracellular,,"transcriptional regulator, possibly of competence genes"
SP_0953,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.036926155,371,FALSE,0.71880334,Intracellular,,Acetyltransferase
SP_0954,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.022887398,371,FALSE,0.676051968,Membrane,comEA/celA,competence protein CelA
SP_0955,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.029765612,370,FALSE,1.651074579,Membrane,comEC/celB,DNA internalization-related competence protein ComEC/Rec2
SP_0956,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.062423848,206,FALSE,0.736919869,NA,,hypothetical protein
SP_0957,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.027613571,357,FALSE,0.864191724,Intracellular,,"ABC transporter, ATP-binding protein"
SP_0958,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.044762989,369,FALSE,0.832594163,Membrane,,ABC transporter permease
SP_0959,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.001277907,371,TRUE,0.897100041,Intracellular,infC,translation initiation factor IF-3
SP_0960,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0,371,FALSE,0.59831669,Intracellular,rmpI,50S ribosomal protein L35
SP_0961,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.000758319,371,FALSE,0.772839438,Intracellular,rplT,50S ribosomal protein L20
SP_0962,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.002773069,371,FALSE,0.933247479,Intracellular,gloA,Lactoylglutathione lyase
SP_0963,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.00799798,371,FALSE,2.602373915,Intracellular,pyrK,"dihydroorotate dehydrogenase, electron transfer subunit"
SP_0964,METABOLISM,NA,NA,Nucleotide metabolism,NA,NA,1,0.0065184,371,FALSE,1.863100456,Intracellular,pyrDB,dihydroorotate dehydrogenase B
SP_0965,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006210509,371,FALSE,1.175187119,Intracellular,lytB,Endo-beta-N-acetylglucosaminidase
SP_0966,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.003552964,370,FALSE,0.313408564,Extracellular,pavA,adherence and virulence protein A
SP_0967,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.010356397,371,FALSE,0.44533144,Intracellular,ybeY,"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly"
SP_0968,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.010375046,371,FALSE,0.392839211,Membrane,dgkA,diacylglycerol kinase
SP_0969,CELLULAR PROCESSES,CELLULAR PROCESSES,NA,Cell growth and death,Cell division,NA,2,0.001886856,371,FALSE,0.224517695,Membrane,era,GTP-binding protein Era
SP_0970,GENETIC INFORMATION PROCESSING,NA,NA,DNA repair and editing,NA,NA,1,0.010846538,371,FALSE,0.404125089,Intracellular,fpg,formamidopyrimidine-DNA glycosylase
SP_0971,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.017851187,371,TRUE,0.671824065,Intracellular,coaE,Dephospho-CoA kinase
SP_0972,ENVIRONMENTAL INFORMATION PROCESSING,CELLULAR PROCESSES,NA,Membrane transport,Antibiotic response/sensing,NA,2,0.001535402,371,FALSE,0.428656844,Membrane,pmrA,Drug efflux pump PmrA
SP_0973,GENETIC INFORMATION PROCESSING,NA,NA,Translation,NA,NA,1,0.009938903,88,FALSE,0.102038473,Intracellular,rpmG-1,50S ribosomal protein L33
SP_0974,ENVIRONMENTAL INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Membrane transport,"Folding, sorting, degradation",NA,2,0.000320436,371,FALSE,0.956891461,Membrane,secG,preprotein translocase subunit SecG
SP_0975,GENETIC INFORMATION PROCESSING,METABOLISM,NA,"Folding, sorting, degradation",Nucleotide metabolism,NA,2,0.006367005,371,FALSE,0.919896432,Intracellular,,3'-to-5' exoribonuclease RNase R
SP_0976,GENETIC INFORMATION PROCESSING,GENETIC INFORMATION PROCESSING,NA,Translation,"Folding, sorting, degradation",NA,2,0.001800757,371,FALSE,0.487226358,Intracellular,smpB,tmRNA-binding protein SmpB
SP_0977,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.005698587,371,FALSE,0.42870829,Intracellular,tehB,tellurite resistance protein TehB
SP_0978,CELLULAR PROCESSES,NA,NA,Cellular community,NA,NA,1,0.031354307,370,FALSE,2.311572588,NA,coiA,Competence protein CoiA
SP_0980,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.008011944,371,FALSE,0.50774287,Intracellular,,O-methyltransferase family protein
SP_0984,METABOLISM,NA,NA,Carbohydrate metabolism,NA,NA,1,0.006995937,371,FALSE,0.270784339,Intracellular,,Phosphoglycerate mutase family protein
SP_0985,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004147036,371,FALSE,0.170502098,Intracellular,,Transcriptional regulator
SP_0986,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.006176126,371,FALSE,0.391156534,NA,,hypothetical protein
SP_0987,METABOLISM,NA,NA,Cell wall metabolism,NA,NA,1,0.006780222,371,FALSE,0.586491241,Cell Wall,,"Lyzozyme M1 (1,4-beta-N-acetylmuramidase)"
SP_0988,METABOLISM,METABOLISM,NA,Cell wall metabolism,Carbohydrate metabolism,NA,2,0.006705925,371,TRUE,0.340220685,Intracellular,glmU,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
SP_0990,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.001723552,371,FALSE,0.386798096,NA,,hypothetical protein
SP_0991,METABOLISM,NA,NA,Amino acid metabolism,NA,NA,1,0.00788792,371,TRUE,0.414207138,Intracellular,mtf,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
SP_0992,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.000197972,371,FALSE,0.405198469,Intracellular,OrfX,Transcriptional regulator OrfX
SP_0993,GENETIC INFORMATION PROCESSING,NA,NA,Transcription,NA,NA,1,0.004976145,371,FALSE,0.315879797,Intracellular,,DNA polymerase III epsilon subunit
SP_0994,METABOLISM,METABOLISM,NA,Lipid metabolism,Cell wall metabolism,NA,2,0.004454515,371,FALSE,0.449559916,Membrane,,Glycerophosphoryl diester phosphodiesterase
SP_0997,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.038726968,371,FALSE,0.956231025,NA,,hypothetical protein
SP_0998,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.024084531,370,FALSE,0.696903005,NA,,hypothetical protein
SP_1000,METABOLISM,NA,NA,Various metabolism,NA,NA,1,0.006472336,371,FALSE,0.754460532,Intracellular,,thioredoxin
SP_1001,ENVIRONMENTAL INFORMATION PROCESSING,METABOLISM,NA,Membrane transport,Amino acid metabolism,NA,2,0.00403855,371,FALSE,0.699258339,Membrane,,amino acid permease
SP_1174,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.443977889,371,FALSE,0.022779723,NA,,
SP_1175,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.443977889,371,FALSE,4.430529197,NA,,
SP_1004,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.443977889,371,FALSE,5.15369525,NA,,
SP_1006,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.029524374,20,FALSE,0.872567862,NA,,
SP_1007,HYPOTHETICAL/UNKNOWN,NA,NA,NA,NA,NA,1,0.038377633,366,FALSE,3.10134485,NA,,
SP_1008,GENETIC INFORMATION PROCESSING,NA,NA,"Folding, sorting, degradation",NA,NA,1,0.008566333,369,FALSE,0.423125885,Intracellular,,peptidase T
SP_1009,METABOLISM,NA,NA,Cofactor and vitamin metabolism,NA,NA,1,0.009935764,368,FALSE,1.226424756,Intracellular,,ferrochelatase
SP_1010,ENVIRONMENTAL INFORMATION PROCESSING,NA,NA,Membrane transport,NA,NA,1,0.009074396,370,FALSE,1.730246977,Membrane,MscL,large conductance mechanosensitive channel protein MscL
